NO,시군구,번지,본번,부번,단지명,전월세구분,전용면적(㎡),계약년월,계약일,보증금(만원),월세금(만원),층,건축년도,도로명,계약기간,계약구분,갱신요구권 사용,종전계약 보증금(만원),종전계약 월세(만원)
24,서울특별시 노원구 중계동,506,506,0,-506,전세,41.68,202212,10,"17,000",0,3,2005,동일로203가길 29,202302~202502,신규,-,,
25,서울특별시 노원구 공릉동,383-7,383,7,NS1077,월세,34.71,202212,9,"1,000",70,8,2004,동일로 1077,-,신규,-,,
26,서울특별시 노원구 상계동,1267,1267,0,토마토파르코,월세,72.76,202212,9,"1,000",110,14,2005,동일로 1700,202302~202502,신규,-,,
27,서울특별시 노원구 공릉동,383-7,383,7,NS1077,월세,25.65,202212,8,"1,000",50,6,2004,동일로 1077,202302~202402,신규,-,,
28,서울특별시 노원구 상계동,1262,1262,0,하이베라스,월세,39.29,202212,6,"1,000",60,6,2003,동일로 1689,202212~202312,신규,-,,
29,서울특별시 노원구 중계동,509-1,509,1,씨앤미,전세,50.35,202212,5,"18,000",0,9,2004,동일로204가길 34,202303~202503,신규,-,,
30,서울특별시 노원구 공릉동,670-11,670,11,로우폴리스,전세,28.69,202212,2,"11,000",0,7,2004,화랑로 449-7,202212~202312,갱신,-,"11,000",0
31,서울특별시 노원구 상계동,693-2,693,2,(693-2),월세,31.15,202211,30,"1,000",60,8,1993,상계로 55,202212~202312,신규,-,,
32,서울특별시 노원구 중계동,506,506,0,-506,전세,51.3,202211,29,"24,250",0,8,2005,동일로203가길 29,202212~202412,신규,-,,
33,서울특별시 노원구 상계동,1267,1267,0,토마토파르코,월세,36.77,202211,29,"1,000",60,5,2005,동일로 1700,202211~202411,신규,-,,
34,서울특별시 노원구 상계동,693-2,693,2,(693-2),월세,26.2,202211,28,500,60,7,1993,상계로 55,202212~202312,신규,-,,
35,서울특별시 노원구 상계동,1267,1267,0,토마토파르코,월세,36.77,202211,25,"2,000",55,6,2005,동일로 1700,202301~202501,신규,-,,
36,서울특별시 노원구 상계동,1258,1258,0,오피앙,월세,23.37,202211,24,500,47,10,2004,동일로 1701,202212~202312,신규,-,,
37,서울특별시 노원구 상계동,1258,1258,0,오피앙,월세,23.37,202211,23,500,45,9,2004,동일로 1701,202211~202311,신규,-,,
38,서울특별시 노원구 중계동,509-1,509,1,씨앤미,월세,34.29,202211,22,"1,000",65,8,2004,동일로204가길 34,202212~202412,신규,-,,
39,서울특별시 노원구 중계동,506,506,0,-506,월세,41.68,202211,22,"1,000",85,7,2005,동일로203가길 29,202301~202501,신규,-,,
40,서울특별시 노원구 상계동,693-2,693,2,(693-2),월세,26.15,202211,22,500,60,7,1993,상계로 55,202212~202309,신규,-,,
41,서울특별시 노원구 월계동,366-3,366,3,카펠라오피스텔,월세,30,202211,21,"1,500",45,7,2003,광운로 86,202212~202312,신규,-,,
42,서울특별시 노원구 상계동,1267,1267,0,토마토파르코,월세,36.77,202211,19,"1,000",65,9,2005,동일로 1700,202211~202311,신규,-,,
43,서울특별시 노원구 중계동,506,506,0,-506,월세,72.45,202211,18,"20,000",60,9,2005,동일로203가길 29,202212~202412,신규,-,,
44,서울특별시 노원구 중계동,506,506,0,-506,월세,72.45,202211,18,"10,000",100,5,2005,동일로203가길 29,202212~202412,신규,-,,
45,서울특별시 노원구 월계동,366-3,366,3,카펠라오피스텔,월세,33.75,202211,18,"1,000",60,7,2003,광운로 86,202212~202312,신규,-,,
46,서울특별시 노원구 상계동,1258,1258,0,오피앙,월세,23.37,202211,17,"1,000",50,14,2004,동일로 1701,202212~202312,신규,-,,
47,서울특별시 노원구 상계동,101-149,101,149,(101-149),월세,30.34,202211,16,500,40,3,2003,덕릉로 791,202211~202311,신규,-,,
48,서울특별시 노원구 상계동,1262,1262,0,하이베라스,월세,36.29,202211,16,"1,000",55,6,2003,동일로 1689,202212~202312,신규,-,,
49,서울특별시 노원구 상계동,1258,1258,0,오피앙,월세,23.37,202211,15,500,47,6,2004,동일로 1701,202212~202312,신규,-,,
50,서울특별시 노원구 공릉동,383-12,383,12,건양오피스텔,월세,17.14,202211,13,"1,000",40,6,2012,동일로191가길 6,202212~202412,신규,-,,
51,서울특별시 노원구 중계동,506,506,0,-506,전세,66.09,202211,12,"30,000",0,6,2005,동일로203가길 29,202301~202501,갱신,-,"30,000",0
52,서울특별시 노원구 중계동,509-1,509,1,씨앤미,월세,50.35,202211,11,"1,000",85,9,2004,동일로204가길 34,202212~202412,갱신,-,"1,000",80
53,서울특별시 노원구 상계동,1258,1258,0,오피앙,월세,23.37,202211,10,500,50,13,2004,동일로 1701,202212~202312,신규,-,,
54,서울특별시 노원구 상계동,1267,1267,0,토마토파르코,월세,32.97,202211,8,"1,000",60,4,2005,동일로 1700,202211~202311,신규,-,,
55,서울특별시 노원구 중계동,506,506,0,-506,월세,59.64,202211,8,"3,000",90,9,2005,동일로203가길 29,202212~202312,신규,-,,
56,서울특별시 노원구 상계동,1267,1267,0,토마토파르코,월세,36.77,202211,8,"1,000",65,3,2005,동일로 1700,-,-,-,,
57,서울특별시 노원구 상계동,1262,1262,0,하이베라스,월세,39.29,202211,8,"1,000",60,3,2003,동일로 1689,202212~202412,신규,-,,
58,서울특별시 노원구 상계동,1132-28,1132,28,수락네스트죤,전세,30.38,202211,7,"10,000",0,3,2003,동일로241길 44,202301~202501,신규,-,,
59,서울특별시 노원구 중계동,506,506,0,-506,월세,41.68,202211,6,"1,000",75,8,2005,동일로203가길 29,202212~202312,신규,-,,
60,서울특별시 노원구 상계동,341-7,341,7,마블러스1,월세,25.53,202211,5,"1,000",55,6,2003,상계로 90,202211~202311,신규,-,,
61,서울특별시 노원구 월계동,366-3,366,3,카펠라오피스텔,월세,30,202211,2,500,55,7,2003,광운로 86,202211~202311,신규,-,,
62,서울특별시 노원구 중계동,506,506,0,-506,월세,69.03,202211,1,"5,000",110,9,2005,동일로203가길 29,202211~202411,신규,-,,
63,서울특별시 노원구 상계동,1262,1262,0,하이베라스,월세,41.35,202210,31,500,50,4,2003,동일로 1689,202211~202311,신규,-,,
64,서울특별시 노원구 상계동,1258,1258,0,오피앙,월세,23.37,202210,29,"1,000",45,12,2004,동일로 1701,202211~202311,신규,-,,
65,서울특별시 노원구 상계동,693-2,693,2,(693-2),월세,29.63,202210,28,"1,000",50,8,1993,상계로 55,202211~202311,신규,-,,
66,서울특별시 노원구 상계동,1258,1258,0,오피앙,월세,23.37,202210,27,"3,000",35,4,2004,동일로 1701,202211~202311,신규,-,,
67,서울특별시 노원구 상계동,1258,1258,0,오피앙,월세,23.37,202210,27,"4,000",25,14,2004,동일로 1701,-,-,-,,
68,서울특별시 노원구 상계동,1267,1267,0,토마토파르코,월세,36.77,202210,26,"1,000",60,11,2005,동일로 1700,202211~202311,신규,-,,
69,서울특별시 노원구 중계동,509-1,509,1,씨앤미,월세,50.35,202210,26,"5,000",60,4,2004,동일로204가길 34,202212~202412,신규,-,,
70,서울특별시 노원구 상계동,693-2,693,2,(693-2),월세,31.86,202210,25,500,60,9,1993,상계로 55,202210~202310,신규,-,,
71,서울특별시 노원구 상계동,1262,1262,0,하이베라스,월세,41.44,202210,22,"1,500",35,3,2003,동일로 1689,-,신규,-,,
72,서울특별시 노원구 상계동,693-2,693,2,(693-2),월세,29.68,202210,22,500,60,7,1993,상계로 55,202211~202311,신규,-,,
73,서울특별시 노원구 중계동,509-1,509,1,씨앤미,월세,50.35,202210,22,"1,000",83,4,2004,동일로204가길 34,202210~202410,신규,-,,
74,서울특별시 노원구 상계동,1258,1258,0,오피앙,전세,23.37,202210,20,"8,900",0,15,2004,동일로 1701,202211~202311,갱신,-,"8,500",0
75,서울특별시 노원구 상계동,1258,1258,0,오피앙,월세,23.37,202210,20,500,45,11,2004,동일로 1701,202210~202310,신규,-,,
76,서울특별시 노원구 상계동,1132-28,1132,28,수락네스트죤,월세,30.38,202210,19,500,50,3,2003,동일로241길 44,202211~202310,신규,-,,
77,서울특별시 노원구 중계동,506,506,0,-506,전세,93.37,202210,19,"42,000",0,6,2005,동일로203가길 29,202301~202501,갱신,-,"40,000",0
78,서울특별시 노원구 하계동,256-13,256,13,삼정 이오니아,월세,29.25,202210,18,"5,000",35,5,2003,노원로 248,202210~202410,신규,-,,
79,서울특별시 노원구 상계동,1258,1258,0,오피앙,월세,27.78,202210,18,"1,000",45,4,2004,동일로 1701,202212~202412,신규,-,,
80,서울특별시 노원구 중계동,506,506,0,-506,월세,72.45,202210,17,"10,000",100,13,2005,동일로203가길 29,202211~202411,갱신,-,"5,000",100
81,서울특별시 노원구 공릉동,383-12,383,12,건양오피스텔,월세,17.98,202210,15,"1,000",40,3,2012,동일로191가길 6,202210~202410,신규,-,,
82,서울특별시 노원구 상계동,1262,1262,0,하이베라스,월세,37.57,202210,14,"1,000",50,5,2003,동일로 1689,202211~202311,갱신,-,"1,000",47
83,서울특별시 노원구 상계동,1262,1262,0,하이베라스,전세,36.29,202210,14,"12,000",0,5,2003,동일로 1689,202211~202411,신규,-,,
84,서울특별시 노원구 상계동,1258,1258,0,오피앙,월세,27.78,202210,13,"1,000",50,15,2004,동일로 1701,202210~202310,신규,-,,
85,서울특별시 노원구 공릉동,653-5,653,5,엘네스트빌 오피스텔,월세,22.8,202210,13,500,50,5,2003,화랑로 465,202211~202311,신규,-,,
86,서울특별시 노원구 상계동,1258,1258,0,오피앙,월세,23.37,202210,13,500,45,15,2004,동일로 1701,202211~202311,신규,-,,
87,서울특별시 노원구 공릉동,383-12,383,12,건양오피스텔,월세,17.14,202210,12,"6,000",10,6,2012,동일로191가길 6,-,-,-,,
88,서울특별시 노원구 상계동,1258,1258,0,오피앙,전세,23.37,202210,8,"9,500",0,11,2004,동일로 1701,202211~202411,신규,-,,
89,서울특별시 노원구 상계동,1267,1267,0,토마토파르코,월세,36.77,202210,7,"3,000",50,5,2005,동일로 1700,202210~202310,신규,-,,
90,서울특별시 노원구 공릉동,670-11,670,11,로우폴리스,월세,22.99,202210,7,500,45,10,2004,화랑로 449-7,202210~202410,신규,-,,
91,서울특별시 노원구 공릉동,670-11,670,11,로우폴리스,월세,29.07,202210,5,500,55,10,2004,화랑로 449-7,202210~202310,신규,-,,
92,서울특별시 노원구 상계동,341-7,341,7,마블러스1,월세,25.53,202210,5,"1,000",50,6,2003,상계로 90,202210~202310,신규,-,,
93,서울특별시 노원구 상계동,1258,1258,0,오피앙,월세,23.37,202210,4,500,45,6,2004,동일로 1701,202210~202310,신규,-,,
94,서울특별시 노원구 상계동,1267,1267,0,토마토파르코,월세,32.97,202210,4,500,65,11,2005,동일로 1700,202210~202410,신규,-,,
95,서울특별시 노원구 상계동,1258,1258,0,오피앙,월세,23.37,202210,3,"1,000",45,7,2004,동일로 1701,202210~202310,신규,-,,
96,서울특별시 노원구 상계동,1258,1258,0,오피앙,월세,23.37,202210,2,"1,000",45,5,2004,동일로 1701,202210~202310,신규,-,,
97,서울특별시 노원구 상계동,1262,1262,0,하이베라스,전세,39.29,202210,1,"9,975",0,6,2003,동일로 1689,202210~202410,갱신,사용,"9,500",0
98,서울특별시 노원구 중계동,509-1,509,1,씨앤미,전세,50.35,202209,29,"17,850",0,8,2004,동일로204가길 34,202210~202410,갱신,-,"17,000",0
99,서울특별시 노원구 상계동,1258,1258,0,오피앙,월세,23.37,202209,27,500,45,15,2004,동일로 1701,202210~202310,신규,-,,
100,서울특별시 노원구 월계동,366-3,366,3,카펠라오피스텔,월세,30,202209,25,"2,500",40,5,2003,광운로 86,-,-,-,,
101,서울특별시 노원구 상계동,1258,1258,0,오피앙,월세,23.37,202209,24,500,45,4,2004,동일로 1701,202210~202310,신규,-,,
102,서울특별시 노원구 중계동,509-1,509,1,씨앤미,월세,50.35,202209,24,"1,000",85,8,2004,동일로204가길 34,202210~202410,신규,-,,
103,서울특별시 노원구 중계동,506,506,0,-506,전세,93.37,202209,23,"60,000",0,4,2005,동일로203가길 29,202210~202410,신규,-,,
104,서울특별시 노원구 중계동,506,506,0,-506,전세,41.68,202209,22,"17,000",0,3,2005,동일로203가길 29,202210~202410,신규,-,,
105,서울특별시 노원구 공릉동,597-9,597,9,(597-9),월세,17.33,202209,22,"3,000",20,1,2013,동일로 1009-7,-,-,-,,
106,서울특별시 노원구 상계동,693-2,693,2,(693-2),월세,29.63,202209,20,"2,000",50,10,1993,상계로 55,202210~202310,신규,-,,
107,서울특별시 노원구 상계동,1267,1267,0,토마토파르코,월세,72.76,202209,16,"1,500",125,14,2005,동일로 1700,202209~202309,신규,-,,
108,서울특별시 노원구 상계동,1258,1258,0,오피앙,전세,23.37,202209,13,"8,900",0,10,2004,동일로 1701,202209~202409,갱신,사용,"8,500",0
109,서울특별시 노원구 월계동,366-3,366,3,카펠라오피스텔,월세,30,202209,12,"1,000",50,5,2003,광운로 86,202209~202309,신규,-,,
110,서울특별시 노원구 상계동,341-15,341,15,마블러스2,월세,32.6,202209,12,500,55,6,2003,상계로 90,202209~202309,신규,-,,
111,서울특별시 노원구 상계동,1267,1267,0,토마토파르코,월세,36.77,202209,8,"1,000",70,3,2005,동일로 1700,202209~202309,신규,-,,
112,서울특별시 노원구 상계동,1262,1262,0,하이베라스,월세,41.35,202209,8,500,65,6,2003,동일로 1689,202209~202309,신규,-,,
113,서울특별시 노원구 상계동,1267,1267,0,토마토파르코,월세,36.77,202209,5,"1,000",60,8,2005,동일로 1700,-,-,-,,
114,서울특별시 노원구 상계동,1267,1267,0,토마토파르코,월세,36.77,202209,2,"4,300",43,4,2005,동일로 1700,202209~202409,신규,-,,
115,서울특별시 노원구 중계동,506,506,0,-506,전세,89.12,202209,2,"48,000",0,9,2005,동일로203가길 29,202209~202406,갱신,-,"42,000",0
116,서울특별시 노원구 상계동,1267,1267,0,토마토파르코,월세,36.77,202209,1,"2,000",50,10,2005,동일로 1700,202209~202310,신규,-,,
117,서울특별시 노원구 상계동,1262,1262,0,하이베라스,월세,41.35,202208,31,500,58,5,2003,동일로 1689,202208~202308,신규,-,,
118,서울특별시 노원구 상계동,1258,1258,0,오피앙,월세,23.37,202208,31,500,48,15,2004,동일로 1701,202209~202309,신규,-,,
119,서울특별시 노원구 상계동,1262,1262,0,하이베라스,월세,39.29,202208,31,"12,000",20,8,2003,동일로 1689,202209~202409,신규,-,,
120,서울특별시 노원구 상계동,1258,1258,0,오피앙,월세,23.37,202208,29,"1,000",40,7,2004,동일로 1701,202209~202409,신규,-,,
121,서울특별시 노원구 상계동,1262,1262,0,하이베라스,월세,39.29,202208,26,"1,000",60,7,2003,동일로 1689,202209~202309,신규,-,,
122,서울특별시 노원구 상계동,1267,1267,0,토마토파르코,월세,36.77,202208,26,700,60,6,2005,동일로 1700,-,-,-,,
123,서울특별시 노원구 공릉동,670-11,670,11,로우폴리스,월세,19.73,202208,25,"1,000",40,11,2004,화랑로 449-7,202208~202308,신규,-,,
124,서울특별시 노원구 상계동,1267,1267,0,토마토파르코,월세,36.77,202208,24,"4,300",43,4,2005,동일로 1700,202209~202309,신규,-,,
125,서울특별시 노원구 상계동,341-5,341,5,큐비스트빌딩,월세,17.28,202208,22,500,49,5,2013,상계로 84,202208~202308,신규,-,,
126,서울특별시 노원구 상계동,1267,1267,0,토마토파르코,월세,36.77,202208,19,"1,000",65,8,2005,동일로 1700,202208~202312,신규,-,,
127,서울특별시 노원구 공릉동,670-11,670,11,로우폴리스,전세,22.08,202208,17,"8,000",0,7,2004,화랑로 449-7,202209~202409,갱신,사용,"8,000",0
128,서울특별시 노원구 상계동,1267,1267,0,토마토파르코,월세,36.77,202208,16,"1,000",60,11,2005,동일로 1700,202208~202308,신규,-,,
129,서울특별시 노원구 공릉동,653-5,653,5,엘네스트빌 오피스텔,월세,24,202208,16,"1,000",55,5,2003,화랑로 465,202211~202411,신규,-,,
130,서울특별시 노원구 공릉동,683-20,683,20,진주오피스텔,월세,42.05,202208,16,"2,000",85,2,2004,화랑로 425-3,202209~202409,신규,-,,
131,서울특별시 노원구 상계동,1258,1258,0,오피앙,월세,23.37,202208,16,"2,000",30,6,2004,동일로 1701,-,-,-,,
132,서울특별시 노원구 상계동,1267,1267,0,토마토파르코,월세,36.77,202208,16,"1,000",65,7,2005,동일로 1700,202208~202308,신규,-,,
133,서울특별시 노원구 상계동,1258,1258,0,오피앙,월세,23.37,202208,13,"5,000",25,6,2004,동일로 1701,-,-,-,,
134,서울특별시 노원구 상계동,1258,1258,0,오피앙,월세,23.37,202208,13,500,45,8,2004,동일로 1701,202209~202309,신규,-,,
135,서울특별시 노원구 월계동,366-3,366,3,카펠라오피스텔,월세,30,202208,13,500,55,2,2003,광운로 86,202208~202308,신규,-,,
136,서울특별시 노원구 공릉동,383-12,383,12,건양오피스텔,전세,17.14,202208,12,"10,000",0,5,2012,동일로191가길 6,202209~202409,신규,-,,
137,서울특별시 노원구 하계동,256-13,256,13,삼정 이오니아,월세,29.25,202208,11,500,60,5,2003,노원로 248,202209~202409,신규,-,,
138,서울특별시 노원구 상계동,1267,1267,0,토마토파르코,월세,36.77,202208,9,"1,000",65,5,2005,동일로 1700,-,신규,-,,
139,서울특별시 노원구 중계동,506,506,0,-506,월세,51.3,202208,8,"2,000",90,10,2005,동일로203가길 29,202210~202310,신규,-,,
140,서울특별시 노원구 상계동,1132-28,1132,28,수락네스트죤,월세,30.38,202208,8,"11,000",20,7,2003,동일로241길 44,202208~202408,신규,-,,
141,서울특별시 노원구 상계동,330-29,330,29,소담빌,월세,18.81,202208,3,"1,000",50,2,2014,노해로85길 10-55,202208~202308,신규,-,,
142,서울특별시 노원구 상계동,1258,1258,0,오피앙,월세,23.37,202208,2,500,50,8,2004,동일로 1701,202208~202308,신규,-,,
143,서울특별시 노원구 공릉동,670-11,670,11,로우폴리스,전세,29.07,202207,30,"11,500",0,8,2004,화랑로 449-7,202208~202408,갱신,-,"11,000",0
144,서울특별시 노원구 중계동,509-1,509,1,씨앤미,전세,50.35,202207,30,"18,000",0,6,2004,동일로204가길 34,202209~202403,갱신,사용,"17,500",0
145,서울특별시 노원구 공릉동,653-5,653,5,엘네스트빌 오피스텔,월세,30.4,202207,29,"1,000",60,5,2003,화랑로 465,202208~202308,신규,-,,
146,서울특별시 노원구 상계동,1132-28,1132,28,수락네스트죤,전세,30.38,202207,27,"13,000",0,3,2003,동일로241길 44,-,-,-,,
147,서울특별시 노원구 중계동,506,506,0,-506,전세,72.45,202207,27,"33,600",0,8,2005,동일로203가길 29,202208~202408,갱신,-,"32,000",0
148,서울특별시 노원구 공릉동,653-5,653,5,엘네스트빌 오피스텔,월세,22.8,202207,23,"3,000",50,7,2003,화랑로 465,202207~202307,신규,-,,
149,서울특별시 노원구 상계동,693-2,693,2,(693-2),월세,32.04,202207,20,"1,000",60,6,1993,상계로 55,202207~202407,신규,-,,
150,서울특별시 노원구 공릉동,670-11,670,11,로우폴리스,월세,22.99,202207,20,"1,000",45,9,2004,화랑로 449-7,-,-,-,,
151,서울특별시 노원구 상계동,1258,1258,0,오피앙,월세,23.37,202207,20,500,48,7,2004,동일로 1701,202207~202307,신규,-,,
152,서울특별시 노원구 공릉동,683-20,683,20,진주오피스텔,전세,37.8,202207,18,"20,000",0,3,2004,화랑로 425-3,202209~202409,-,-,,
153,서울특별시 노원구 월계동,366-3,366,3,카펠라오피스텔,월세,30,202207,16,500,55,5,2003,광운로 86,202207~202307,신규,-,,
154,서울특별시 노원구 상계동,1262,1262,0,하이베라스,월세,41.35,202207,15,500,60,9,2003,동일로 1689,202208~202308,신규,-,,
155,서울특별시 노원구 중계동,360-12,360,12,새롬스타빌,월세,28.2,202207,11,500,45,2,2002,한글비석로 233,202207~202407,신규,-,,
156,서울특별시 노원구 중계동,506,506,0,-506,전세,93.37,202207,9,"60,000",0,4,2005,동일로203가길 29,202210~202410,신규,-,,
157,서울특별시 노원구 월계동,366-3,366,3,카펠라오피스텔,월세,30,202207,8,"1,000",50,5,2003,광운로 86,202209~202309,신규,-,,
158,서울특별시 노원구 중계동,506,506,0,-506,전세,83.62,202207,7,"32,500",0,8,2005,동일로203가길 29,-,갱신,-,"31,000",0
159,서울특별시 노원구 상계동,1258,1258,0,오피앙,월세,23.37,202207,6,500,45,10,2004,동일로 1701,202207~202307,신규,-,,
160,서울특별시 노원구 상계동,1258,1258,0,오피앙,월세,23.37,202207,6,500,45,8,2004,동일로 1701,-,-,-,,
161,서울특별시 노원구 상계동,1262,1262,0,하이베라스,월세,36.29,202207,6,"1,000",55,6,2003,동일로 1689,202207~202307,신규,-,,
162,서울특별시 노원구 상계동,1132-28,1132,28,수락네스트죤,월세,29.97,202207,6,500,50,3,2003,동일로241길 44,202207~202307,신규,-,,
163,서울특별시 노원구 상계동,1262,1262,0,하이베라스,월세,39.29,202207,5,"1,000",60,6,2003,동일로 1689,202207~202307,신규,-,,
164,서울특별시 노원구 중계동,509-1,509,1,씨앤미,월세,50.35,202207,4,"1,500",84,7,2004,동일로204가길 34,202207~202307,신규,-,,
165,서울특별시 노원구 하계동,256-13,256,13,삼정 이오니아,월세,26.91,202207,2,"1,000",60,7,2003,노원로 248,202207~202407,신규,-,,
166,서울특별시 노원구 월계동,379-17,379,17,모두스타빌,전세,18.24,202207,2,"13,000",0,7,2020,석계로18길 8,-,-,-,,
167,서울특별시 노원구 상계동,1267,1267,0,토마토파르코,월세,32.97,202207,1,500,65,7,2005,동일로 1700,202207~202307,신규,-,,
168,서울특별시 노원구 중계동,509-1,509,1,씨앤미,월세,34.04,202207,1,"4,000",50,5,2004,동일로204가길 34,202207~202307,신규,-,,
169,서울특별시 노원구 중계동,143,143,0,우암에이스타워,월세,33.06,202206,28,500,50,8,2003,덕릉로 699,202206~202406,신규,-,,
170,서울특별시 노원구 상계동,1258,1258,0,오피앙,월세,23.37,202206,28,500,45,10,2004,동일로 1701,202207~202307,신규,-,,
171,서울특별시 노원구 상계동,101-149,101,149,(101-149),월세,30.34,202206,27,"1,000",40,3,2003,덕릉로 791,202207~202407,신규,-,,
172,서울특별시 노원구 월계동,366-3,366,3,카펠라오피스텔,월세,33.75,202206,27,"1,000",55,4,2003,광운로 86,202207~202307,신규,-,,
173,서울특별시 노원구 상계동,1258,1258,0,오피앙,전세,23.37,202206,25,"9,500",0,10,2004,동일로 1701,202208~202408,신규,-,,
174,서울특별시 노원구 상계동,1262,1262,0,하이베라스,월세,39.29,202206,24,"1,000",60,7,2003,동일로 1689,202207~202307,신규,-,,
175,서울특별시 노원구 하계동,256-13,256,13,삼정 이오니아,월세,26.91,202206,24,"1,000",55,5,2003,노원로 248,-,-,-,,
176,서울특별시 노원구 중계동,360-12,360,12,새롬스타빌,월세,28.2,202206,21,500,50,2,2002,한글비석로 233,202207~202307,신규,-,,
177,서울특별시 노원구 상계동,1267,1267,0,토마토파르코,전세,36.77,202206,21,"15,000",0,7,2005,동일로 1700,202207~202307,신규,-,,
178,서울특별시 노원구 월계동,366-3,366,3,카펠라오피스텔,월세,30,202206,21,500,55,2,2003,광운로 86,202207~202406,신규,-,,
179,서울특별시 노원구 상계동,1262,1262,0,하이베라스,월세,36.29,202206,21,"1,000",60,8,2003,동일로 1689,202206~202306,신규,-,,
180,서울특별시 노원구 상계동,1258,1258,0,오피앙,월세,23.37,202206,20,"2,000",34,4,2004,동일로 1701,-,-,-,,
181,서울특별시 노원구 중계동,506,506,0,-506,월세,59.64,202206,17,"2,000",110,5,2005,동일로203가길 29,202208~202408,신규,-,,
182,서울특별시 노원구 상계동,1262,1262,0,하이베라스,월세,37.57,202206,17,500,55,3,2003,동일로 1689,202207~202307,신규,-,,
183,서울특별시 노원구 상계동,1267,1267,0,토마토파르코,월세,36.77,202206,15,500,70,4,2005,동일로 1700,202207~202407,신규,-,,
184,서울특별시 노원구 중계동,506,506,0,-506,전세,80.96,202206,15,"48,000",0,9,2005,동일로203가길 29,202208~202408,신규,-,,
185,서울특별시 노원구 상계동,1267,1267,0,토마토파르코,월세,32.97,202206,14,"1,000",60,4,2005,동일로 1700,202206~202306,신규,-,,
186,서울특별시 노원구 상계동,1258,1258,0,오피앙,월세,27.78,202206,13,500,55,5,2004,동일로 1701,202207~202307,신규,-,,
