NO,시군구,번지,본번,부번,단지명,전월세구분,전용면적(㎡),계약년월,계약일,보증금(만원),월세금(만원),층,건축년도,도로명,계약기간,계약구분,갱신요구권 사용,종전계약 보증금(만원),종전계약 월세(만원)
29,서울특별시 노원구 상계동,1258,1258,0,오피앙,월세,23.37,202312,14,"2,000",34,13,2004,동일로 1701,202401~202501,갱신,사용,"2,000",32
30,서울특별시 노원구 상계동,1258,1258,0,오피앙,월세,27.78,202312,14,500,45,15,2004,동일로 1701,-,신규,-,,
31,서울특별시 노원구 월계동,383-19,383,19,(383-19),월세,14.4,202312,12,"1,000",50,3,2018,광운로 59,202402~202602,신규,-,,
32,서울특별시 노원구 중계동,509-1,509,1,씨앤미,전세,50.35,202312,12,"16,000",0,9,2004,동일로204가길 34,202403~202603,신규,-,,
33,서울특별시 노원구 상계동,706-2,706,2,노원역 보미더클래스 오피스텔,월세,29.26,202312,8,"2,000",100,12,2023,상계로 32,202401~202501,신규,-,,
34,서울특별시 노원구 중계동,509-1,509,1,씨앤미,월세,50.35,202312,6,"1,000",80,7,2004,동일로204가길 34,202312~202412,신규,-,,
35,서울특별시 노원구 중계동,509-1,509,1,씨앤미,월세,34.67,202312,6,"1,500",60,5,2004,동일로204가길 34,202401~202601,신규,-,,
36,서울특별시 노원구 상계동,1258,1258,0,오피앙,월세,23.37,202312,6,500,48,6,2004,동일로 1701,202312~202412,신규,-,,
37,서울특별시 노원구 상계동,1262,1262,0,하이베라스,전세,39.29,202312,5,"13,000",0,3,2003,동일로 1689,202401~202601,신규,-,,
38,서울특별시 노원구 상계동,1258,1258,0,오피앙,월세,23.37,202312,4,500,45,12,2004,동일로 1701,202401~202501,신규,-,,
39,서울특별시 노원구 중계동,509-1,509,1,씨앤미,월세,34.67,202312,2,"1,000",70,8,2004,동일로204가길 34,202312~202412,신규,-,,
40,서울특별시 노원구 중계동,506,506,0,-506,전세,59.64,202311,30,"25,000",0,13,2005,동일로203가길 29,202401~202601,신규,-,,
41,서울특별시 노원구 중계동,506,506,0,-506,월세,41.68,202311,30,"1,000",75,5,2005,동일로203가길 29,202312~202412,신규,-,,
42,서울특별시 노원구 상계동,1262,1262,0,하이베라스,월세,41.35,202311,29,"2,000",55,7,2003,동일로 1689,202312~202412,신규,-,,
43,서울특별시 노원구 월계동,366-3,366,3,카펠라오피스텔,월세,30,202311,29,500,55,5,2003,광운로 86,202312~202412,신규,-,,
44,서울특별시 노원구 상계동,693-2,693,2,(693-2),월세,31.15,202311,29,500,65,10,1993,상계로 55,202312~202412,신규,-,,
45,서울특별시 노원구 상계동,1262,1262,0,하이베라스,월세,39.29,202311,28,500,60,4,2003,동일로 1689,202312~202412,신규,-,,
46,서울특별시 노원구 상계동,1262,1262,0,하이베라스,월세,39.29,202311,28,500,50,4,2003,동일로 1689,202312~202512,신규,-,,
47,서울특별시 노원구 상계동,1267,1267,0,토마토파르코,월세,36.77,202311,25,"1,000",63,9,2005,동일로 1700,202401~202501,신규,-,,
48,서울특별시 노원구 상계동,101-149,101,149,(101-149),전세,30.34,202311,25,"13,000",0,4,2003,덕릉로 791,202312~202512,갱신,-,"9,000",0
49,서울특별시 노원구 상계동,1262,1262,0,하이베라스,전세,36.29,202311,25,"13,600",0,3,2003,동일로 1689,202401~202501,갱신,사용,"13,500",0
50,서울특별시 노원구 상계동,1258,1258,0,오피앙,월세,23.37,202311,25,500,47,9,2004,동일로 1701,202312~202412,신규,-,,
51,서울특별시 노원구 상계동,706-2,706,2,노원역 보미더클래스 오피스텔,월세,18.96,202311,25,"1,000",67,15,2023,상계로 32,202401~202501,신규,-,,
52,서울특별시 노원구 상계동,1262,1262,0,하이베라스,월세,39.29,202311,25,"3,000",35,3,2003,동일로 1689,-,-,-,,
53,서울특별시 노원구 월계동,383-19,383,19,(383-19),월세,15.15,202311,24,"1,000",50,6,2018,광운로 59,202402~202502,신규,-,,
54,서울특별시 노원구 월계동,379-17,379,17,모두스타빌,전세,18.24,202311,24,"13,000",0,6,2020,석계로18길 8,202401~202601,신규,-,,
55,서울특별시 노원구 공릉동,383-12,383,12,건양오피스텔,월세,17.98,202311,24,"1,000",45,7,2012,동일로191가길 6,202401~202601,신규,-,,
56,서울특별시 노원구 중계동,506,506,0,-506,월세,80.96,202311,23,"5,000",165,5,2005,동일로203가길 29,202401~202601,신규,-,,
57,서울특별시 노원구 중계동,506,506,0,-506,전세,72.45,202311,23,"37,800",0,5,2005,동일로203가길 29,202312~202512,갱신,-,"33,600",0
58,서울특별시 노원구 상계동,1267,1267,0,토마토파르코,월세,36.77,202311,23,"1,000",62,5,2005,동일로 1700,202312~202411,신규,-,,
59,서울특별시 노원구 상계동,693-2,693,2,(693-2),월세,26.2,202311,22,"1,000",60,10,1993,상계로 55,202311~202502,신규,-,,
60,서울특별시 노원구 공릉동,670-11,670,11,로우폴리스,월세,22.99,202311,22,"1,000",45,13,2004,화랑로 449-7,202401~202601,신규,-,,
61,서울특별시 노원구 중계동,506,506,0,-506,전세,51.3,202311,22,"24,000",0,12,2005,동일로203가길 29,-,-,-,,
62,서울특별시 노원구 월계동,383-19,383,19,(383-19),월세,14.4,202311,22,"1,000",50,6,2018,광운로 59,202402~202502,신규,-,,
63,서울특별시 노원구 중계동,360-12,360,12,새롬스타빌,월세,28.2,202311,21,500,60,5,2002,한글비석로 233,202312~202412,신규,-,,
64,서울특별시 노원구 월계동,383-19,383,19,(383-19),월세,15.15,202311,21,"1,000",50,3,2018,광운로 59,202401~202501,신규,-,,
65,서울특별시 노원구 상계동,693-2,693,2,(693-2),월세,31.15,202311,21,500,60,9,1993,상계로 55,202311~202411,신규,-,,
66,서울특별시 노원구 상계동,330-29,330,29,소담빌,월세,18.81,202311,20,500,55,2,2014,노해로85길 10-55,202312~202512,신규,-,,
67,서울특별시 노원구 월계동,379-17,379,17,모두스타빌,월세,18.24,202311,18,"2,000",53,4,2020,석계로18길 8,202402~202502,신규,-,,
68,서울특별시 노원구 중계동,506,506,0,-506,월세,51.3,202311,17,"1,000",100,3,2005,동일로203가길 29,202401~202601,신규,-,,
69,서울특별시 노원구 상계동,1258,1258,0,오피앙,월세,27.78,202311,15,500,55,10,2004,동일로 1701,202311~202511,신규,-,,
70,서울특별시 노원구 상계동,1262,1262,0,하이베라스,월세,36.29,202311,14,"2,000",55,6,2003,동일로 1689,202311~202411,신규,-,,
71,서울특별시 노원구 상계동,1258,1258,0,오피앙,월세,23.37,202311,14,500,47,8,2004,동일로 1701,202312~202412,신규,-,,
72,서울특별시 노원구 상계동,1262,1262,0,하이베라스,월세,39.29,202311,13,500,60,5,2003,동일로 1689,202311~202411,신규,-,,
73,서울특별시 노원구 상계동,1132-28,1132,28,수락네스트죤,월세,29.97,202311,13,"1,000",55,6,2003,동일로241길 44,202311~202511,신규,-,,
74,서울특별시 노원구 중계동,509-1,509,1,씨앤미,월세,47.75,202311,11,"1,000",85,5,2004,동일로204가길 34,202401~202501,신규,-,,
75,서울특별시 노원구 상계동,1258,1258,0,오피앙,월세,23.37,202311,11,500,45,12,2004,동일로 1701,202311~202411,신규,-,,
76,서울특별시 노원구 중계동,506,506,0,-506,월세,59.64,202311,10,"2,000",115,8,2005,동일로203가길 29,202312~202512,신규,-,,
77,서울특별시 노원구 상계동,1267,1267,0,토마토파르코,월세,36.77,202311,10,"1,000",65,10,2005,동일로 1700,202312~202412,신규,-,,
78,서울특별시 노원구 중계동,506,506,0,-506,전세,69.03,202311,9,"30,000",0,11,2005,동일로203가길 29,202401~202601,신규,-,,
79,서울특별시 노원구 중계동,506,506,0,-506,월세,41.68,202311,8,"1,000",85,7,2005,동일로203가길 29,202312~202512,신규,-,,
80,서울특별시 노원구 중계동,509-1,509,1,씨앤미,전세,50.35,202311,7,"18,000",0,5,2004,동일로204가길 34,202401~202601,신규,-,,
81,서울특별시 노원구 상계동,734-3,734,3,노빌리안골드,전세,27.58,202311,7,"12,000",0,7,2004,노해로 452,-,갱신,-,"12,000",0
82,서울특별시 노원구 월계동,383-19,383,19,(383-19),월세,14.4,202311,4,"1,000",50,3,2018,광운로 59,202401~202501,신규,-,,
83,서울특별시 노원구 상계동,693-2,693,2,(693-2),월세,29.63,202311,3,500,60,9,1993,상계로 55,202311~202511,신규,-,,
84,서울특별시 노원구 월계동,366-3,366,3,카펠라오피스텔,월세,30,202311,2,500,58,2,2003,광운로 86,202311~202411,신규,-,,
85,서울특별시 노원구 중계동,506,506,0,-506,전세,69.03,202311,2,"30,000",0,7,2005,동일로203가길 29,202312~202512,신규,-,,
86,서울특별시 노원구 중계동,506,506,0,-506,월세,51.3,202311,2,"2,000",150,10,2005,동일로203가길 29,202311~202511,신규,-,,
87,서울특별시 노원구 중계동,506,506,0,-506,전세,89.12,202311,1,"45,000",0,5,2005,동일로203가길 29,202312~202512,신규,-,,
88,서울특별시 노원구 상계동,706-2,706,2,노원역 보미더클래스 오피스텔,전세,29.26,202310,30,"22,000",0,17,2023,상계로 32,-,-,-,,
89,서울특별시 노원구 상계동,1258,1258,0,오피앙,월세,23.37,202310,28,500,45,15,2004,동일로 1701,202311~202411,신규,-,,
90,서울특별시 노원구 상계동,1262,1262,0,하이베라스,월세,39.29,202310,28,"1,000",60,6,2003,동일로 1689,202311~202411,신규,-,,
91,서울특별시 노원구 공릉동,383-7,383,7,NS1077,월세,25.65,202310,26,"1,000",50,7,2004,동일로 1077,202311~202411,신규,-,,
92,서울특별시 노원구 상계동,341-15,341,15,마블러스2,월세,32.6,202310,25,"1,000",60,6,2003,상계로 90,202310~202410,신규,-,,
93,서울특별시 노원구 상계동,341-5,341,5,큐비스트빌딩,월세,33.96,202310,25,"1,500",90,5,2013,상계로 84,202311~202410,신규,-,,
94,서울특별시 노원구 상계동,341-5,341,5,큐비스트빌딩,월세,33.96,202310,24,"1,500",90,5,2013,상계로 84,-,-,-,,
95,서울특별시 노원구 상계동,1262,1262,0,하이베라스,월세,41.44,202310,23,"1,000",60,8,2003,동일로 1689,202311~202511,신규,-,,
96,서울특별시 노원구 상계동,734-3,734,3,노빌리안골드,월세,27.58,202310,23,"1,000",55,12,2004,노해로 452,202310~202410,신규,-,,
97,서울특별시 노원구 상계동,706-2,706,2,노원역 보미더클래스 오피스텔,월세,18.96,202310,23,"1,000",74,15,2023,상계로 32,202310~202410,신규,-,,
98,서울특별시 노원구 중계동,506,506,0,-506,전세,80.96,202310,21,"37,000",0,4,2005,동일로203가길 29,202401~202601,갱신,-,"34,500",0
99,서울특별시 노원구 공릉동,670-11,670,11,로우폴리스,월세,29.07,202310,21,500,63,10,2004,화랑로 449-7,202310~202410,신규,-,,
100,서울특별시 노원구 중계동,509-1,509,1,씨앤미,월세,36.02,202310,19,"1,000",70,8,2004,동일로204가길 34,202311~202511,신규,-,,
101,서울특별시 노원구 상계동,1258,1258,0,오피앙,월세,23.37,202310,19,500,45,8,2004,동일로 1701,202310~202410,신규,-,,
102,서울특별시 노원구 상계동,706-2,706,2,노원역 보미더클래스 오피스텔,전세,29.26,202310,19,"22,000",0,4,2023,상계로 32,202311~202511,신규,-,,
103,서울특별시 노원구 상계동,330-29,330,29,소담빌,월세,18.81,202310,19,500,50,2,2014,노해로85길 10-55,202310~202410,신규,-,,
104,서울특별시 노원구 상계동,1267,1267,0,토마토파르코,전세,70.16,202310,18,"20,000",0,12,2005,동일로 1700,202311~202405,갱신,-,"20,000",0
105,서울특별시 노원구 상계동,1267,1267,0,토마토파르코,월세,36.77,202310,18,700,63,6,2005,동일로 1700,202310~202410,신규,-,,
106,서울특별시 노원구 중계동,509-1,509,1,씨앤미,월세,50.35,202310,17,"1,000",80,4,2004,동일로204가길 34,202311~202511,신규,-,,
107,서울특별시 노원구 상계동,1267,1267,0,토마토파르코,전세,36.77,202310,17,"14,000",0,4,2005,동일로 1700,202311~202511,신규,-,,
108,서울특별시 노원구 중계동,506,506,0,-506,전세,69.03,202310,16,"35,000",0,5,2005,동일로203가길 29,202402~202602,신규,-,,
109,서울특별시 노원구 중계동,506,506,0,-506,월세,72.55,202310,16,"5,000",110,13,2005,동일로203가길 29,202311~202511,신규,-,,
110,서울특별시 노원구 중계동,506,506,0,-506,월세,80.96,202310,15,"3,000",150,11,2005,동일로203가길 29,202311~202511,신규,-,,
111,서울특별시 노원구 상계동,1132-28,1132,28,수락네스트죤,월세,31.99,202310,14,500,55,7,2003,동일로241길 44,202310~202410,신규,-,,
112,서울특별시 노원구 월계동,366-3,366,3,카펠라오피스텔,월세,30,202310,14,"2,000",40,4,2003,광운로 86,202311~202410,신규,-,,
113,서울특별시 노원구 상계동,1267,1267,0,토마토파르코,전세,36.77,202310,12,"14,000",0,7,2005,동일로 1700,202310~202510,갱신,-,"14,000",0
114,서울특별시 노원구 상계동,1262,1262,0,하이베라스,전세,41.44,202310,12,"13,000",0,4,2003,동일로 1689,202311~202511,신규,-,,
115,서울특별시 노원구 상계동,341-15,341,15,마블러스2,월세,32.6,202310,11,"1,000",57,6,2003,상계로 90,202311~202411,신규,-,,
116,서울특별시 노원구 상계동,706-2,706,2,노원역 보미더클래스 오피스텔,전세,29.26,202310,11,"21,000",0,16,2023,상계로 32,202310~202510,신규,-,,
117,서울특별시 노원구 상계동,1258,1258,0,오피앙,월세,23.37,202310,11,500,45,5,2004,동일로 1701,202310~202410,신규,-,,
118,서울특별시 노원구 중계동,506,506,0,-506,월세,72.55,202310,11,"3,000",130,8,2005,동일로203가길 29,202311~202511,신규,-,,
119,서울특별시 노원구 중계동,509-1,509,1,씨앤미,월세,50.35,202310,10,"1,000",85,4,2004,동일로204가길 34,202312~202411,신규,-,,
120,서울특별시 노원구 중계동,506,506,0,-506,월세,41.68,202310,10,"1,000",75,6,2005,동일로203가길 29,202310~202510,신규,-,,
121,서울특별시 노원구 상계동,1267,1267,0,토마토파르코,월세,36.77,202310,9,"1,000",70,7,2005,동일로 1700,202310~202510,신규,-,,
122,서울특별시 노원구 상계동,1267,1267,0,토마토파르코,월세,31.07,202310,7,500,60,3,2005,동일로 1700,202310~202410,신규,-,,
123,서울특별시 노원구 상계동,1262,1262,0,하이베라스,월세,36.29,202310,4,500,60,6,2003,동일로 1689,202310~202410,신규,-,,
124,서울특별시 노원구 상계동,1258,1258,0,오피앙,월세,23.37,202310,2,500,45,10,2004,동일로 1701,202310~202410,신규,-,,
125,서울특별시 노원구 상계동,1258,1258,0,오피앙,월세,23.37,202309,26,500,48,5,2004,동일로 1701,202310~202410,신규,-,,
126,서울특별시 노원구 중계동,509-1,509,1,씨앤미,월세,59,202309,25,"10,000",50,7,2004,동일로204가길 34,202311~202511,신규,-,,
127,서울특별시 노원구 상계동,734-3,734,3,노빌리안골드,월세,26.64,202309,25,"1,000",50,12,2004,노해로 452,202311~202511,신규,-,,
128,서울특별시 노원구 상계동,1258,1258,0,오피앙,월세,23.37,202309,24,500,46,15,2004,동일로 1701,202309~202409,갱신,-,500,48
129,서울특별시 노원구 상계동,1267,1267,0,토마토파르코,월세,32.97,202309,23,500,65,8,2005,동일로 1700,202309~202409,신규,-,,
130,서울특별시 노원구 상계동,1258,1258,0,오피앙,월세,23.37,202309,23,"1,000",45,5,2004,동일로 1701,202311~202511,신규,-,,
131,서울특별시 노원구 상계동,1262,1262,0,하이베라스,월세,41.35,202309,23,"1,500",50,5,2003,동일로 1689,202310~202410,신규,-,,
132,서울특별시 노원구 중계동,506,506,0,-506,월세,51.3,202309,22,"2,000",89,11,2005,동일로203가길 29,202310~202410,신규,-,,
133,서울특별시 노원구 상계동,1258,1258,0,오피앙,월세,23.37,202309,19,500,45,10,2004,동일로 1701,202310~202410,신규,-,,
134,서울특별시 노원구 상계동,706-2,706,2,노원역 보미더클래스 오피스텔,월세,18.96,202309,19,"1,000",75,5,2023,상계로 32,202309~202509,신규,-,,
135,서울특별시 노원구 상계동,1267,1267,0,토마토파르코,월세,72.76,202309,16,"5,000",95,14,2005,동일로 1700,202309~202509,신규,-,,
136,서울특별시 노원구 상계동,1258,1258,0,오피앙,월세,27.78,202309,15,"9,000",10,6,2004,동일로 1701,202310~202410,신규,-,,
137,서울특별시 노원구 상계동,341-7,341,7,마블러스1,월세,25.53,202309,15,500,65,9,2003,상계로 90,202309~202409,신규,-,,
138,서울특별시 노원구 상계동,706-2,706,2,노원역 보미더클래스 오피스텔,전세,18.96,202309,14,"16,000",0,18,2023,상계로 32,202310~202410,신규,-,,
139,서울특별시 노원구 상계동,1262,1262,0,하이베라스,월세,37.57,202309,14,500,60,6,2003,동일로 1689,202310~202410,신규,-,,
140,서울특별시 노원구 상계동,1258,1258,0,오피앙,월세,23.37,202309,13,500,45,9,2004,동일로 1701,202309~202409,신규,-,,
141,서울특별시 노원구 중계동,509-1,509,1,씨앤미,월세,50.35,202309,9,"1,000",90,7,2004,동일로204가길 34,202310~202409,신규,-,,
142,서울특별시 노원구 상계동,1267,1267,0,토마토파르코,월세,36.77,202309,7,"3,000",50,5,2005,동일로 1700,202310~202410,신규,-,,
143,서울특별시 노원구 상계동,341-5,341,5,큐비스트빌딩,월세,17.61,202309,6,500,49,5,2013,상계로 84,202309~202409,신규,-,,
144,서울특별시 노원구 상계동,693-2,693,2,(693-2),월세,31.15,202309,5,500,65,10,1993,상계로 55,202309~202409,신규,-,,
145,서울특별시 노원구 상계동,1258,1258,0,오피앙,월세,23.37,202309,4,500,48,7,2004,동일로 1701,202309~202509,신규,-,,
146,서울특별시 노원구 공릉동,670-11,670,11,로우폴리스,월세,22.99,202309,2,"1,000",45,8,2004,화랑로 449-7,202309~202409,신규,-,,
147,서울특별시 노원구 상계동,341-7,341,7,마블러스1,월세,25.53,202309,2,"1,000",55,8,2003,상계로 90,202309~202409,신규,-,,
148,서울특별시 노원구 상계동,1262,1262,0,하이베라스,월세,39.29,202309,1,"1,000",60,7,2003,동일로 1689,202309~202409,신규,-,,
149,서울특별시 노원구 공릉동,383-12,383,12,건양오피스텔,월세,17.98,202308,30,"1,000",40,4,2012,동일로191가길 6,202309~202509,신규,-,,
150,서울특별시 노원구 상계동,1258,1258,0,오피앙,월세,23.37,202308,28,500,44,6,2004,동일로 1701,-,-,-,,
151,서울특별시 노원구 상계동,1258,1258,0,오피앙,월세,23.37,202308,28,500,45,6,2004,동일로 1701,202309~202409,신규,-,,
152,서울특별시 노원구 상계동,1258,1258,0,오피앙,월세,23.37,202308,26,500,45,4,2004,동일로 1701,202308~202408,신규,-,,
153,서울특별시 노원구 중계동,506,506,0,-506,전세,80.96,202308,25,"31,000",0,4,2005,동일로203가길 29,202310~202510,갱신,사용,"31,000",0
154,서울특별시 노원구 월계동,366-3,366,3,카펠라오피스텔,월세,30,202308,25,"1,000",50,7,2003,광운로 86,202309~202409,신규,-,,
155,서울특별시 노원구 공릉동,653-5,653,5,엘네스트빌 오피스텔,월세,22.8,202308,24,"1,000",52,5,2003,화랑로 465,202308~202408,신규,-,,
156,서울특별시 노원구 상계동,1258,1258,0,오피앙,월세,23.37,202308,23,500,50,9,2004,동일로 1701,202308~202402,신규,-,,
157,서울특별시 노원구 상계동,693-2,693,2,(693-2),전세,29.68,202308,23,"12,000",0,10,1993,상계로 55,202309~202509,신규,-,,
158,서울특별시 노원구 상계동,1267,1267,0,토마토파르코,월세,36.77,202308,23,"1,000",70,3,2005,동일로 1700,202309~202409,신규,-,,
159,서울특별시 노원구 중계동,506,506,0,-506,월세,51.3,202308,22,500,110,10,2005,동일로203가길 29,202309~202403,신규,-,,
160,서울특별시 노원구 상계동,341-5,341,5,큐비스트빌딩,월세,17.28,202308,22,500,49,5,2013,상계로 84,202308~202408,신규,-,,
161,서울특별시 노원구 상계동,1258,1258,0,오피앙,월세,23.37,202308,22,500,47,14,2004,동일로 1701,202308~202408,신규,-,,
162,서울특별시 노원구 상계동,1258,1258,0,오피앙,월세,23.37,202308,21,500,45,8,2004,동일로 1701,202309~202409,신규,-,,
163,서울특별시 노원구 중계동,506,506,0,-506,월세,69.03,202308,18,"2,000",120,4,2005,동일로203가길 29,202311~202511,신규,-,,
164,서울특별시 노원구 공릉동,683-20,683,20,진주오피스텔,월세,42.05,202308,16,"2,000",85,5,2004,화랑로 425-3,202308~202408,신규,-,,
165,서울특별시 노원구 상계동,734-3,734,3,노빌리안골드,월세,26.64,202308,15,500,60,13,2004,노해로 452,202308~202508,신규,-,,
166,서울특별시 노원구 상계동,1258,1258,0,오피앙,전세,23.37,202308,15,"9,700",0,12,2004,동일로 1701,202309~202409,신규,-,,
167,서울특별시 노원구 공릉동,383-12,383,12,건양오피스텔,월세,16.02,202308,14,"3,500",30,5,2012,동일로191가길 6,-,-,-,,
168,서울특별시 노원구 상계동,1262,1262,0,하이베라스,전세,41.35,202308,14,"13,500",0,3,2003,동일로 1689,202309~202509,신규,-,,
169,서울특별시 노원구 상계동,1267,1267,0,토마토파르코,월세,36.77,202308,12,"1,000",70,8,2005,동일로 1700,202309~202408,신규,-,,
170,서울특별시 노원구 월계동,366-3,366,3,카펠라오피스텔,월세,30,202308,12,500,55,6,2003,광운로 86,202308~202408,신규,-,,
171,서울특별시 노원구 공릉동,670-11,670,11,로우폴리스,월세,22.08,202308,11,500,50,9,2004,화랑로 449-7,202308~202408,신규,-,,
172,서울특별시 노원구 상계동,1258,1258,0,오피앙,월세,23.37,202308,10,500,45,6,2004,동일로 1701,202308~202408,신규,-,,
173,서울특별시 노원구 상계동,1258,1258,0,오피앙,전세,23.37,202308,10,"9,000",0,15,2004,동일로 1701,202308~202408,신규,-,,
174,서울특별시 노원구 중계동,509-1,509,1,씨앤미,전세,50.35,202308,8,"18,000",0,8,2004,동일로204가길 34,202309~202509,신규,-,,
175,서울특별시 노원구 상계동,693-2,693,2,(693-2),월세,26.15,202308,5,500,65,7,1993,상계로 55,202308~202508,신규,-,,
176,서울특별시 노원구 공릉동,683-20,683,20,진주오피스텔,월세,37.8,202308,5,"2,000",75,2,2004,화랑로 425-3,202308~202408,신규,-,,
177,서울특별시 노원구 상계동,693-2,693,2,(693-2),월세,31.07,202308,3,"13,000",15,7,1993,상계로 55,202308~202508,신규,-,,
178,서울특별시 노원구 상계동,1132-28,1132,28,수락네스트죤,월세,29.97,202308,3,"12,000",10,4,2003,동일로241길 44,202309~202509,-,-,,
179,서울특별시 노원구 상계동,1258,1258,0,오피앙,월세,27.78,202308,3,500,55,4,2004,동일로 1701,202308~202608,신규,-,,
180,서울특별시 노원구 상계동,1267,1267,0,토마토파르코,월세,36.77,202308,2,"1,000",60,4,2005,동일로 1700,202309~202409,신규,-,,
181,서울특별시 노원구 상계동,341-7,341,7,마블러스1,월세,25.53,202308,2,"1,000",60,9,2003,상계로 90,202309~202409,신규,-,,
182,서울특별시 노원구 상계동,1131-12,1131,12,(1131-12),월세,23.09,202308,2,"2,000",40,3,2012,동일로246길 26,202310~202510,신규,-,,
183,서울특별시 노원구 상계동,1258,1258,0,오피앙,월세,27.78,202308,1,500,55,7,2004,동일로 1701,202308~202508,신규,-,,
184,서울특별시 노원구 중계동,360-12,360,12,새롬스타빌,월세,27.26,202308,1,500,35,5,2002,한글비석로 233,202309~202409,신규,-,,
185,서울특별시 노원구 상계동,1258,1258,0,오피앙,월세,23.37,202308,1,500,45,6,2004,동일로 1701,202308~202408,신규,-,,
