NO,시군구,번지,본번,부번,단지명,전월세구분,전용면적(㎡),계약년월,계약일,보증금(만원),월세금(만원),층,건축년도,도로명,계약기간,계약구분,갱신요구권 사용,종전계약 보증금(만원),종전계약 월세(만원)
47,서울특별시 노원구 상계동,1258,1258,0,오피앙,월세,23.37,202407,10,500,47,12,2004,동일로 1701,202407~202507,신규,-,,
48,서울특별시 노원구 공릉동,683-20,683,20,진주오피스텔,월세,35.9,202407,8,"2,000",75,5,2004,화랑로 425-3,202407~202507,신규,-,,
49,서울특별시 노원구 상계동,341-7,341,7,마블러스1,월세,25.53,202407,8,"1,000",55,5,2003,상계로 90,202407~202507,신규,-,,
50,서울특별시 노원구 상계동,706-2,706,2,노원역 보미더클래스 오피스텔,월세,29.26,202407,8,"2,000",110,10,2023,상계로 32,202407~202507,신규,-,,
51,서울특별시 노원구 상계동,1258,1258,0,오피앙,월세,23.37,202407,8,500,50,10,2004,동일로 1701,202407~202507,신규,-,,
52,서울특별시 노원구 상계동,1262,1262,0,하이베라스,월세,37.57,202407,3,"1,000",29,4,2003,동일로 1689,202407~202507,신규,-,,
53,서울특별시 노원구 상계동,1258,1258,0,오피앙,월세,23.37,202407,3,"3,000",40,13,2004,동일로 1701,202408~202508,신규,-,,
54,서울특별시 노원구 월계동,379-17,379,17,모두스타빌,월세,18.24,202407,3,"1,000",57,4,2020,석계로18길 8,202408~202508,신규,-,,
55,서울특별시 노원구 상계동,1262,1262,0,하이베라스,월세,41.35,202407,2,"2,000",55,7,2003,동일로 1689,202407~202607,신규,-,,
56,서울특별시 노원구 월계동,366-3,366,3,카펠라오피스텔,월세,30,202407,2,500,60,7,2003,광운로 86,202407~202601,신규,-,,
57,서울특별시 노원구 상계동,734-3,734,3,노빌리안골드,월세,33.77,202406,28,"1,000",60,14,2004,노해로 452,202407~202507,신규,-,,
58,서울특별시 노원구 상계동,1258,1258,0,오피앙,전세,23.37,202406,27,"9,300",0,15,2004,동일로 1701,202408~202608,신규,-,,
59,서울특별시 노원구 월계동,366-3,366,3,카펠라오피스텔,월세,30,202406,27,500,60,4,2003,광운로 86,202407~202507,신규,-,,
60,서울특별시 노원구 상계동,706-2,706,2,노원역 보미더클래스 오피스텔,월세,18.96,202406,27,"1,000",83,10,2023,상계로 32,202408~202608,신규,-,,
61,서울특별시 노원구 상계동,706-2,706,2,노원역 보미더클래스 오피스텔,월세,18.96,202406,27,"1,000",74,10,2023,상계로 32,202408~202608,신규,-,,
62,서울특별시 노원구 상계동,1258,1258,0,오피앙,전세,23.37,202406,27,"8,775",0,15,2004,동일로 1701,202408~202608,신규,-,,
63,서울특별시 노원구 월계동,379-17,379,17,모두스타빌,월세,18.24,202406,26,500,59,3,2020,석계로18길 8,202408~202602,신규,-,,
64,서울특별시 노원구 중계동,506,506,0,-506,전세,72.45,202406,26,"39,000",0,6,2005,동일로203가길 29,202409~202609,신규,-,,
65,서울특별시 노원구 상계동,1258,1258,0,오피앙,월세,27.78,202406,26,500,55,13,2004,동일로 1701,202408~202508,신규,-,,
66,서울특별시 노원구 중계동,506,506,0,-506,전세,72.45,202406,25,"38,000",0,8,2005,동일로203가길 29,202408~202608,신규,-,,
67,서울특별시 노원구 중계동,509-1,509,1,씨앤미,월세,50.35,202406,24,"1,000",85,7,2004,동일로204가길 34,202407~202607,신규,-,,
68,서울특별시 노원구 공릉동,383-12,383,12,건양오피스텔,전세,17.14,202406,22,"10,000",0,5,2012,동일로191가길 6,202407~202607,신규,-,,
69,서울특별시 노원구 상계동,341-7,341,7,마블러스1,전세,25.53,202406,21,"10,260",0,6,2003,상계로 90,202406~202606,갱신,-,"11,550",0
70,서울특별시 노원구 중계동,143,143,0,우암에이스타워,월세,33.06,202406,21,500,55,5,2003,덕릉로 699,202408~202608,신규,-,,
71,서울특별시 노원구 상계동,1262,1262,0,하이베라스,전세,38.28,202406,19,"13,500",0,7,2003,동일로 1689,202407~202607,신규,-,,
72,서울특별시 노원구 중계동,506,506,0,-506,월세,93.37,202406,18,"5,000",160,13,2005,동일로203가길 29,202406~202606,갱신,-,"5,000",160
73,서울특별시 노원구 상계동,1267,1267,0,토마토파르코,월세,36.77,202406,17,"1,000",65,8,2005,동일로 1700,202407~202607,신규,-,,
74,서울특별시 노원구 상계동,1258,1258,0,오피앙,월세,23.37,202406,17,500,50,13,2004,동일로 1701,202406~202506,신규,-,,
75,서울특별시 노원구 월계동,366-3,366,3,카펠라오피스텔,전세,30,202406,17,"11,000",0,5,2003,광운로 86,202407~202607,신규,-,,
76,서울특별시 노원구 상계동,1262,1262,0,하이베라스,월세,39.29,202406,14,500,60,4,2003,동일로 1689,202406~202506,신규,-,,
77,서울특별시 노원구 공릉동,653-5,653,5,엘네스트빌 오피스텔,월세,22.8,202406,13,"1,000",65,6,2003,화랑로 465,202406~202606,신규,-,,
78,서울특별시 노원구 상계동,1262,1262,0,하이베라스,전세,41.35,202406,11,"12,600",0,3,2003,동일로 1689,202406~202606,갱신,사용,"12,000",0
79,서울특별시 노원구 중계동,506,506,0,-506,전세,72.45,202406,11,"31,000",0,5,2005,동일로203가길 29,202408~202608,신규,-,,
80,서울특별시 노원구 상계동,1262,1262,0,하이베라스,월세,41.35,202406,10,"1,000",60,9,2003,동일로 1689,202406~202506,신규,-,,
81,서울특별시 노원구 상계동,1262,1262,0,하이베라스,월세,37.57,202406,10,"1,000",55,3,2003,동일로 1689,202406~202506,신규,-,,
82,서울특별시 노원구 상계동,1258,1258,0,오피앙,월세,23.37,202406,7,"2,000",35,7,2004,동일로 1701,202406~202506,신규,-,,
83,서울특별시 노원구 상계동,1258,1258,0,오피앙,월세,23.37,202406,6,500,47,13,2004,동일로 1701,202406~202506,신규,-,,
84,서울특별시 노원구 공릉동,683-20,683,20,진주오피스텔,월세,41.25,202406,4,"2,000",70,9,2004,화랑로 425-3,202406~202606,신규,-,,
85,서울특별시 노원구 상계동,1267,1267,0,토마토파르코,전세,36.77,202406,3,"13,500",0,6,2005,동일로 1700,202406~202606,신규,-,,
86,서울특별시 노원구 중계동,506,506,0,-506,전세,72.45,202406,3,"36,000",0,4,2005,동일로203가길 29,202409~202609,신규,-,,
87,서울특별시 노원구 상계동,1262,1262,0,하이베라스,월세,39.29,202405,31,"2,000",55,5,2003,동일로 1689,202406~202506,신규,-,,
88,서울특별시 노원구 중계동,509-1,509,1,씨앤미,월세,34.67,202405,31,"1,000",68,5,2004,동일로204가길 34,202407~202607,신규,-,,
89,서울특별시 노원구 상계동,706-2,706,2,노원역 보미더클래스 오피스텔,전세,18.96,202405,30,"17,000",0,10,2023,상계로 32,202406~202606,신규,-,,
90,서울특별시 노원구 상계동,1267,1267,0,토마토파르코,월세,36.77,202405,29,"2,000",65,6,2005,동일로 1700,202406~202605,신규,-,,
91,서울특별시 노원구 상계동,693-2,693,2,(693-2),월세,26.15,202405,28,"10,600",9,10,1993,상계로 55,202406~202606,신규,-,,
92,서울특별시 노원구 상계동,1262,1262,0,하이베라스,전세,36.29,202405,28,"13,500",0,5,2003,동일로 1689,202408~202508,갱신,-,"13,500",0
93,서울특별시 노원구 중계동,509-1,509,1,씨앤미,월세,50.35,202405,28,"1,000",85,5,2004,동일로204가길 34,202406~202606,신규,-,,
94,서울특별시 노원구 중계동,360-12,360,12,새롬스타빌,월세,27.26,202405,28,500,60,2,2002,한글비석로 233,202407~202507,신규,-,,
95,서울특별시 노원구 상계동,706-2,706,2,노원역 보미더클래스 오피스텔,전세,29.26,202405,28,"23,000",0,4,2023,상계로 32,202406~202606,신규,-,,
96,서울특별시 노원구 상계동,349-26,349,26,(349-26),월세,35.48,202405,28,500,50,4,2003,노해로85길 10-33,202406~202606,갱신,-,100,50
97,서울특별시 노원구 하계동,256-13,256,13,삼정 이오니아,월세,26.91,202405,26,"1,000",55,8,2003,노원로 248,202406~202506,갱신,-,"1,000",53
98,서울특별시 노원구 상계동,1258,1258,0,오피앙,월세,23.37,202405,24,500,47,9,2004,동일로 1701,202406~202506,신규,-,,
99,서울특별시 노원구 공릉동,568-7,568,7,두보팰리스,월세,17.4,202405,21,"1,500",45,3,2019,동일로 1037,202405~202505,신규,-,,
100,서울특별시 노원구 상계동,1262,1262,0,하이베라스,월세,41.35,202405,21,500,60,9,2003,동일로 1689,202406~202506,신규,-,,
101,서울특별시 노원구 상계동,1267,1267,0,토마토파르코,월세,36.77,202405,21,"2,000",60,9,2005,동일로 1700,202405~202505,신규,-,,
102,서울특별시 노원구 상계동,1262,1262,0,하이베라스,전세,39.29,202405,20,"13,000",0,9,2003,동일로 1689,202406~202606,신규,-,,
103,서울특별시 노원구 상계동,1262,1262,0,하이베라스,월세,37.57,202405,20,"1,000",60,4,2003,동일로 1689,202405~202505,신규,-,,
104,서울특별시 노원구 중계동,509-1,509,1,씨앤미,월세,47.75,202405,18,"10,000",50,5,2004,동일로204가길 34,202406~202606,신규,-,,
105,서울특별시 노원구 공릉동,383-7,383,7,NS1077,월세,34.71,202405,17,"1,000",75,7,2004,동일로 1077,202405~202505,신규,-,,
106,서울특별시 노원구 공릉동,383-7,383,7,NS1077,월세,25.65,202405,17,"1,000",50,5,2004,동일로 1077,202406~202506,신규,-,,
107,서울특별시 노원구 중계동,360-12,360,12,새롬스타빌,월세,27.26,202405,17,500,50,5,2002,한글비석로 233,202406~202505,신규,-,,
108,서울특별시 노원구 상계동,1262,1262,0,하이베라스,전세,41.44,202405,16,"14,000",0,5,2003,동일로 1689,202406~202606,신규,-,,
109,서울특별시 노원구 중계동,506,506,0,-506,전세,72.45,202405,14,"40,000",0,9,2005,동일로203가길 29,202407~202607,갱신,-,"45,000",0
110,서울특별시 노원구 상계동,1117-6,1117,6,쁘네 더 퍼스트,월세,54.66,202405,14,"1,000",50,3,2022,동일로242가길 30-4,202407~202607,신규,-,,
111,서울특별시 노원구 상계동,1258,1258,0,오피앙,전세,23.37,202405,11,"8,700",0,11,2004,동일로 1701,202406~202606,신규,-,,
112,서울특별시 노원구 상계동,1258,1258,0,오피앙,월세,23.37,202405,10,"1,000",45,4,2004,동일로 1701,202405~202605,신규,-,,
113,서울특별시 노원구 상계동,1267,1267,0,토마토파르코,월세,36.77,202405,8,"1,000",70,8,2005,동일로 1700,202405~202505,신규,-,,
114,서울특별시 노원구 상계동,1258,1258,0,오피앙,월세,23.37,202405,7,500,48,8,2004,동일로 1701,202405~202505,신규,-,,
115,서울특별시 노원구 상계동,1262,1262,0,하이베라스,월세,36.29,202405,7,500,60,8,2003,동일로 1689,202406~202506,신규,-,,
116,서울특별시 노원구 상계동,1258,1258,0,오피앙,월세,23.37,202405,6,"1,000",50,14,2004,동일로 1701,202405~202505,신규,-,,
117,서울특별시 노원구 중계동,506,506,0,-506,월세,93.37,202405,4,"5,000",160,12,2005,동일로203가길 29,202405~202605,신규,-,,
118,서울특별시 노원구 중계동,506,506,0,-506,월세,93.37,202405,3,"28,000",60,10,2005,동일로203가길 29,202407~202607,신규,-,,
119,서울특별시 노원구 상계동,1258,1258,0,오피앙,월세,23.37,202405,3,500,48,13,2004,동일로 1701,202405~202505,신규,-,,
120,서울특별시 노원구 상계동,1267,1267,0,토마토파르코,월세,36.77,202405,1,"1,000",65,6,2005,동일로 1700,202405~202505,신규,-,,
121,서울특별시 노원구 상계동,1267,1267,0,토마토파르코,월세,32.97,202404,30,"1,000",60,9,2005,동일로 1700,202405~202505,신규,-,,
122,서울특별시 노원구 중계동,506,506,0,-506,월세,93.37,202404,28,"25,000",100,7,2005,동일로203가길 29,202404~202604,갱신,-,"25,000",100
123,서울특별시 노원구 공릉동,568-7,568,7,두보팰리스,월세,17.4,202404,27,"1,000",50,4,2019,동일로 1037,202405~202605,신규,-,,
124,서울특별시 노원구 상계동,706-2,706,2,노원역 보미더클래스 오피스텔,월세,18.96,202404,27,"4,000",49,19,2023,상계로 32,202405~202505,신규,-,,
125,서울특별시 노원구 공릉동,670-11,670,11,로우폴리스,월세,22.08,202404,26,500,50,9,2004,화랑로 449-7,202405~202505,신규,-,,
126,서울특별시 노원구 중계동,506,506,0,-506,전세,69.03,202404,26,"30,900",0,8,2005,동일로203가길 29,202405~202605,갱신,-,"29,400",0
127,서울특별시 노원구 중계동,506,506,0,-506,월세,69.03,202404,25,"5,000",120,4,2005,동일로203가길 29,202407~202607,신규,-,,
128,서울특별시 노원구 중계동,360-12,360,12,새롬스타빌,월세,21.55,202404,24,500,50,2,2002,한글비석로 233,202405~202505,신규,-,,
129,서울특별시 노원구 상계동,1258,1258,0,오피앙,월세,23.37,202404,24,500,47,9,2004,동일로 1701,202405~202505,신규,-,,
130,서울특별시 노원구 상계동,1258,1258,0,오피앙,월세,23.37,202404,24,500,47,11,2004,동일로 1701,202405~202505,신규,-,,
131,서울특별시 노원구 상계동,706-2,706,2,노원역 보미더클래스 오피스텔,월세,29.26,202404,23,"2,000",105,11,2023,상계로 32,202405~202504,갱신,-,"2,000",100
132,서울특별시 노원구 상계동,706-2,706,2,노원역 보미더클래스 오피스텔,월세,29.26,202404,23,"2,000",105,11,2023,상계로 32,202405~202504,갱신,-,"2,000",100
133,서울특별시 노원구 중계동,506,506,0,-506,월세,83.62,202404,22,"31,500",45,7,2005,동일로203가길 29,202404~202604,갱신,사용,"31,500",40
134,서울특별시 노원구 상계동,341-7,341,7,마블러스1,월세,25.53,202404,22,"1,000",60,9,2003,상계로 90,202406~202506,신규,-,,
135,서울특별시 노원구 상계동,1267,1267,0,토마토파르코,전세,36.77,202404,22,"13,500",0,5,2005,동일로 1700,202406~202606,신규,-,,
136,서울특별시 노원구 상계동,1258,1258,0,오피앙,월세,23.37,202404,22,"3,500",30,8,2004,동일로 1701,202405~202605,신규,-,,
137,서울특별시 노원구 공릉동,383-7,383,7,NS1077,월세,25.65,202404,19,"1,000",50,8,2004,동일로 1077,202404~202504,신규,-,,
138,서울특별시 노원구 공릉동,684-16,684,16,도균빌딩,전세,19.94,202404,19,"11,000",0,3,2016,섬밭로 2,202403~202603,갱신,-,"11,000",10
139,서울특별시 노원구 중계동,360-12,360,12,새롬스타빌,월세,22.2,202404,19,500,35,7,2002,한글비석로 233,202405~202505,신규,-,,
140,서울특별시 노원구 상계동,1258,1258,0,오피앙,월세,23.37,202404,17,"1,000",45,12,2004,동일로 1701,202403~202503,갱신,-,"1,000",45
141,서울특별시 노원구 중계동,506,506,0,-506,월세,51.3,202404,15,"2,000",100,9,2005,동일로203가길 29,202406~202606,신규,-,,
142,서울특별시 노원구 상계동,1258,1258,0,오피앙,월세,23.37,202404,15,500,47,9,2004,동일로 1701,202404~202504,신규,-,,
143,서울특별시 노원구 상계동,1258,1258,0,오피앙,월세,23.37,202404,13,500,50,15,2004,동일로 1701,202405~202505,신규,-,,
144,서울특별시 노원구 상계동,1258,1258,0,오피앙,월세,23.37,202404,13,500,50,7,2004,동일로 1701,202405~202505,신규,-,,
145,서울특별시 노원구 상계동,1262,1262,0,하이베라스,월세,41.35,202404,12,"1,000",60,9,2003,동일로 1689,202406~202506,신규,-,,
146,서울특별시 노원구 중계동,360-12,360,12,새롬스타빌,월세,28.2,202404,12,500,60,5,2002,한글비석로 233,202404~202504,신규,-,,
147,서울특별시 노원구 상계동,1267,1267,0,토마토파르코,월세,36.77,202404,10,500,70,7,2005,동일로 1700,202405~202505,신규,-,,
148,서울특별시 노원구 중계동,506,506,0,-506,월세,41.68,202404,10,"1,000",75,9,2005,동일로203가길 29,202404~202504,신규,-,,
149,서울특별시 노원구 상계동,1132-28,1132,28,수락네스트죤,월세,31.99,202404,9,"7,000",20,6,2003,동일로241길 44,202405~202605,신규,-,,
150,서울특별시 노원구 상계동,706-2,706,2,노원역 보미더클래스 오피스텔,전세,29.26,202404,9,"24,000",0,13,2023,상계로 32,202405~202605,신규,-,,
151,서울특별시 노원구 중계동,506,506,0,-506,전세,69.03,202404,5,"33,000",0,11,2005,동일로203가길 29,202404~202604,신규,-,,
152,서울특별시 노원구 상계동,1258,1258,0,오피앙,월세,23.37,202404,5,500,50,13,2004,동일로 1701,202404~202504,신규,-,,
153,서울특별시 노원구 상계동,1267,1267,0,토마토파르코,월세,36.77,202404,5,"1,000",65,9,2005,동일로 1700,202404~202504,신규,-,,
154,서울특별시 노원구 상계동,1258,1258,0,오피앙,월세,27.78,202404,3,"1,000",50,13,2004,동일로 1701,202405~202605,신규,-,,
155,서울특별시 노원구 상계동,1262,1262,0,하이베라스,월세,41.35,202404,3,300,60,9,2003,동일로 1689,202404~202504,신규,-,,
156,서울특별시 노원구 중계동,506,506,0,-506,전세,89.12,202404,2,"48,000",0,9,2005,동일로203가길 29,202405~202605,신규,-,,
157,서울특별시 노원구 중계동,360-12,360,12,새롬스타빌,월세,21.55,202404,2,500,55,4,2002,한글비석로 233,202406~202506,신규,-,,
158,서울특별시 노원구 월계동,383-19,383,19,(383-19),월세,15.15,202404,1,"1,000",50,7,2018,광운로 59,202404~202501,신규,-,,
159,서울특별시 노원구 중계동,506,506,0,-506,월세,41.68,202403,30,"1,000",75,5,2005,동일로203가길 29,202404~202604,신규,-,,
160,서울특별시 노원구 상계동,1258,1258,0,오피앙,월세,23.37,202403,29,500,50,13,2004,동일로 1701,202403~202503,신규,-,,
161,서울특별시 노원구 중계동,506,506,0,-506,전세,69.03,202403,29,"30,000",0,8,2005,동일로203가길 29,202406~202606,신규,-,,
162,서울특별시 노원구 상계동,1258,1258,0,오피앙,월세,23.37,202403,27,500,48,6,2004,동일로 1701,202403~202503,신규,-,,
163,서울특별시 노원구 공릉동,653-5,653,5,엘네스트빌 오피스텔,월세,22.8,202403,27,500,50,5,2003,화랑로 465,202404~202504,신규,-,,
164,서울특별시 노원구 중계동,509-1,509,1,씨앤미,월세,50.35,202403,26,"1,000",85,7,2004,동일로204가길 34,202405~202605,신규,-,,
165,서울특별시 노원구 중계동,506,506,0,-506,전세,80.96,202403,26,"44,000",0,11,2005,동일로203가길 29,202403~202603,갱신,사용,"47,000",0
166,서울특별시 노원구 상계동,1258,1258,0,오피앙,월세,23.37,202403,25,500,45,9,2004,동일로 1701,202403~202503,갱신,-,500,45
167,서울특별시 노원구 상계동,1258,1258,0,오피앙,월세,23.37,202403,25,500,50,13,2004,동일로 1701,202404~202504,신규,-,,
168,서울특별시 노원구 중계동,506,506,0,-506,전세,51.3,202403,25,"30,000",0,5,2005,동일로203가길 29,202403~202603,신규,-,,
169,서울특별시 노원구 상계동,706-2,706,2,노원역 보미더클래스 오피스텔,월세,18.96,202403,25,"1,000",67,15,2023,상계로 32,202404~202504,신규,-,,
170,서울특별시 노원구 상계동,693-2,693,2,(693-2),월세,29.63,202403,23,"1,000",60,10,1993,상계로 55,202403~202503,신규,-,,
171,서울특별시 노원구 중계동,506,506,0,-506,전세,51.3,202403,22,"24,000",0,5,2005,동일로203가길 29,202406~202606,신규,-,,
172,서울특별시 노원구 상계동,1267,1267,0,토마토파르코,월세,36.77,202403,22,"1,000",65,11,2005,동일로 1700,202403~202503,신규,-,,
173,서울특별시 노원구 상계동,706-2,706,2,노원역 보미더클래스 오피스텔,전세,18.96,202403,21,"16,000",0,20,2023,상계로 32,202405~202605,신규,-,,
174,서울특별시 노원구 월계동,366-3,366,3,카펠라오피스텔,월세,30,202403,18,"1,000",55,4,2003,광운로 86,202404~202504,신규,-,,
175,서울특별시 노원구 상계동,1267,1267,0,토마토파르코,월세,36.77,202403,16,"1,000",65,7,2005,동일로 1700,202403~202603,신규,-,,
176,서울특별시 노원구 상계동,1132-28,1132,28,수락네스트죤,월세,29.97,202403,14,"1,000",45,5,2003,동일로241길 44,202404~202504,신규,-,,
177,서울특별시 노원구 상계동,734-3,734,3,노빌리안골드,월세,27.72,202403,14,500,55,12,2004,노해로 452,202404~202504,신규,-,,
178,서울특별시 노원구 상계동,341-15,341,15,마블러스2,월세,32.6,202403,13,"1,000",60,6,2003,상계로 90,202403~202503,신규,-,,
179,서울특별시 노원구 상계동,341-7,341,7,마블러스1,월세,25.53,202403,12,500,55,9,2003,상계로 90,202403~202503,신규,-,,
180,서울특별시 노원구 상계동,693-2,693,2,(693-2),월세,31.15,202403,9,"1,000",60,10,1993,상계로 55,202403~202503,신규,-,,
181,서울특별시 노원구 상계동,1258,1258,0,오피앙,월세,23.37,202403,9,500,50,7,2004,동일로 1701,202404~202504,신규,-,,
182,서울특별시 노원구 상계동,1258,1258,0,오피앙,월세,23.37,202403,9,500,50,11,2004,동일로 1701,202404~202504,신규,-,,
183,서울특별시 노원구 공릉동,653-5,653,5,엘네스트빌 오피스텔,월세,30.4,202403,9,"1,000",65,5,2003,화랑로 465,202403~202602,신규,-,,
184,서울특별시 노원구 상계동,1258,1258,0,오피앙,월세,23.37,202403,8,500,50,9,2004,동일로 1701,202404~202604,신규,-,,
185,서울특별시 노원구 중계동,506,506,0,-506,전세,83.62,202403,7,"39,000",0,6,2005,동일로203가길 29,202405~202605,신규,-,,
186,서울특별시 노원구 중계동,360-12,360,12,새롬스타빌,월세,27.26,202403,7,500,60,6,2002,한글비석로 233,202403~202503,신규,-,,
187,서울특별시 노원구 중계동,143,143,0,우암에이스타워,월세,33.06,202403,7,230,50,8,2003,덕릉로 699,202403~202603,신규,-,,
188,서울특별시 노원구 중계동,506,506,0,-506,전세,83.62,202403,6,"36,000",0,7,2005,동일로203가길 29,202405~202605,신규,-,,
189,서울특별시 노원구 상계동,341-7,341,7,마블러스1,월세,25.53,202403,6,"1,000",50,5,2003,상계로 90,202403~202503,신규,-,,
190,서울특별시 노원구 상계동,734-3,734,3,노빌리안골드,월세,26.64,202403,6,500,55,7,2004,노해로 452,202405~202505,신규,-,,
191,서울특별시 노원구 상계동,1132-28,1132,28,수락네스트죤,월세,29.97,202403,5,500,55,3,2003,동일로241길 44,202404~202604,신규,-,,
192,서울특별시 노원구 중계동,506,506,0,-506,전세,59.64,202403,4,"25,000",0,9,2005,동일로203가길 29,202405~202605,신규,-,,
193,서울특별시 노원구 중계동,506,506,0,-506,월세,66.09,202403,4,"2,000",130,4,2005,동일로203가길 29,202403~202603,신규,-,,
194,서울특별시 노원구 상계동,1132-28,1132,28,수락네스트죤,월세,30.38,202403,2,"10,500",20,7,2003,동일로241길 44,202403~202603,신규,-,,
195,서울특별시 노원구 상계동,1267,1267,0,토마토파르코,전세,67.06,202403,1,"20,000",0,13,2005,동일로 1700,202403~202603,신규,-,,
196,서울특별시 노원구 중계동,509-1,509,1,씨앤미,월세,36.02,202403,1,"2,000",60,4,2004,동일로204가길 34,202403~202503,신규,-,,
197,서울특별시 노원구 상계동,1258,1258,0,오피앙,월세,23.37,202403,1,"5,000",32,6,2004,동일로 1701,202403~202503,갱신,-,"5,000",25
198,서울특별시 노원구 상계동,1258,1258,0,오피앙,월세,23.37,202403,1,500,48,14,2004,동일로 1701,202403~202503,신규,-,,
199,서울특별시 노원구 상계동,706-2,706,2,노원역 보미더클래스 오피스텔,월세,29.26,202403,1,"1,000",110,8,2023,상계로 32,202403~202503,신규,-,,
200,서울특별시 노원구 월계동,366-3,366,3,카펠라오피스텔,월세,30,202402,29,"1,000",55,7,2003,광운로 86,202403~202503,신규,-,,
