NO,시군구,번지,도로조건,계약면적(㎡),전월세구분,계약년월,계약일,보증금(만원),월세금(만원),건축년도,도로명,계약기간,계약구분,갱신요구권 사용,종전계약 보증금(만원),종전계약 월세(만원),주택유형,위도,경도,구역
1400,서울특별시 노원구 상계동,3**,8m미만,35.44,전세,202207,5,11000,0,2012.0,한글비석로29길,202208~202408,신규,-,,,단독다가구,37.66143,127.0707462,5
1401,서울특별시 노원구 상계동,*,-,26.45,전세,202207,5,1000,0,,덕릉로131길,-,-,-,,,단독다가구,37.6738794,127.0824586,8
1402,서울특별시 노원구 공릉동,2**,12m미만,16.0,전세,202207,4,9000,0,2016.0,공릉로32길,202209~202309,신규,-,,,단독다가구,37.6222263,127.0802805,2
1404,서울특별시 노원구 월계동,4**,8m미만,18.0,전세,202207,4,11000,0,2014.0,광운로,202207~202307,신규,-,,,단독다가구,37.6170606,127.0564595,1
1407,서울특별시 노원구 공릉동,5**,8m미만,50.21,전세,202207,4,10000,0,1991.0,동일로182길,202207~202407,갱신,-,"2,000",40.0,단독다가구,37.6240719,127.0775937,1
1408,서울특별시 노원구 공릉동,4**,8m미만,18.0,전세,202207,4,9000,0,2016.0,공릉로41나길,202208~202308,신규,-,,,단독다가구,37.6250551,127.0788344,2
1409,서울특별시 노원구 월계동,2**,8m미만,18.0,전세,202207,4,7000,0,2017.0,초안산로2길,202207~202407,신규,-,,,단독다가구,37.6338158,127.0582095,1
1411,서울특별시 노원구 상계동,1**,8m미만,29.93,전세,202207,4,8000,0,1993.0,한글비석로24자길,202207~202407,신규,-,,,단독다가구,37.664719,127.0733666,5
1412,서울특별시 노원구 상계동,3**,8m미만,32.77,전세,202207,4,7300,0,1994.0,상계로18길,202207~202407,신규,-,,,단독다가구,37.6568547,127.0700566,5
1413,서울특별시 노원구 상계동,1***,8m미만,32.0,전세,202207,4,4500,0,1993.0,동일로242길,-,-,-,,,단독다가구,37.6748845,127.0579053,7
1414,서울특별시 노원구 하계동,6*,8m미만,19.8,전세,202207,3,6200,0,2017.0,공릉로62가길,-,-,-,,,단독다가구,37.6369804,127.074301,3
1415,서울특별시 노원구 공릉동,5**,8m미만,14.0,전세,202207,3,5000,0,2017.0,동일로176길,-,-,-,,,단독다가구,37.6202735,127.0755948,1
1417,서울특별시 노원구 상계동,3**,8m미만,29.88,전세,202207,2,7500,0,1991.0,한글비석로27길,202207~202407,신규,-,,,단독다가구,37.6607452,127.0702202,5
1418,서울특별시 노원구 공릉동,4**,8m미만,18.18,전세,202207,2,8000,0,2015.0,공릉로41나길,202208~202308,신규,-,,,단독다가구,37.6250551,127.0788344,2
1420,서울특별시 노원구 공릉동,5**,12m미만,20.0,전세,202207,2,10000,0,2019.0,동일로186길,202208~202308,신규,-,,,단독다가구,37.6251763,127.0734911,1
1421,서울특별시 노원구 상계동,1**,8m미만,32.45,전세,202207,2,8000,0,1993.0,한글비석로,202208~202408,신규,-,,,단독다가구,37.6661065,127.06948626989912,5
1422,서울특별시 노원구 상계동,1**,12m미만,39.0,전세,202207,2,17000,0,1993.0,한글비석로36길,202208~202408,신규,-,,,단독다가구,37.6625137,127.0708272,5
1423,서울특별시 노원구 공릉동,1**,12m미만,25.0,전세,202207,2,8500,0,2004.0,화랑로51가길,202208~202302,신규,-,,,단독다가구,37.6247059,127.0898587,2
1424,서울특별시 노원구 상계동,1***,8m미만,23.0,전세,202207,1,8500,0,2012.0,동일로239나길,202207~202407,신규,-,,,단독다가구,37.6770879,127.0517007,7
1425,서울특별시 노원구 상계동,1***,8m미만,34.17,전세,202207,1,8000,0,2010.0,동일로242길,202208~202408,신규,-,,,단독다가구,37.6748845,127.0579053,7
1426,서울특별시 노원구 공릉동,6**,8m미만,14.0,전세,202207,1,8500,0,2017.0,동일로174길,202207~202307,신규,-,,,단독다가구,37.6196025,127.0758127,1
1427,서울특별시 노원구 월계동,2**,12m미만,18.7,전세,202207,1,12000,0,2021.0,초안산로2길,202208~202402,신규,-,,,단독다가구,37.6338158,127.0582095,1
1428,서울특별시 노원구 상계동,1**,12m미만,19.8,전세,202207,1,6300,0,2019.0,한글비석로23길,-,-,-,,,단독다가구,37.6599084,127.0711803,5
1429,서울특별시 노원구 상계동,7*,-,29.7,전세,202207,1,3100,0,,덕릉로126가길,-,-,-,,,단독다가구,37.6700253,127.0849593,8
1430,서울특별시 노원구 상계동,3**,8m미만,18.0,전세,202207,1,10000,0,2016.0,상계로18길,202207~202307,신규,-,,,단독다가구,37.6568547,127.0700566,5
1432,서울특별시 노원구 공릉동,5**,8m미만,29.61,전세,202206,30,21000,0,2020.0,동일로182길,202207~202407,갱신,-,"20,000",0.0,단독다가구,37.6240719,127.0775937,1
1433,서울특별시 노원구 공릉동,5**,8m미만,29.61,전세,202206,30,21000,0,2020.0,동일로182길,202207~202407,신규,-,,,단독다가구,37.6240719,127.0775937,1
1434,서울특별시 노원구 공릉동,5**,8m미만,19.0,전세,202206,30,8500,0,2008.0,동일로180길,202206~202406,신규,-,,,단독다가구,37.622504,127.0759676,1
1437,서울특별시 노원구 상계동,1**,12m미만,17.0,전세,202206,30,8500,0,2010.0,노원로30길,202206~202406,신규,-,,,단독다가구,37.6545716,127.0698507,5
1441,서울특별시 노원구 상계동,1**,8m미만,44.95,전세,202206,30,8500,0,1995.0,한글비석로,202206~202406,갱신,-,"8,000",0.0,단독다가구,37.6661065,127.06948626989912,5
1444,서울특별시 노원구 상계동,1***,12m미만,15.0,전세,202206,29,7500,0,2008.0,동일로237가길,202207~202407,신규,-,,,단독다가구,37.6742304,127.05439,7
1445,서울특별시 노원구 상계동,1***,8m미만,49.66,전세,202206,29,8035,0,1997.0,동일로237라길,202207~202407,-,-,,,단독다가구,37.6744702,127.0523366,7
1446,서울특별시 노원구 상계동,3**,8m미만,33.0,전세,202206,29,6500,0,1990.0,상계로9길,-,-,-,,,단독다가구,37.6580554,127.0662992,5
1448,서울특별시 노원구 상계동,3**,8m미만,45.0,전세,202206,29,10000,0,1990.0,상계로9길,202208~202408,신규,-,,,단독다가구,37.6580554,127.0662992,5
1449,서울특별시 노원구 공릉동,2**,12m미만,18.0,전세,202206,29,6800,0,2017.0,공릉로,202208~202308,갱신,사용,"6,500",0.0,단독다가구,37.6268136,127.0790507,2
1450,서울특별시 노원구 공릉동,4**,12m미만,36.0,전세,202206,29,12000,0,1996.0,동일로187길,202207~202407,신규,-,,,단독다가구,37.6239362,127.071918,1
1453,서울특별시 노원구 월계동,4**,8m미만,17.0,전세,202206,28,8500,0,2017.0,광운로2길,202207~202308,신규,-,,,단독다가구,37.61773,127.05804,1
1454,서울특별시 노원구 월계동,3**,8m미만,16.0,전세,202206,28,7300,0,2010.0,광운로19가길,202207~202407,신규,-,,,단독다가구,37.6237338,127.0595423,1
1455,서울특별시 노원구 월계동,4**,8m미만,18.0,전세,202206,28,7500,0,2014.0,광운로,202208~202307,신규,-,,,단독다가구,37.6170606,127.0564595,1
1456,서울특별시 노원구 상계동,4**,12m미만,44.1,전세,202206,28,7500,0,1997.0,한글비석로31가길,202207~202407,신규,-,,,단독다가구,37.6614037,127.0681171,5
1457,서울특별시 노원구 상계동,1**,12m미만,43.0,전세,202206,28,9000,0,1993.0,한글비석로24바길,202206~202406,신규,-,,,단독다가구,37.664258,127.0722324,5
1459,서울특별시 노원구 상계동,3**,8m미만,28.8,전세,202206,28,5400,0,1992.0,상계로24길,-,-,-,,,단독다가구,37.6579154,127.0709953,5
1460,서울특별시 노원구 상계동,3**,8m미만,57.63,전세,202206,28,22000,0,1991.0,상계로12길,202209~202409,신규,-,,,단독다가구,37.6561017,127.0698992,5
1461,서울특별시 노원구 공릉동,5**,8m미만,43.42,전세,202206,27,21000,0,2020.0,동일로182길,202207~202407,갱신,-,"20,000",0.0,단독다가구,37.6240719,127.0775937,1
1462,서울특별시 노원구 공릉동,5**,8m미만,43.42,전세,202206,27,21000,0,2020.0,동일로182길,202207~202407,갱신,-,"20,000",0.0,단독다가구,37.6240719,127.0775937,1
1463,서울특별시 노원구 공릉동,6**,25m미만,42.98,전세,202206,27,16000,0,2018.0,섬밭로,202207~202307,신규,-,,,단독다가구,37.62053,127.07204,1
1465,서울특별시 노원구 공릉동,5**,8m미만,18.18,전세,202206,27,7500,0,2009.0,동일로186길,202208~202308,신규,-,,,단독다가구,37.6251763,127.0734911,1
1467,서울특별시 노원구 상계동,4**,12m미만,45.0,전세,202206,27,10000,0,1997.0,한글비석로31가길,-,-,-,,,단독다가구,37.6614037,127.0681171,5
1468,서울특별시 노원구 상계동,4**,12m미만,44.1,전세,202206,27,10000,0,1997.0,한글비석로31가길,-,-,-,,,단독다가구,37.6614037,127.0681171,5
1469,서울특별시 노원구 상계동,1**,8m미만,18.0,전세,202206,27,5000,0,2017.0,한글비석로24나길,-,-,-,,,단독다가구,37.6622875,127.072154,5
1470,서울특별시 노원구 월계동,9**,12m미만,45.34,전세,202206,25,15750,0,2014.0,덕릉로60길,202207~202407,신규,-,,,단독다가구,37.639774,127.0399721,2
1472,서울특별시 노원구 상계동,7*,-,45.6,전세,202206,25,9000,0,,덕릉로124가길,-,-,-,,,단독다가구,37.6700565,127.0821077,8
1473,서울특별시 노원구 상계동,7*,-,45.6,전세,202206,25,9000,0,,덕릉로124가길,202206~202406,신규,-,,,단독다가구,37.6700565,127.0821077,8
1474,서울특별시 노원구 공릉동,5**,8m미만,16.0,전세,202206,25,8500,0,2008.0,동일로180길,202206~202406,신규,-,,,단독다가구,37.622504,127.0759676,1
1475,서울특별시 노원구 공릉동,5**,8m미만,33.0,전세,202206,25,19000,0,2016.0,동일로180길,202207~202407,신규,-,,,단독다가구,37.622504,127.0759676,1
1476,서울특별시 노원구 공릉동,5**,8m미만,18.0,전세,202206,25,8000,0,2012.0,동일로186길,-,-,-,,,단독다가구,37.6251763,127.0734911,1
1477,서울특별시 노원구 상계동,1**,8m미만,40.0,전세,202206,25,10000,0,1997.0,한글비석로24나길,202207~202407,신규,-,,,단독다가구,37.6622875,127.072154,5
1478,서울특별시 노원구 상계동,1**,8m미만,41.4,전세,202206,25,11000,0,1991.0,한글비석로24바길,202206~202406,신규,-,,,단독다가구,37.664258,127.0722324,5
1480,서울특별시 노원구 공릉동,6**,8m미만,29.15,전세,202206,25,16000,0,,공릉로20길,202206~202406,갱신,-,"16,000",0.0,단독다가구,37.6194382,127.0790622,2
1481,서울특별시 노원구 공릉동,6**,8m미만,15.0,전세,202206,25,5500,0,2015.0,공릉로20길,202206~202406,갱신,-,500,27.0,단독다가구,37.6194382,127.0790622,2
1482,서울특별시 노원구 월계동,3**,8m미만,39.0,전세,202206,25,11000,0,1995.0,광운로19가길,202207~202307,신규,-,,,단독다가구,37.6237338,127.0595423,1
1484,서울특별시 노원구 상계동,1**,8m미만,21.35,전세,202206,24,7300,0,1992.0,한글비석로24사길,202206~202306,신규,-,,,단독다가구,37.6640083,127.0735818,5
1485,서울특별시 노원구 상계동,1***,8m미만,25.0,전세,202206,24,5000,0,2010.0,동일로242길,-,-,-,,,단독다가구,37.6748845,127.0579053,7
1486,서울특별시 노원구 월계동,5*,8m미만,48.77,전세,202206,24,10000,0,1991.0,석계로7길,202206~202406,신규,-,,,단독다가구,37.6165015,127.0635112,-1
1487,서울특별시 노원구 공릉동,5**,8m미만,25.0,전세,202206,24,7500,0,1983.0,동일로190길,202207~202407,신규,-,,,단독다가구,37.6256192,127.074575,1
1488,서울특별시 노원구 월계동,3**,8m미만,17.0,전세,202206,24,8500,0,2010.0,광운로19가길,202208~202308,신규,-,,,단독다가구,37.6237338,127.0595423,1
1490,서울특별시 노원구 공릉동,5**,8m미만,15.0,전세,202206,23,7000,0,2011.0,동일로182길,202207~202407,신규,-,,,단독다가구,37.6240719,127.0775937,1
1493,서울특별시 노원구 공릉동,3**,8m미만,25.0,전세,202206,23,6500,0,1994.0,동일로190길,-,-,-,,,단독다가구,37.6256192,127.074575,1
1494,서울특별시 노원구 상계동,1**,8m미만,21.35,전세,202206,23,6100,0,1992.0,한글비석로24사길,-,-,-,,,단독다가구,37.6640083,127.0735818,5
1497,서울특별시 노원구 공릉동,4**,12m미만,36.0,전세,202206,22,12000,0,1996.0,동일로187길,202207~202407,신규,-,,,단독다가구,37.6239362,127.071918,1
1498,서울특별시 노원구 공릉동,5**,8m미만,13.2,전세,202206,22,5000,0,2016.0,동일로186길,-,-,-,,,단독다가구,37.6251763,127.0734911,1
1500,서울특별시 노원구 상계동,7*,-,26.45,전세,202206,22,4000,0,,덕릉로130길,-,-,-,,,단독다가구,37.6718372,127.0856916,8
1502,서울특별시 노원구 공릉동,5**,8m미만,13.0,전세,202206,22,6200,0,2011.0,동일로182길,202208~202308,신규,-,,,단독다가구,37.6240719,127.0775937,1
1503,서울특별시 노원구 공릉동,5**,25m미만,13.0,전세,202206,21,8500,0,2012.0,동일로173가길,202207~202307,신규,-,,,단독다가구,37.6186978,127.0736517,1
1504,서울특별시 노원구 월계동,3**,8m미만,12.0,전세,202206,21,7500,0,2014.0,광운로15길,202207~202307,신규,-,,,단독다가구,37.622117,127.0610905,1
1508,서울특별시 노원구 공릉동,5**,8m미만,33.05,전세,202206,21,10000,0,2005.0,동일로186길,202207~202307,신규,-,,,단독다가구,37.6251763,127.0734911,1
1510,서울특별시 노원구 상계동,1**,8m미만,33.96,전세,202206,21,5000,0,1993.0,상계로12길,-,-,-,,,단독다가구,37.6561017,127.0698992,5
1511,서울특별시 노원구 상계동,1**,12m미만,33.96,전세,202206,21,5000,0,1992.0,상계로12길,-,-,-,,,단독다가구,37.6561017,127.0698992,5
1512,서울특별시 노원구 상계동,1***,8m미만,21.0,전세,202206,21,9000,0,1994.0,동일로241가길,202207~202407,신규,-,,,단독다가구,37.6763017,127.0538585,7
1513,서울특별시 노원구 상계동,1***,8m미만,23.0,전세,202206,21,8000,0,2012.0,동일로239나길,202207~202307,신규,-,,,단독다가구,37.6770879,127.0517007,7
1514,서울특별시 노원구 상계동,1**,8m미만,41.55,전세,202206,21,9000,0,1992.0,한글비석로24바길,-,-,-,,,단독다가구,37.664258,127.0722324,5
1515,서울특별시 노원구 공릉동,3**,8m미만,16.0,전세,202206,20,7500,0,2017.0,동일로190길,202207~202308,신규,-,,,단독다가구,37.6256192,127.074575,1
1516,서울특별시 노원구 월계동,3**,8m미만,20.96,전세,202206,20,8500,0,1998.0,광운로13길,202206~202301,신규,-,,,단독다가구,37.6214886,127.0588884,1
1517,서울특별시 노원구 상계동,1***,12m미만,37.9,전세,202206,20,15000,0,2013.0,동일로231나길,202208~202408,신규,-,,,단독다가구,37.6721321,127.0521623,7
1518,서울특별시 노원구 공릉동,4**,8m미만,17.0,전세,202206,20,8300,0,2016.0,공릉로41나길,202207~202307,신규,-,,,단독다가구,37.6250551,127.0788344,2
1519,서울특별시 노원구 상계동,1**,8m미만,13.22,전세,202206,20,4500,0,1977.0,상계로,-,-,-,,,단독다가구,37.6551019,127.0580147,5
1520,서울특별시 노원구 공릉동,5**,8m미만,19.34,전세,202206,20,5000,0,1979.0,동일로182길,-,-,-,,,단독다가구,37.6240719,127.0775937,1
1521,서울특별시 노원구 공릉동,5**,8m미만,24.83,전세,202206,20,20000,0,2022.0,동일로182길,202208~202408,신규,-,,,단독다가구,37.6240719,127.0775937,1
1522,서울특별시 노원구 공릉동,5**,12m미만,19.8,전세,202206,20,7500,0,2016.0,동일로186길,202207~202407,신규,-,,,단독다가구,37.6251763,127.0734911,1
1523,서울특별시 노원구 상계동,6*,-,48.0,전세,202206,20,6500,0,1990.0,덕릉로124길,-,-,-,,,단독다가구,37.6692157,127.0819745,6
1527,서울특별시 노원구 상계동,1**,12m미만,26.4,전세,202206,19,9000,0,2010.0,한글비석로23길,-,-,-,,,단독다가구,37.6599084,127.0711803,5
1529,서울특별시 노원구 공릉동,4**,8m미만,15.0,전세,202206,19,10500,0,2016.0,공릉로,202208~202408,신규,-,,,단독다가구,37.6268136,127.0790507,2
1530,서울특별시 노원구 월계동,2**,8m미만,36.3,전세,202206,19,14000,0,2014.0,초안산로2길,202206~202306,신규,-,,,단독다가구,37.6338158,127.0582095,1
1531,서울특별시 노원구 상계동,3**,8m미만,21.5,전세,202206,18,8500,0,1993.0,한글비석로29길,202207~202407,신규,-,,,단독다가구,37.66143,127.0707462,5
1532,서울특별시 노원구 공릉동,3**,8m미만,16.0,전세,202206,18,10000,0,2017.0,동일로196길,202206~202402,신규,-,,,단독다가구,37.6282688,127.0742061,1
1533,서울특별시 노원구 공릉동,5**,8m미만,24.72,전세,202206,18,20000,0,2022.0,동일로182길,202207~202407,신규,-,,,단독다가구,37.6240719,127.0775937,1
1534,서울특별시 노원구 공릉동,5**,12m미만,20.0,전세,202206,18,8500,0,,동일로186길,202208~202308,신규,-,,,단독다가구,37.6251763,127.0734911,1
1535,서울특별시 노원구 하계동,6*,12m미만,20.0,전세,202206,18,9000,0,2007.0,공릉로62가길,-,-,-,,,단독다가구,37.6369804,127.074301,3
1538,서울특별시 노원구 공릉동,5**,8m미만,34.1,전세,202206,18,20000,0,2022.0,동일로182길,202207~202407,신규,-,,,단독다가구,37.6240719,127.0775937,1
1539,서울특별시 노원구 공릉동,5**,8m미만,20.0,전세,202206,18,8500,0,2013.0,동일로184길,202208~202308,신규,-,,,단독다가구,37.6238144,127.0748971,1
1541,서울특별시 노원구 상계동,1**,12m미만,22.23,전세,202206,18,9000,0,1993.0,한글비석로23길,202206~202406,신규,-,,,단독다가구,37.6599084,127.0711803,5
1542,서울특별시 노원구 공릉동,3**,8m미만,16.0,전세,202206,18,10000,0,2017.0,동일로196길,202206~202402,신규,-,,,단독다가구,37.6282688,127.0742061,1
1543,서울특별시 노원구 공릉동,5**,8m미만,24.0,전세,202206,18,13000,0,2012.0,동일로186길,202208~202308,신규,-,,,단독다가구,37.6251763,127.0734911,1
1546,서울특별시 노원구 상계동,3**,8m미만,31.35,전세,202206,17,5500,0,1993.0,한글비석로37길,-,-,-,,,단독다가구,37.6610137,127.0685835,5
1547,서울특별시 노원구 상계동,1**,8m미만,24.6,전세,202206,17,4200,0,1993.0,한글비석로24아길,-,-,-,,,단독다가구,37.6645701,127.0731691,5
1549,서울특별시 노원구 월계동,4**,8m미만,14.0,전세,202206,17,7000,0,2011.0,광운로,202206~202406,신규,-,,,단독다가구,37.6170606,127.0564595,1
1552,서울특별시 노원구 공릉동,2**,8m미만,23.73,전세,202206,17,8000,0,,공릉로,-,-,-,,,단독다가구,37.6268136,127.0790507,2
1553,서울특별시 노원구 공릉동,5**,8m미만,15.0,전세,202206,17,6000,0,2015.0,동일로184길,-,-,-,,,단독다가구,37.6238144,127.0748971,1
1556,서울특별시 노원구 상계동,1**,8m미만,35.0,전세,202206,16,10000,0,1994.0,상계로18길,202207~202407,신규,-,,,단독다가구,37.6568547,127.0700566,5
1560,서울특별시 노원구 공릉동,5**,8m미만,16.0,전세,202206,16,8300,0,2016.0,동일로182길,202208~202308,신규,-,,,단독다가구,37.6240719,127.0775937,1
1561,서울특별시 노원구 월계동,4**,8m미만,17.0,전세,202206,16,8500,0,2017.0,광운로2길,202206~202308,신규,-,,,단독다가구,37.61773,127.05804,1
1562,서울특별시 노원구 공릉동,5**,8m미만,15.82,전세,202206,15,8000,0,2017.0,동일로184길,202208~202408,신규,-,,,단독다가구,37.6238144,127.0748971,1
1563,서울특별시 노원구 공릉동,5**,8m미만,30.0,전세,202206,15,13000,0,2012.0,동일로186길,202207~202307,신규,-,,,단독다가구,37.6251763,127.0734911,1
1564,서울특별시 노원구 공릉동,4**,8m미만,16.0,전세,202206,15,7000,0,2013.0,공릉로43길,-,-,-,,,단독다가구,37.6259928,127.0782988,2
1566,서울특별시 노원구 상계동,9*,8m미만,59.5,전세,202206,15,14500,0,1969.0,덕릉로113길,-,-,-,,,단독다가구,37.6663707,127.077487,5
1567,서울특별시 노원구 상계동,9*,8m미만,54.22,전세,202206,15,14500,0,1969.0,덕릉로113길,202206~202406,갱신,-,"7,000",0.0,단독다가구,37.6663707,127.077487,5
1568,서울특별시 노원구 상계동,1**,8m미만,28.0,전세,202206,15,2500,0,1993.0,덕릉로113가길,-,-,-,,,단독다가구,37.6681428,127.0783415,6
1569,서울특별시 노원구 상계동,1**,8m미만,25.0,전세,202206,15,9000,0,1996.0,상계로23가길,202207~202407,신규,-,,,단독다가구,37.6596126,127.0709552,5
1570,서울특별시 노원구 월계동,3**,8m미만,14.0,전세,202206,15,8500,0,2014.0,광운로15길,202207~202401,신규,-,,,단독다가구,37.622117,127.0610905,1
1572,서울특별시 노원구 월계동,3**,8m미만,16.0,전세,202206,14,7000,0,2016.0,광운로17길,-,-,-,,,단독다가구,37.6224818,127.0579185,1
1577,서울특별시 노원구 월계동,4**,8m미만,17.0,전세,202206,14,10000,0,2016.0,광운로2길,202207~202308,신규,-,,,단독다가구,37.61773,127.05804,1
1578,서울특별시 노원구 중계동,1**,8m미만,23.0,전세,202206,14,6300,0,1980.0,한글비석로20길,-,-,-,,,단독다가구,37.6600687,127.0734295,5
1579,서울특별시 노원구 상계동,1***,8m미만,15.0,전세,202206,13,8500,0,2010.0,동일로237길,202206~202306,신규,-,,,단독다가구,37.6733672,127.0510265,7
1582,서울특별시 노원구 공릉동,3**,8m미만,15.0,전세,202206,13,9000,0,2017.0,동일로190길,202208~202308,신규,-,,,단독다가구,37.6256192,127.074575,1
1583,서울특별시 노원구 공릉동,5**,8m미만,16.5,전세,202206,13,7500,0,2012.0,동일로186길,202207~202301,신규,-,,,단독다가구,37.6251763,127.0734911,1
1585,서울특별시 노원구 월계동,2**,8m미만,13.0,전세,202206,13,8500,0,2017.0,초안산로2길,202207~202302,신규,-,,,단독다가구,37.6338158,127.0582095,1
1586,서울특별시 노원구 월계동,4**,8m미만,24.26,전세,202206,13,6300,0,1990.0,광운로2길,-,-,-,,,단독다가구,37.61773,127.05804,1
1587,서울특별시 노원구 상계동,1**,8m미만,51.1,전세,202206,13,13000,0,1998.0,한글비석로25길,202207~202407,신규,-,,,단독다가구,37.6604082,127.0701949,5
1588,서울특별시 노원구 공릉동,4**,8m미만,18.18,전세,202206,11,8500,0,2018.0,공릉로,202208~202408,신규,-,,,단독다가구,37.6268136,127.0790507,2
1591,서울특별시 노원구 상계동,1**,8m미만,47.26,전세,202206,11,17000,0,1996.0,노원로32길,202206~202406,신규,-,,,단독다가구,37.6556761,127.0687266,5
1592,서울특별시 노원구 상계동,1***,8m미만,19.0,전세,202206,11,8500,0,2010.0,동일로237길,202206~202406,신규,-,,,단독다가구,37.6733672,127.0510265,7
1593,서울특별시 노원구 상계동,3**,8m미만,38.0,전세,202206,11,7000,0,1991.0,상계로12길,202207~202407,신규,-,,,단독다가구,37.6561017,127.0698992,5
1596,서울특별시 노원구 상계동,1**,8m미만,18.6,전세,202206,11,3900,0,1991.0,한글비석로36길,-,-,-,,,단독다가구,37.6625137,127.0708272,5
1597,서울특별시 노원구 상계동,4**,12m미만,44.1,전세,202206,11,9000,0,1997.0,한글비석로31가길,202206~202406,갱신,-,"6,000",10.0,단독다가구,37.6614037,127.0681171,5
1598,서울특별시 노원구 상계동,1**,8m미만,31.0,전세,202206,11,9500,0,2013.0,한글비석로24라길,202206~202406,신규,-,,,단독다가구,37.6662137,127.0697279,5
1599,서울특별시 노원구 공릉동,3**,8m미만,43.21,전세,202206,11,8500,0,1993.0,동일로196길,202206~202306,갱신,-,"1,000",30.0,단독다가구,37.6282688,127.0742061,1
1600,서울특별시 노원구 상계동,3**,8m미만,44.39,전세,202206,11,3500,0,1992.0,한글비석로39길,-,-,-,,,단독다가구,37.6614163,127.0686769,5
1602,서울특별시 노원구 공릉동,5**,8m미만,13.88,전세,202206,10,5000,0,2011.0,동일로186길,-,-,-,,,단독다가구,37.6251763,127.0734911,1
1603,서울특별시 노원구 공릉동,5**,8m미만,17.0,전세,202206,10,7500,0,2015.0,공릉로,202207~202407,신규,-,,,단독다가구,37.6268136,127.0790507,2
1605,서울특별시 노원구 공릉동,5**,8m미만,19.8,전세,202206,10,6000,0,2016.0,동일로186길,-,-,-,,,단독다가구,37.6251763,127.0734911,1
1606,서울특별시 노원구 공릉동,5**,8m미만,18.18,전세,202206,10,7500,0,2016.0,동일로184길,202208~202408,신규,-,,,단독다가구,37.6238144,127.0748971,1
1607,서울특별시 노원구 공릉동,3**,12m미만,20.78,전세,202206,10,10000,0,2012.0,공릉로38길,202207~202407,신규,-,,,단독다가구,37.6225556,127.0822701,2
1608,서울특별시 노원구 공릉동,6**,8m미만,40.0,전세,202206,10,9000,0,1990.0,공릉로26길,202206~202406,신규,-,,,단독다가구,37.6198054,127.0800324,2
1609,서울특별시 노원구 중계동,1**,12m미만,23.0,전세,202206,10,11000,0,2019.0,중계로16길,202206~202406,신규,-,,,단독다가구,37.6510871,127.0812077,4
1610,서울특별시 노원구 상계동,3**,12m미만,45.0,전세,202206,10,10000,0,1994.0,노해로85길,-,-,-,,,단독다가구,37.6560653,127.0660143,5
1611,서울특별시 노원구 월계동,5**,8m미만,14.0,전세,202206,10,8500,0,2015.0,광운로15길,202207~202307,신규,-,,,단독다가구,37.622117,127.0610905,1
1613,서울특별시 노원구 상계동,3**,8m미만,49.29,전세,202206,10,12000,0,1982.0,상계로23길,202206~202406,신규,-,,,단독다가구,37.6605142,127.0673627,5
1615,서울특별시 노원구 상계동,1**,8m미만,19.0,전세,202206,10,5000,0,2017.0,한글비석로24라길,-,-,-,,,단독다가구,37.6662137,127.0697279,5
1616,서울특별시 노원구 상계동,1**,8m미만,21.15,전세,202206,10,4500,0,1993.0,한글비석로24가길,-,-,-,,,단독다가구,37.6632988,127.0698503,5
1617,서울특별시 노원구 상계동,7*,-,57.0,전세,202206,10,7000,0,1991.0,덕릉로130길,202207~202407,신규,-,,,단독다가구,37.6718372,127.0856916,8
1620,서울특별시 노원구 상계동,1**,12m미만,50.68,전세,202206,9,10500,0,1987.0,한글비석로24라길,-,갱신,사용,"10,000",0.0,단독다가구,37.6662137,127.0697279,5
1624,서울특별시 노원구 공릉동,5**,8m미만,15.0,전세,202206,9,9000,0,2018.0,동일로186길,202207~202407,신규,-,,,단독다가구,37.6251763,127.0734911,1
1625,서울특별시 노원구 상계동,1***,12m미만,55.0,전세,202206,9,15000,0,1995.0,동일로241가길,202206~202406,신규,-,,,단독다가구,37.6763017,127.0538585,7
1626,서울특별시 노원구 상계동,1***,8m미만,25.0,전세,202206,9,5800,0,2010.0,동일로242길,-,-,-,,,단독다가구,37.6748845,127.0579053,7
1627,서울특별시 노원구 상계동,3**,8m미만,18.0,전세,202206,9,10000,0,2016.0,상계로18길,202206~202306,신규,-,,,단독다가구,37.6568547,127.0700566,5
1630,서울특별시 노원구 공릉동,6**,12m미만,15.0,전세,202206,8,8500,0,2010.0,화랑로,202206~202301,신규,-,,,단독다가구,35.844717,129.2055617,1
1631,서울특별시 노원구 상계동,1**,-,43.74,전세,202206,8,6500,0,,상계로35길,-,-,-,,,단독다가구,37.6736895,127.0785321,8
1632,서울특별시 노원구 공릉동,5**,8m미만,39.6,전세,202206,8,15000,0,2017.0,동일로180길,202206~202306,신규,-,,,단독다가구,37.622504,127.0759676,1
1634,서울특별시 노원구 상계동,1***,12m미만,23.0,전세,202206,8,9000,0,2007.0,동일로237가길,202206~202406,신규,-,,,단독다가구,37.6742304,127.05439,7
1635,서울특별시 노원구 상계동,4**,12m미만,24.0,전세,202206,8,9000,0,2002.0,상계로17길,202206~202406,신규,-,,,단독다가구,37.6594505,127.0668279,5
1636,서울특별시 노원구 상계동,3**,12m미만,48.3,전세,202206,8,15200,0,1982.0,상계로23길,202207~202407,갱신,사용,"14,500",0.0,단독다가구,37.6605142,127.0673627,5
