NO,시군구,번지,도로조건,계약면적(㎡),전월세구분,계약년월,계약일,보증금(만원),월세금(만원),건축년도,도로명,계약기간,계약구분,갱신요구권 사용,종전계약 보증금(만원),종전계약 월세(만원),주택유형,위도,경도,구역
2759,서울특별시 노원구 공릉동,5**,8m미만,15.0,전세,202202,10,8500,0,2017.0,동일로184길,202202~202302,신규,-,,,단독다가구,37.6243513,127.0758936,1
2760,서울특별시 노원구 상계동,1**,8m미만,23.86,전세,202202,9,10000,0,2017.0,한글비석로24라길,202202~202402,신규,-,,,단독다가구,37.6639303,127.071766,5
2764,서울특별시 노원구 공릉동,1**,12m미만,23.0,전세,202202,9,7500,0,2013.0,화랑로51가길,202202~202302,신규,-,,,단독다가구,37.624281,127.0901912,2
2765,서울특별시 노원구 공릉동,1**,8m미만,23.0,전세,202202,9,9000,0,2006.0,화랑로51가길,202202~202302,신규,-,,,단독다가구,37.624281,127.0901912,2
2766,서울특별시 노원구 공릉동,5**,8m미만,16.0,전세,202202,9,9000,0,2012.0,동일로186길,202202~202302,신규,-,,,단독다가구,37.6253694,127.0752392,1
2769,서울특별시 노원구 공릉동,5**,8m미만,14.0,전세,202202,9,7500,0,2017.0,동일로180길,202202~202302,신규,-,,,단독다가구,37.6228911,127.0777529,1
2770,서울특별시 노원구 공릉동,5**,8m미만,16.5,전세,202202,9,6300,0,1977.0,동일로178길,-,-,-,,,단독다가구,37.6218701,127.0756461,1
2771,서울특별시 노원구 월계동,3**,8m미만,16.5,전세,202202,9,7500,0,2016.0,광운로15길,202202~202302,신규,-,,,단독다가구,37.622117,127.0610905,1
2772,서울특별시 노원구 상계동,1***,12m미만,23.14,전세,202202,9,6300,0,1989.0,동일로242가길,-,-,-,,,단독다가구,37.6772329,127.0558632,7
2773,서울특별시 노원구 상계동,1***,12m미만,18.69,전세,202202,9,12000,0,,동일로242가길,202203~202403,신규,-,,,단독다가구,37.6772329,127.0558632,7
2774,서울특별시 노원구 상계동,1***,8m미만,12.0,전세,202202,9,7500,0,2010.0,동일로237길,202202~202302,신규,-,,,단독다가구,37.6736154,127.0535244,7
2775,서울특별시 노원구 상계동,1**,8m미만,15.49,전세,202202,9,7000,0,2011.0,노원로26나길,202202~202402,신규,-,,,단독다가구,37.6538735,127.0699723,5
2776,서울특별시 노원구 상계동,5**,8m미만,48.63,전세,202202,9,5000,0,1981.0,상계로1길,-,-,-,,,단독다가구,37.6567157,127.0620069,5
2777,서울특별시 노원구 월계동,2**,8m미만,20.0,전세,202202,8,9500,0,2017.0,월계로,202202~202302,신규,-,,,단독다가구,35.2134142,126.8440568,-2
2778,서울특별시 노원구 공릉동,5**,8m미만,17.5,전세,202202,8,7500,0,2012.0,동일로186길,202202~202302,신규,-,,,단독다가구,37.6253694,127.0752392,1
2780,서울특별시 노원구 공릉동,3**,8m미만,30.0,전세,202202,8,8000,0,1994.0,동일로191가길,202202~202402,신규,-,,,단독다가구,37.62721,127.07084,1
2781,서울특별시 노원구 공릉동,5**,8m미만,18.0,전세,202202,8,7500,0,2017.0,동일로186길,202202~202302,신규,-,,,단독다가구,37.6253694,127.0752392,1
2782,서울특별시 노원구 공릉동,5**,8m미만,23.0,전세,202202,8,7500,0,2017.0,동일로180길,202202~202302,신규,-,,,단독다가구,37.6228911,127.0777529,1
2783,서울특별시 노원구 공릉동,5**,12m미만,20.0,전세,202202,8,8500,0,2012.0,동일로186길,202202~202302,신규,-,,,단독다가구,37.6253694,127.0752392,1
2784,서울특별시 노원구 공릉동,5**,8m미만,20.0,전세,202202,8,8500,0,2011.0,동일로190길,202202~202302,신규,-,,,단독다가구,37.6260773,127.0743212,1
2785,서울특별시 노원구 공릉동,3**,8m미만,18.0,전세,202202,8,7500,0,2010.0,동일로190길,202202~202302,신규,-,,,단독다가구,37.6260773,127.0743212,1
2786,서울특별시 노원구 공릉동,1**,12m미만,42.0,전세,202202,8,7000,0,2005.0,화랑로51가길,202202~202402,신규,-,,,단독다가구,37.624281,127.0901912,2
2788,서울특별시 노원구 상계동,1**,8m미만,17.38,전세,202202,8,8500,0,2011.0,한글비석로24가길,202202~202402,신규,-,,,단독다가구,37.6629145,127.0703288,5
2790,서울특별시 노원구 월계동,4**,12m미만,16.5,전세,202202,8,9500,0,2016.0,광운로3길,202202~202302,신규,-,,,단독다가구,37.61973,127.0571488,1
2791,서울특별시 노원구 월계동,3**,8m미만,13.92,전세,202202,8,8500,0,2010.0,광운로19가길,202202~202302,신규,-,,,단독다가구,37.6240454,127.0596658,1
2794,서울특별시 노원구 상계동,3**,12m미만,24.0,전세,202202,8,8500,0,2014.0,상계로17길,202202~202302,신규,-,,,단독다가구,37.6594505,127.0668279,5
2796,서울특별시 노원구 월계동,3**,8m미만,15.0,전세,202202,7,7500,0,2016.0,광운로15길,202202~202302,신규,-,,,단독다가구,37.622117,127.0610905,1
2798,서울특별시 노원구 공릉동,1**,25m미만,30.0,전세,202202,7,6000,0,2002.0,화랑로51길,-,-,-,,,단독다가구,37.6250295,127.088761,2
2799,서울특별시 노원구 공릉동,4**,8m미만,16.0,전세,202202,7,10000,0,2016.0,공릉로43가길,202202~202302,신규,-,,,단독다가구,37.6268595,127.0780347,2
2800,서울특별시 노원구 상계동,1***,8m미만,57.1,전세,202202,7,13000,0,1995.0,동일로241다길,202204~202404,신규,-,,,단독다가구,37.6768695,127.0524892,7
2801,서울특별시 노원구 공릉동,3**,25m미만,52.63,전세,202202,7,17000,0,1994.0,동일로191가길,202203~202403,신규,-,,,단독다가구,37.62721,127.07084,1
2802,서울특별시 노원구 하계동,1**,12m미만,16.5,전세,202202,7,10000,0,2010.0,공릉로58길,202202~202302,신규,-,,,단독다가구,37.6359258,127.0747629,3
2803,서울특별시 노원구 상계동,1**,8m미만,54.43,전세,202202,7,4250,0,1991.0,한글비석로24가길,-,-,-,,,단독다가구,37.6629145,127.0703288,5
2804,서울특별시 노원구 상계동,3**,8m미만,52.72,전세,202202,7,17000,0,1991.0,한글비석로37길,202203~202403,신규,-,,,단독다가구,37.6615703,127.0691932,5
2805,서울특별시 노원구 상계동,1**,8m미만,37.26,전세,202202,7,6500,0,1990.0,한글비석로24가길,-,-,-,,,단독다가구,37.6629145,127.0703288,5
2806,서울특별시 노원구 월계동,5**,8m미만,11.84,전세,202202,7,6000,0,2016.0,광운로15길,-,-,-,,,단독다가구,37.622117,127.0610905,1
2807,서울특별시 노원구 월계동,5**,8m미만,16.5,전세,202202,7,7500,0,2016.0,광운로15길,202202~202302,신규,-,,,단독다가구,37.622117,127.0610905,1
2808,서울특별시 노원구 월계동,3**,8m미만,15.0,전세,202202,7,8500,0,2016.0,광운로17길,202202~202302,신규,-,,,단독다가구,37.6224818,127.0579185,1
2810,서울특별시 노원구 공릉동,1**,12m미만,23.11,전세,202202,7,10000,0,2007.0,화랑로51가길,202202~202302,신규,-,,,단독다가구,37.624281,127.0901912,2
2811,서울특별시 노원구 공릉동,4**,8m미만,25.0,전세,202202,7,5300,0,2012.0,공릉로46가길,202202~202302,신규,-,,,단독다가구,37.6265839,127.079934,2
2812,서울특별시 노원구 공릉동,1**,8m미만,23.1,전세,202202,7,8500,0,2004.0,화랑로51가길,-,-,-,,,단독다가구,37.624281,127.0901912,2
2814,서울특별시 노원구 상계동,1**,8m미만,19.8,전세,202202,7,6300,0,2007.0,한글비석로25길,202202~202402,신규,-,,,단독다가구,37.660592,127.0704148,5
2816,서울특별시 노원구 상계동,1**,8m미만,35.01,전세,202202,7,7000,0,1993.0,덕릉로109다길,-,-,-,,,단독다가구,37.6675343,127.0782961,6
2819,서울특별시 노원구 공릉동,3**,8m미만,30.0,전세,202202,7,8500,0,2003.0,동일로191길,202203~202303,신규,-,,,단독다가구,37.6249634,127.0715778,1
2820,서울특별시 노원구 공릉동,6**,12m미만,16.0,전세,202202,6,5000,0,2010.0,화랑로,-,-,-,,,단독다가구,35.8445072,129.214774,1
2821,서울특별시 노원구 공릉동,5**,8m미만,26.4,전세,202202,6,9000,0,2005.0,동일로182길,202202~202302,신규,-,,,단독다가구,37.6232947,127.0767745,1
2822,서울특별시 노원구 월계동,5**,8m미만,16.5,전세,202202,6,7500,0,2016.0,광운로15길,202203~202302,신규,-,,,단독다가구,37.622117,127.0610905,1
2823,서울특별시 노원구 공릉동,4**,8m미만,18.0,전세,202202,6,8500,0,2016.0,공릉로41가길,202202~202302,신규,-,,,단독다가구,37.6253401,127.0790324,2
2824,서울특별시 노원구 공릉동,3**,8m미만,12.0,전세,202202,6,8000,0,2016.0,공릉로27길,202202~202302,신규,-,,,단독다가구,37.6254985,127.0778742,1
2825,서울특별시 노원구 월계동,6*,8m미만,44.14,전세,202202,6,13000,0,1996.0,석계로9길,202203~202402,신규,-,,,단독다가구,37.6174686,127.0636803,1
2827,서울특별시 노원구 공릉동,1**,12m미만,19.8,전세,202202,6,10000,0,2013.0,화랑로51가길,202202~202208,신규,-,,,단독다가구,37.624281,127.0901912,2
2829,서울특별시 노원구 공릉동,5**,8m미만,18.18,전세,202202,6,4000,0,2012.0,동일로182길,-,-,-,,,단독다가구,37.6232947,127.0767745,1
2830,서울특별시 노원구 월계동,4**,8m미만,18.0,전세,202202,5,9000,0,2017.0,광운로7길,202202~202302,신규,-,,,단독다가구,37.6208683,127.0582248,1
2831,서울특별시 노원구 월계동,5**,8m미만,15.0,전세,202202,5,8500,0,2016.0,광운로15길,202202~202302,신규,-,,,단독다가구,37.622117,127.0610905,1
2832,서울특별시 노원구 월계동,4**,8m미만,14.0,전세,202202,5,8500,0,2017.0,광운로7길,202202~202302,신규,-,,,단독다가구,37.6208683,127.0582248,1
2833,서울특별시 노원구 월계동,3**,8m미만,20.0,전세,202202,5,8500,0,1998.0,광운로13길,202202~202302,신규,-,,,단독다가구,37.6212749,127.0582564,1
2834,서울특별시 노원구 월계동,4**,8m미만,26.4,전세,202202,5,5300,0,1978.0,석계로13길,-,-,-,,,단독다가구,37.6210577,127.0610978,1
2835,서울특별시 노원구 공릉동,4**,8m미만,18.0,전세,202202,5,5000,0,2016.0,공릉로41나길,-,-,-,,,단독다가구,37.6250551,127.0788344,2
2836,서울특별시 노원구 공릉동,4**,8m미만,16.0,전세,202202,5,8500,0,2016.0,공릉로43길,202202~202302,신규,-,,,단독다가구,37.6260856,127.0775972,1
2837,서울특별시 노원구 공릉동,4**,8m미만,16.0,전세,202202,5,7300,0,2015.0,공릉로41라길,202202~202302,신규,-,,,단독다가구,37.6252785,127.0781803,2
2838,서울특별시 노원구 공릉동,5**,8m미만,15.0,전세,202202,5,4000,0,2011.0,동일로186길,-,-,-,,,단독다가구,37.6253694,127.0752392,1
2839,서울특별시 노원구 공릉동,5**,8m미만,16.0,전세,202202,5,8000,0,2018.0,동일로186길,202202~202402,신규,-,,,단독다가구,37.6253694,127.0752392,1
2840,서울특별시 노원구 공릉동,5**,8m미만,14.0,전세,202202,5,9000,0,2017.0,동일로182길,-,-,-,,,단독다가구,37.6232947,127.0767745,1
2841,서울특별시 노원구 공릉동,3**,12m미만,13.4,전세,202202,5,9000,0,2018.0,동일로193길,202202~202302,신규,-,,,단독다가구,37.6260364,127.0719136,1
2842,서울특별시 노원구 공릉동,3**,8m미만,15.0,전세,202202,5,8000,0,2017.0,동일로190길,202202~202302,신규,-,,,단독다가구,37.6260773,127.0743212,1
2843,서울특별시 노원구 공릉동,5**,8m미만,18.0,전세,202202,5,8000,0,2011.0,동일로186길,-,-,-,,,단독다가구,37.6253694,127.0752392,1
2844,서울특별시 노원구 공릉동,3**,8m미만,15.0,전세,202202,5,9500,0,2017.0,동일로196길,202203~202302,신규,-,,,단독다가구,37.6282688,127.0742061,1
2845,서울특별시 노원구 공릉동,5**,8m미만,37.81,전세,202202,5,8000,0,1992.0,동일로182길,-,-,-,,,단독다가구,37.6232947,127.0767745,1
2846,서울특별시 노원구 공릉동,5**,12m미만,15.0,전세,202202,5,9000,0,2016.0,동일로176길,202202~202302,신규,-,,,단독다가구,37.6202735,127.0755948,1
2847,서울특별시 노원구 공릉동,5**,8m미만,49.0,전세,202202,5,19000,0,2012.0,동일로182길,202203~202403,신규,-,,,단독다가구,37.6232947,127.0767745,1
2848,서울특별시 노원구 공릉동,3**,8m미만,15.0,전세,202202,5,8000,0,2017.0,동일로190길,202202~202302,신규,-,,,단독다가구,37.6260773,127.0743212,1
2852,서울특별시 노원구 상계동,1**,8m미만,18.84,전세,202202,5,9500,0,2017.0,노원로26나길,202203~202302,신규,-,,,단독다가구,37.6538735,127.0699723,5
2853,서울특별시 노원구 상계동,3**,12m미만,24.0,전세,202202,5,8500,0,2014.0,상계로17길,-,-,-,,,단독다가구,37.6594505,127.0668279,5
2854,서울특별시 노원구 상계동,1***,8m미만,19.8,전세,202202,5,6000,0,2007.0,동일로237바길,-,-,-,,,단독다가구,37.6739881,127.050163,7
2855,서울특별시 노원구 상계동,1***,8m미만,21.09,전세,202202,5,8000,0,2010.0,동일로,-,-,-,,,단독다가구,37.5438351,127.0649969,-1
2856,서울특별시 노원구 월계동,3**,8m미만,15.0,전세,202202,5,8000,0,2014.0,광운로15길,-,-,-,,,단독다가구,37.622117,127.0610905,1
2857,서울특별시 노원구 월계동,3**,8m미만,15.0,전세,202202,5,7500,0,2015.0,광운로13길,202202~202302,신규,-,,,단독다가구,37.6212749,127.0582564,1
2858,서울특별시 노원구 공릉동,4**,8m미만,16.0,전세,202202,4,8500,0,2016.0,공릉로43길,202202~202302,신규,-,,,단독다가구,37.6260856,127.0775972,1
2859,서울특별시 노원구 공릉동,4**,8m미만,51.74,전세,202202,4,17000,0,1990.0,공릉로,202202~202402,신규,-,,,단독다가구,37.6267844,127.078639,2
2860,서울특별시 노원구 월계동,3**,8m미만,16.53,전세,202202,4,10000,0,2017.0,광운로15길,202202~202302,-,-,,,단독다가구,37.622117,127.0610905,1
2862,서울특별시 노원구 하계동,1**,12m미만,16.0,전세,202202,4,8500,0,2010.0,공릉로58길,202202~202302,신규,-,,,단독다가구,37.6359258,127.0747629,3
2863,서울특별시 노원구 하계동,6*,8m미만,49.59,전세,202202,4,15000,0,1996.0,공릉로62가길,202203~202403,신규,-,,,단독다가구,37.6364334,127.072365,3
2864,서울특별시 노원구 공릉동,5**,12m미만,18.18,전세,202202,4,10000,0,2017.0,동일로178길,202202~202402,신규,-,,,단독다가구,37.6218701,127.0756461,1
2865,서울특별시 노원구 공릉동,6**,12m미만,15.0,전세,202202,4,5000,0,2010.0,화랑로,-,-,-,,,단독다가구,35.8445072,129.214774,1
2866,서울특별시 노원구 공릉동,5**,8m미만,25.0,전세,202202,4,7500,0,1983.0,동일로190길,202202~202302,신규,-,,,단독다가구,37.6260773,127.0743212,1
2867,서울특별시 노원구 공릉동,5**,8m미만,14.0,전세,202202,4,8000,0,2017.0,동일로184길,202203~202402,신규,-,,,단독다가구,37.6243513,127.0758936,1
2868,서울특별시 노원구 공릉동,4**,8m미만,18.18,전세,202202,4,7500,0,2015.0,공릉로41가길,202202~202302,신규,-,,,단독다가구,37.6253401,127.0790324,2
2869,서울특별시 노원구 공릉동,4**,8m미만,16.0,전세,202202,4,7300,0,2015.0,공릉로41라길,202202~202302,신규,-,,,단독다가구,37.6252785,127.0781803,2
2870,서울특별시 노원구 공릉동,4**,8m미만,16.0,전세,202202,4,8300,0,2015.0,공릉로41라길,202202~202302,신규,-,,,단독다가구,37.6252785,127.0781803,2
2871,서울특별시 노원구 공릉동,2**,12m미만,28.0,전세,202202,4,8400,0,2018.0,공릉로42길,-,-,-,,,단독다가구,37.6249855,127.0806081,2
2872,서울특별시 노원구 상계동,4**,12m미만,41.47,전세,202202,3,11000,0,1996.0,한글비석로47길,202202~202402,신규,-,,,단독다가구,37.6620354,127.0667451,5
2875,서울특별시 노원구 공릉동,4**,8m미만,17.0,전세,202202,3,9000,0,2017.0,공릉로41다길,202202~202302,신규,-,,,단독다가구,37.6252888,127.0784778,2
2876,서울특별시 노원구 공릉동,4**,8m미만,17.0,전세,202202,3,7500,0,2016.0,공릉로41가길,202202~202302,신규,-,,,단독다가구,37.6253401,127.0790324,2
2877,서울특별시 노원구 월계동,4**,8m미만,19.8,전세,202202,3,8000,0,1977.0,광운로10길,-,-,-,,,단독다가구,37.6206879,127.059636,1
2878,서울특별시 노원구 월계동,3**,8m미만,15.0,전세,202202,3,7500,0,2016.0,광운로15길,202202~202302,신규,-,,,단독다가구,37.622117,127.0610905,1
2879,서울특별시 노원구 월계동,4**,8m미만,15.0,전세,202202,3,8500,0,2017.0,광운로7길,202202~202302,신규,-,,,단독다가구,37.6208683,127.0582248,1
2880,서울특별시 노원구 월계동,5**,8m미만,13.1,전세,202202,3,8500,0,2009.0,광운로15길,202202~202302,신규,-,,,단독다가구,37.622117,127.0610905,1
2881,서울특별시 노원구 월계동,2**,8m미만,18.0,전세,202202,3,8500,0,2009.0,초안산로2길,202202~202302,신규,-,,,단독다가구,37.6328311,127.0574633,1
2882,서울특별시 노원구 월계동,2**,8m미만,18.0,전세,202202,3,8500,0,2009.0,초안산로2길,-,-,-,,,단독다가구,37.6328311,127.0574633,1
2884,서울특별시 노원구 공릉동,5**,12m미만,18.15,전세,202202,3,10000,0,2017.0,동일로178길,202202~202402,신규,-,,,단독다가구,37.6218701,127.0756461,1
2885,서울특별시 노원구 공릉동,5**,12m미만,30.0,전세,202202,3,3000,0,1996.0,동일로182길,-,-,-,,,단독다가구,37.6232947,127.0767745,1
2886,서울특별시 노원구 공릉동,5**,8m미만,20.0,전세,202202,3,7500,0,1983.0,동일로190길,202203~202303,신규,-,,,단독다가구,37.6260773,127.0743212,1
2887,서울특별시 노원구 공릉동,6**,25m미만,40.0,전세,202202,3,14000,0,1990.0,섬밭로,202203~202403,신규,-,,,단독다가구,37.62053,127.07204,1
2888,서울특별시 노원구 공릉동,5**,8m미만,15.0,전세,202202,3,8500,0,2014.0,동일로182길,202202~202302,신규,-,,,단독다가구,37.6232947,127.0767745,1
2889,서울특별시 노원구 공릉동,5**,8m미만,20.0,전세,202202,3,7300,0,2015.0,동일로184길,202202~202302,신규,-,,,단독다가구,37.6243513,127.0758936,1
2890,서울특별시 노원구 공릉동,5**,12m미만,17.0,전세,202202,3,7000,0,2008.0,동일로178길,202202~202402,신규,-,,,단독다가구,37.6218701,127.0756461,1
2891,서울특별시 노원구 공릉동,6**,25m미만,40.0,전세,202202,3,14000,0,1990.0,섬밭로,202203~202403,신규,-,,,단독다가구,37.62053,127.07204,1
2894,서울특별시 노원구 상계동,6*,-,19.8,전세,202202,3,8300,0,,덕릉로124길,202203~202403,신규,-,,,단독다가구,37.6695257,127.0831815,6
2897,서울특별시 노원구 공릉동,4**,8m미만,25.0,전세,202202,3,6300,0,2012.0,공릉로46가길,-,-,-,,,단독다가구,37.6265839,127.079934,2
2898,서울특별시 노원구 상계동,1**,12m미만,30.0,전세,202202,3,11500,0,1988.0,상계로12길,202202~202302,신규,-,,,단독다가구,37.6569931,127.0698842,5
2899,서울특별시 노원구 상계동,3**,12m미만,46.6,전세,202202,3,10000,0,1985.0,상계로24길,202202~202402,신규,-,,,단독다가구,37.6578262,127.0699275,5
2900,서울특별시 노원구 상계동,3**,8m미만,25.0,전세,202202,3,2700,0,1991.0,상계로24길,-,-,-,,,단독다가구,37.6578262,127.0699275,5
2901,서울특별시 노원구 하계동,1**,12m미만,21.0,전세,202202,3,10000,0,2014.0,공릉로58길,202202~202402,신규,-,,,단독다가구,37.6359258,127.0747629,3
2902,서울특별시 노원구 하계동,1**,12m미만,16.0,전세,202202,3,9000,0,2010.0,공릉로58길,202202~202402,신규,-,,,단독다가구,37.6359258,127.0747629,3
2905,서울특별시 노원구 공릉동,5**,12m미만,20.0,전세,202202,2,7000,0,2008.0,동일로178길,202202~202402,신규,-,,,단독다가구,37.6218701,127.0756461,1
2906,서울특별시 노원구 하계동,1**,12m미만,18.0,전세,202201,31,10500,0,1992.0,공릉로58길,202202~202302,신규,-,,,단독다가구,37.6359258,127.0747629,3
2907,서울특별시 노원구 공릉동,4**,8m미만,16.0,전세,202201,30,7300,0,2015.0,공릉로41라길,202202~202302,신규,-,,,단독다가구,37.6252785,127.0781803,2
2908,서울특별시 노원구 공릉동,5**,8m미만,20.0,전세,202201,30,5500,0,2014.0,동일로186길,-,-,-,,,단독다가구,37.6253694,127.0752392,1
2909,서울특별시 노원구 월계동,2**,8m미만,18.0,전세,202201,29,8500,0,2009.0,초안산로2길,202202~202302,신규,-,,,단독다가구,37.6328311,127.0574633,1
2910,서울특별시 노원구 월계동,3**,8m미만,15.0,전세,202201,29,7500,0,2016.0,광운로15길,202203~202402,신규,-,,,단독다가구,37.622117,127.0610905,1
2911,서울특별시 노원구 월계동,5**,8m미만,34.0,전세,202201,29,9000,0,1991.0,월계로44가길,202202~202402,신규,-,,,단독다가구,37.6235021,127.052897,1
2912,서울특별시 노원구 하계동,7*,12m미만,19.8,전세,202201,29,9500,0,2007.0,공릉로58길,202202~202402,신규,-,,,단독다가구,37.6359258,127.0747629,3
2913,서울특별시 노원구 공릉동,5**,8m미만,18.0,전세,202201,29,8000,0,2013.0,동일로182길,202202~202302,신규,-,,,단독다가구,37.6232947,127.0767745,1
2914,서울특별시 노원구 공릉동,5**,12m미만,26.0,전세,202201,29,9500,0,2002.0,동일로176길,202202~202402,신규,-,,,단독다가구,37.6202735,127.0755948,1
2916,서울특별시 노원구 공릉동,5**,8m미만,17.0,전세,202201,29,7500,0,2015.0,동일로184길,202202~202302,신규,-,,,단독다가구,37.6243513,127.0758936,1
2917,서울특별시 노원구 하계동,7*,12m미만,14.8,전세,202201,29,7500,0,1997.0,공릉로58길,202202~202302,신규,-,,,단독다가구,37.6359258,127.0747629,3
2918,서울특별시 노원구 상계동,1**,8m미만,20.0,전세,202201,29,11500,0,2018.0,노원로32길,202202~202402,신규,-,,,단독다가구,37.6556761,127.0687266,5
2920,서울특별시 노원구 월계동,2**,8m미만,18.0,전세,202201,29,8500,0,2009.0,초안산로2길,-,-,-,,,단독다가구,37.6328311,127.0574633,1
2921,서울특별시 노원구 공릉동,5**,8m미만,20.0,전세,202201,28,8500,0,2012.0,동일로186길,202202~202302,신규,-,,,단독다가구,37.6253484,127.075036,1
2923,서울특별시 노원구 공릉동,5**,8m미만,18.3,전세,202201,28,10000,0,2013.0,동일로,202202~202402,신규,-,,,단독다가구,37.5620971,127.0751968,-1
2924,서울특별시 노원구 공릉동,5**,12m미만,44.5,전세,202201,28,9000,0,1997.0,동일로176길,202202~202302,신규,-,,,단독다가구,37.6202735,127.0755948,1
2925,서울특별시 노원구 공릉동,5**,8m미만,18.0,전세,202201,28,8000,0,2017.0,동일로186길,202202~202302,신규,-,,,단독다가구,37.6253484,127.075036,1
2926,서울특별시 노원구 상계동,4**,8m미만,37.0,전세,202201,28,10000,0,1984.0,한글비석로49길,202202~202402,신규,-,,,단독다가구,37.6615564,127.0656972,5
2927,서울특별시 노원구 월계동,3**,8m미만,14.0,전세,202201,28,5250,0,2016.0,광운로17길,-,-,-,,,단독다가구,37.6224818,127.0579185,1
2928,서울특별시 노원구 월계동,4**,8m미만,18.0,전세,202201,28,9000,0,2015.0,광운로7길,202202~202302,신규,-,,,단독다가구,37.6208683,127.0582248,1
2929,서울특별시 노원구 월계동,3**,8m미만,39.0,전세,202201,28,8000,0,1995.0,광운로19가길,-,-,-,,,단독다가구,37.6247424,127.0592915,1
2930,서울특별시 노원구 월계동,3**,8m미만,14.0,전세,202201,28,5250,0,2016.0,광운로17길,-,-,-,,,단독다가구,37.6224818,127.0579185,1
2931,서울특별시 노원구 상계동,4**,8m미만,48.0,전세,202201,27,11000,0,1995.0,노원로34길,202203~202403,신규,-,,,단독다가구,37.6615564,127.0656972,5
2934,서울특별시 노원구 상계동,1***,8m미만,49.0,전세,202201,27,8000,0,1997.0,동일로242길,202202~202402,신규,-,,,단독다가구,37.6750178,127.0581354,7
2936,서울특별시 노원구 공릉동,3**,8m미만,20.0,전세,202201,27,6500,0,,공릉로39길,-,-,-,,,단독다가구,37.6237527,127.0782212,2
2937,서울특별시 노원구 공릉동,3**,8m미만,20.0,전세,202201,27,10000,0,,공릉로27길,202202~202302,신규,-,,,단독다가구,37.6254985,127.0778742,1
2938,서울특별시 노원구 공릉동,4**,8m미만,18.18,전세,202201,27,9000,0,2017.0,공릉로41다길,202202~202302,신규,-,,,단독다가구,37.6252888,127.0784778,2
2939,서울특별시 노원구 공릉동,5**,8m미만,20.0,전세,202201,27,8500,0,2012.0,동일로186길,202202~202302,신규,-,,,단독다가구,37.6253484,127.075036,1
2940,서울특별시 노원구 월계동,3**,8m미만,17.0,전세,202201,27,8500,0,2010.0,광운로19가길,202202~202302,신규,-,,,단독다가구,37.6247424,127.0592915,1
2943,서울특별시 노원구 하계동,1**,12m미만,18.0,전세,202201,26,9000,0,2010.0,공릉로58길,202202~202402,신규,-,,,단독다가구,37.633224,127.0725796,1
2944,서울특별시 노원구 하계동,1**,12m미만,18.0,전세,202201,26,9000,0,2010.0,공릉로58길,202202~202402,신규,-,,,단독다가구,37.633224,127.0725796,1
2945,서울특별시 노원구 공릉동,3**,8m미만,18.0,전세,202201,26,7500,0,2014.0,공릉로41마길,202202~202302,신규,-,,,단독다가구,37.6252697,127.0779284,1
2946,서울특별시 노원구 공릉동,5**,8m미만,20.0,전세,202201,26,7000,0,2011.0,동일로182길,-,-,-,,,단독다가구,37.6238518,127.0760651,1
2947,서울특별시 노원구 공릉동,3**,8m미만,15.0,전세,202201,26,8000,0,2017.0,동일로190길,-,-,-,,,단독다가구,37.6266931,127.0757284,1
2948,서울특별시 노원구 공릉동,3**,8m미만,15.0,전세,202201,26,9000,0,2017.0,동일로193가길,202202~202302,신규,-,,,단독다가구,37.6273545,127.0712983,1
2949,서울특별시 노원구 월계동,2**,8m미만,18.0,전세,202201,26,8500,0,2009.0,초안산로2길,202202~202302,신규,-,,,단독다가구,37.6338158,127.0582095,1
2951,서울특별시 노원구 월계동,6*,8m미만,37.51,전세,202201,26,9000,0,1992.0,석계로8길,202202~202402,신규,-,,,단독다가구,37.6155459,127.0652096,-1
2952,서울특별시 노원구 월계동,3**,8m미만,17.0,전세,202201,26,7000,0,2017.0,광운로19길,-,-,-,,,단독다가구,37.623384,127.0595057,1
2953,서울특별시 노원구 공릉동,5**,8m미만,14.0,전세,202201,26,9000,0,2017.0,동일로180길,202202~202302,신규,-,,,단독다가구,37.622504,127.0759676,1
2954,서울특별시 노원구 공릉동,4**,8m미만,23.0,전세,202201,26,12000,0,2017.0,공릉로43가길,202202~202302,신규,-,,,단독다가구,37.626768,127.078373,2
2955,서울특별시 노원구 상계동,1***,8m미만,20.0,전세,202201,26,7000,0,1997.0,동일로241가길,-,-,-,,,단독다가구,37.6760797,127.0529384,7
2956,서울특별시 노원구 상계동,1***,8m미만,50.0,전세,202201,26,18000,0,2019.0,동일로242가길,202203~202403,신규,-,,,단독다가구,37.6772303,127.0562358,7
2958,서울특별시 노원구 상계동,4**,8m미만,29.0,전세,202201,26,6300,0,1994.0,한글비석로47길,-,-,-,,,단독다가구,37.6597828,127.0660447,5
2959,서울특별시 노원구 상계동,1**,8m미만,30.0,전세,202201,26,6000,0,1991.0,덕릉로109다길,-,-,-,,,단독다가구,37.6678735,127.0775511,5
2961,서울특별시 노원구 중계동,2*,8m미만,56.88,전세,202201,25,12000,0,2016.0,중계로6길,202203~202403,신규,-,,,단독다가구,37.6445788,127.0889117,4
2962,서울특별시 노원구 상계동,1**,12m미만,21.48,전세,202201,25,9000,0,2010.0,한글비석로23길,202202~202402,신규,-,,,단독다가구,37.6599084,127.0711803,5
2963,서울특별시 노원구 하계동,7*,12m미만,17.1,전세,202201,25,8500,0,1997.0,공릉로58길,202202~202302,신규,-,,,단독다가구,37.633224,127.0725796,1
