NO,시군구,번지,본번,부번,건물명,전월세구분,전용면적(㎡),계약년월,계약일,보증금(만원),월세금(만원),층,건축년도,도로명,계약기간,계약구분,갱신요구권 사용,종전계약 보증금(만원),종전계약 월세(만원),주택유형
134,서울특별시 송파구 잠실동,337-4,337,4,라인빌(337-4),전세,47.75,202312,28,"28,000",0,3,2003,백제고분로20길 7-5,202402~202602,신규,-,,,연립다세대
135,서울특별시 송파구 거여동,561-10,561,10,우일주택,월세,61.3,202312,28,"1,000",65,3,2003,오금로56길 17-2,202312~202512,신규,-,,,연립다세대
136,서울특별시 송파구 삼전동,04월 29일,29,4,창원빌라트,월세,22.04,202312,28,"5,000",34,3,2003,백제고분로22길 8-10,202402~202602,신규,-,,,연립다세대
137,서울특별시 송파구 삼전동,Jan-32,32,1,(32-1),월세,22.42,202312,28,"12,000",20,2,2003,백제고분로22길 16-17,202402~202602,신규,-,,,연립다세대
138,서울특별시 송파구 삼전동,Jan-32,32,1,(32-1),월세,22.42,202312,28,"12,000",20,2,2003,백제고분로22길 16-17,202402~202602,신규,-,,,연립다세대
139,서울특별시 송파구 가락동,Apr-75,75,4,라이프펠리스5차,월세,19.435,202312,28,"16,500",16,3,2017,송이로20길 4-13,202402~202602,신규,-,,,연립다세대
140,서울특별시 송파구 가락동,Feb-48,48,2,(48-2),월세,46.33,202312,28,"13,000",45,3,1988,오금로36길 70-9,202401~202601,갱신,-,"13,000",50,연립다세대
141,서울특별시 송파구 가락동,11월 16일,11,16,목화빌라2,전세,61.74,202312,28,"30,000",0,2,2002,송이로17길 58-13,202401~202512,갱신,-,"30,000",50,연립다세대
142,서울특별시 송파구 풍납동,398-5,398,5,민현주택,월세,28.64,202312,28,"9,000",31,2,2012,강동대로7길 19,202402~202602,신규,-,,,연립다세대
143,서울특별시 송파구 석촌동,271-20,271,20,트윈빌Ⅱ,월세,78.81,202312,28,"3,000",61,3,2005,가락로11길 6-9,202401~202601,갱신,사용,"3,000",61,연립다세대
144,서울특별시 송파구 석촌동,270-2,270,2,한진빌라,월세,46.3,202312,28,"9,400",50,3,2003,가락로13길 16,-,-,-,,,연립다세대
145,서울특별시 송파구 석촌동,257-10,257,10,(257-10),월세,55.92,202312,28,"24,100",5,3,2004,가락로11길 5-10,202402~202602,신규,-,,,연립다세대
146,서울특별시 송파구 송파동,14-14,14,14,한성그린빌,월세,51.26,202312,28,"25,000",30,2,2003,송파대로44길 11,202401~202601,신규,-,,,연립다세대
147,서울특별시 송파구 풍납동,403-6,403,6,토성빌라,월세,48.25,202312,28,"3,000",68,1,1992,올림픽로47길 24,202402~202602,신규,-,,,연립다세대
148,서울특별시 송파구 삼전동,06월 08일,6,8,도리빌딩,월세,17.14,202312,28,500,63,3,2016,백제고분로21길 15,202401~202601,신규,-,,,연립다세대
149,서울특별시 송파구 잠실동,247-10,247,10,경근빌딩,전세,125.14,202312,28,"30,500",0,4,2006,백제고분로19길 14,-,-,-,,,연립다세대
150,서울특별시 송파구 문정동,105-13,105,13,에스비펠리채,전세,41.06,202312,28,"39,000",0,5,2019,새말로15길 16-16,-,-,-,,,연립다세대
151,서울특별시 송파구 문정동,106-14,106,14,(106-14),월세,18.93,202312,28,"1,000",80,4,2014,새말로15길 22,202312~202512,신규,-,,,연립다세대
152,서울특별시 송파구 마천동,90-27,90,27,메이저하이츠,월세,54.43,202312,28,"2,000",55,5,2003,성내천로 198,202312~202512,갱신,사용,"2,000",55,연립다세대
153,서울특별시 송파구 마천동,25-15,25,15,JSHAUS,월세,21.03,202312,28,"1,000",65,5,2020,마천로33길 3-12,202401~202601,갱신,-,550,65,연립다세대
154,서울특별시 송파구 마천동,82-13,82,13,모던하우스,전세,42.6,202312,27,"16,000",0,4,2006,마천로43길 34-10,202402~202602,신규,-,,,연립다세대
155,서울특별시 송파구 마천동,May-88,88,5,(88-5),전세,36.78,202312,27,"16,500",0,2,2016,마천로39길 34,202402~202602,신규,-,,,연립다세대
156,서울특별시 송파구 마천동,82-13,82,13,모던하우스,전세,42.6,202312,27,"16,000",0,4,2006,마천로43길 34-10,202402~202602,신규,-,,,연립다세대
157,서울특별시 송파구 거여동,10월 11일,10,11,신여명,전세,57.18,202312,27,"27,000",0,3,2014,거마로7길 36,202402~202602,신규,-,,,연립다세대
158,서울특별시 송파구 풍납동,393-11,393,11,포유어하우스,월세,20.58,202312,27,"6,000",20,3,2002,강동대로7길 7,202312~202512,갱신,-,"6,000",20,연립다세대
159,서울특별시 송파구 석촌동,252-5,252,5,서도휴빌,월세,47.14,202312,27,"20,372",22,2,2020,가락로 68,202312~202603,신규,-,,,연립다세대
160,서울특별시 송파구 가락동,04월 05일,4,5,가락e-haus,월세,23.45,202312,27,"1,000",60,2,2002,오금로34길 4-13,202312~202512,신규,-,,,연립다세대
161,서울특별시 송파구 송파동,Oct-52,52,10,Oct-52,월세,20.5,202312,27,"10,000",60,3,2021,백제고분로45길 18-16,202401~202601,갱신,-,"10,000",60,연립다세대
