NO,시군구,번지,본번,부번,단지명,전월세구분,전용면적(㎡),계약년월,계약일,보증금(만원),월세금(만원),층,건축년도,도로명,계약기간,계약구분,갱신요구권 사용,종전계약 보증금(만원),종전계약 월세(만원)
22,서울특별시 송파구 방이동,43,43,0,대명벨리온,전세,16.61,202212,30,"18,000",0,15,2017, ,202301~202501,신규,-,,
23,서울특별시 송파구 방이동,47,47,0,잠실헤리츠,월세,16.43,202212,30,"1,000",68,5,2017, ,202301~202401,갱신,-,"1,000",65
24,서울특별시 송파구 방이동,Jun-49,49,6,잠실 더클래스원,월세,24.14,202212,30,820,54,6,2021,오금로11길 61,202212~202412,신규,-,,
25,서울특별시 송파구 잠실동,178-6,178,6,잠실 M타워,전세,17.17,202212,30,"16,170",0,4,2018,올림픽로8길 7,202301~202401,갱신,사용,"15,400",0
26,서울특별시 송파구 문정동,618,618,0,파크하비오,월세,25.12,202212,30,"1,000",77,15,, ,202301~202304,신규,-,,
27,서울특별시 송파구 문정동,652-5,652,5,문정 아이파크,전세,25.77,202212,30,"20,790",0,16,2017,법원로4길 6,202212~202412,갱신,사용,"19,800",0
28,서울특별시 송파구 문정동,652,652,0,송파법조타운푸르지오시티,월세,17.47,202212,30,"1,000",70,11,2018,법원로4길 5,202301~202401,갱신,-,"1,000",66
29,서울특별시 송파구 문정동,643-1,643,1,엠스테이트,월세,29.79,202212,30,"1,000",105,5,2016,법원로 114,202212~202312,신규,-,,
30,서울특별시 송파구 문정동,622,622,0,송파한화오벨리스크,월세,26.82,202212,30,"1,000",85,11,2013,충민로 5,202301~202402,갱신,-,"1,000",75
31,서울특별시 송파구 문정동,620,620,0,송파푸르지오시티,전세,30,202212,30,"23,000",0,15,2013,새말로 62,202301~202501,신규,-,,
32,서울특별시 송파구 문정동,622,622,0,송파한화오벨리스크,전세,29.99,202212,30,"23,000",0,14,2013,충민로 5,202301~202501,신규,-,,
33,서울특별시 송파구 방이동,50,50,0,잠실엘퍼스트오피스텔,전세,18.07,202212,30,"17,640",0,18,2019,백제고분로51길 7,202302~202502,신규,-,,
34,서울특별시 송파구 방이동,Jun-43,43,6,파크캐슬오피스텔,월세,23.41,202212,30,"1,000",95,5,2021,오금로11길 41,202301~202401,신규,-,,
35,서울특별시 송파구 방이동,Jun-49,49,6,잠실 더클래스원,월세,24.14,202212,30,820,52,5,2021,오금로11길 61,-,-,-,,
36,서울특별시 송파구 방이동,Jun-49,49,6,잠실 더클래스원,월세,24.14,202212,30,820,60,11,2021,오금로11길 61,202302~202502,신규,-,,
37,서울특별시 송파구 방이동,Jun-49,49,6,잠실 더클래스원,월세,24.14,202212,30,820,59,9,2021,오금로11길 61,202302~202502,신규,-,,
38,서울특별시 송파구 방이동,Jun-49,49,6,잠실 더클래스원,월세,24.14,202212,30,820,51,4,2021,오금로11길 61,202301~202501,신규,-,,
39,서울특별시 송파구 방이동,Jun-49,49,6,잠실 더클래스원,월세,24.14,202212,30,820,58,12,2021,오금로11길 61,202302~202502,신규,-,,
40,서울특별시 송파구 방이동,47,47,0,잠실헤리츠,월세,16.43,202212,29,"1,000",66,12,2017, ,202301~202401,갱신,사용,"1,000",63
41,서울특별시 송파구 방이동,47,47,0,잠실헤리츠,월세,20.97,202212,29,"1,000",83,3,2017, ,202302~202402,신규,-,,
42,서울특별시 송파구 방이동,43,43,0,대명벨리온,월세,17.12,202212,29,"1,000",75,17,2017, ,202212~202412,신규,-,,
43,서울특별시 송파구 방이동,43,43,0,대명벨리온,월세,17.32,202212,29,"1,000",75,13,2017, ,202212~202312,신규,-,,
44,서울특별시 송파구 문정동,652-2,652,2,문정 오벨리스크,전세,24.09,202212,29,"21,000",0,9,2018,송파대로 145,202302~202502,신규,-,,
45,서울특별시 송파구 방이동,47,47,0,잠실헤리츠,월세,16.43,202212,29,"1,000",70,10,2017, ,202301~202401,신규,-,,
46,서울특별시 송파구 방이동,Feb-48,48,2,어반로프트 올림픽파크,월세,20.36,202212,29,"8,000",55,3,2021,위례성대로2길 11,202301~202401,신규,-,,
47,서울특별시 송파구 방이동,Feb-48,48,2,어반로프트 올림픽파크,월세,18.36,202212,29,"2,000",80,5,2021,위례성대로2길 11,202212~202312,신규,-,,
48,서울특별시 송파구 문정동,622,622,0,송파한화오벨리스크,전세,26.82,202212,29,"21,500",0,13,2013,충민로 5,202302~202402,갱신,사용,"21,500",0
49,서울특별시 송파구 방이동,Jan-41,41,1,잠실파크웨이,월세,19.13,202212,29,500,84,10,2019,올림픽로34길 5-23,202302~202402,갱신,사용,500,80
50,서울특별시 송파구 문정동,622,622,0,송파한화오벨리스크,전세,29.99,202212,29,"22,000",0,4,2013,충민로 5,202301~202501,신규,-,,
51,서울특별시 송파구 문정동,622,622,0,송파한화오벨리스크,월세,76.74,202212,29,"10,000",167,12,2013,충민로 5,202302~202402,갱신,-,"10,000",157
52,서울특별시 송파구 문정동,622,622,0,송파한화오벨리스크,월세,26.82,202212,29,"1,000",69,11,2013,충민로 5,202301~202401,갱신,사용,"1,000",69
53,서울특별시 송파구 문정동,620,620,0,송파푸르지오시티,월세,30,202212,29,"1,000",90,5,2013,새말로 62,-,갱신,-,"1,000",88
54,서울특별시 송파구 문정동,624,624,0,송파 아이파크,월세,25.87,202212,29,"1,000",90,2,2015,법원로 55,202301~202401,신규,-,,
55,서울특별시 송파구 문정동,624,624,0,송파 아이파크,월세,29.83,202212,29,"20,000",9,10,2015,법원로 55,-,-,-,,
56,서울특별시 송파구 문정동,643-1,643,1,엠스테이트,월세,26.15,202212,29,"1,000",100,5,2016,법원로 114,202301~202401,신규,-,,
57,서울특별시 송파구 문정동,624,624,0,송파 아이파크,전세,38.8,202212,29,"30,000",0,10,2015,법원로 55,202302~202502,신규,-,,
58,서울특별시 송파구 문정동,624,624,0,송파 아이파크,월세,29.83,202212,29,"1,000",110,14,2015,법원로 55,202301~202401,신규,-,,
59,서울특별시 송파구 문정동,652-5,652,5,문정 아이파크,전세,25.77,202212,29,"21,500",0,16,2017,법원로4길 6,202301~202501,신규,-,,
60,서울특별시 송파구 문정동,652,652,0,송파법조타운푸르지오시티,전세,17.47,202212,29,"19,500",0,7,2018,법원로4길 5,202301~202501,신규,-,,
61,서울특별시 송파구 문정동,652-5,652,5,문정 아이파크,전세,22.89,202212,29,"20,500",0,10,2017,법원로4길 6,202302~202502,갱신,-,"21,000",0
62,서울특별시 송파구 방이동,Apr-49,49,4,아주리센 센트럴파크,월세,28.88,202212,29,"2,000",116,15,2018,오금로11길 55-8,202301~202401,갱신,사용,"2,000",110
63,서울특별시 송파구 방이동,Jun-49,49,6,잠실 더클래스원,월세,24.14,202212,29,"3,000",49,14,2021,오금로11길 61,202302~202502,신규,-,,
64,서울특별시 송파구 방이동,Jun-49,49,6,잠실 더클래스원,월세,24.14,202212,29,820,60,14,2021,오금로11길 61,-,-,-,,
65,서울특별시 송파구 방이동,Apr-49,49,4,아주리센 센트럴파크,월세,28.88,202212,29,"10,000",80,10,2018,오금로11길 55-8,202302~202402,신규,-,,
66,서울특별시 송파구 방이동,Jun-49,49,6,잠실 더클래스원,월세,24.14,202212,29,820,51,4,2021,오금로11길 61,202301~202501,신규,-,,
67,서울특별시 송파구 방이동,Jun-49,49,6,잠실 더클래스원,월세,24.14,202212,29,820,61,16,2021,오금로11길 61,202212~202412,신규,-,,
68,서울특별시 송파구 방이동,Apr-49,49,4,아주리센 센트럴파크,월세,28.88,202212,29,"10,000",78,14,2018,오금로11길 55-8,202301~202401,갱신,-,"1,000",92
69,서울특별시 송파구 방이동,Oct-51,51,10,성희파크빌,월세,19.78,202212,29,"4,000",73,8,2020,백제고분로 507,202302~202402,갱신,사용,"4,000",69
70,서울특별시 송파구 잠실동,40,40,0,갤러리아팰리스,월세,54.39,202212,29,"2,000",150,13,2005,올림픽로 212,202301~202401,신규,-,,
71,서울특별시 송파구 방이동,Jun-49,49,6,잠실 더클래스원,월세,18.52,202212,28,624,43,14,2021,오금로11길 61,202302~202502,신규,-,,
72,서울특별시 송파구 방이동,Jun-49,49,6,잠실 더클래스원,월세,24.14,202212,28,820,53,4,2021,오금로11길 61,202302~202502,신규,-,,
73,서울특별시 송파구 방이동,Jun-49,49,6,잠실 더클래스원,월세,24.14,202212,28,820,56,7,2021,오금로11길 61,202302~202502,신규,-,,
74,서울특별시 송파구 방이동,Jun-49,49,6,잠실 더클래스원,월세,24.14,202212,28,820,59,13,2021,오금로11길 61,202301~202501,신규,-,,
75,서울특별시 송파구 방이동,Jun-49,49,6,잠실 더클래스원,월세,24.14,202212,28,820,59,9,2021,오금로11길 61,-,-,-,,
76,서울특별시 송파구 문정동,620,620,0,송파푸르지오시티,월세,30,202212,28,"10,000",70,5,2013,새말로 62,202301~202401,갱신,-,"10,000",65
77,서울특별시 송파구 문정동,624,624,0,송파 아이파크,월세,29.88,202212,28,"1,000",100,6,2015,법원로 55,202302~202402,갱신,-,500,93
78,서울특별시 송파구 문정동,639-5,639,5,힐스테이트에코송파,월세,21.06,202212,28,500,73,3,2017,정의로7길 13,202302~202402,신규,-,,
79,서울특별시 송파구 송파동,58-15,58,15,트윈레이크팰리스빌,전세,37.07,202212,28,"28,300",0,8,2018,백제고분로45길 40,202301~202501,신규,-,,
80,서울특별시 송파구 거여동,603-1,603,1,수아주 오피스텔,월세,18.58,202212,28,"1,000",90,12,2022,위례송파로5길 18,202212~202309,신규,-,,
81,서울특별시 송파구 문정동,652-4,652,4,힐스테이트에코문정,전세,20.79,202212,28,"20,000",0,9,2018,법원로4길 10,202302~202502,신규,-,,
82,서울특별시 송파구 문정동,652-5,652,5,문정 아이파크,전세,25.77,202212,28,"22,000",0,8,2017,법원로4길 6,202301~202501,신규,-,,
83,서울특별시 송파구 문정동,652-5,652,5,문정 아이파크,월세,25.77,202212,28,"3,000",80,6,2017,법원로4길 6,202301~202401,신규,-,,
84,서울특별시 송파구 거여동,31-14,31,14,대영빌딩,월세,24.34,202212,28,"1,000",32,2,2002,오금로 524,202301~202501,신규,-,,
85,서울특별시 송파구 방이동,Oct-51,51,10,성희파크빌,전세,29.44,202212,28,"30,000",0,9,2020,백제고분로 507,202301~202501,신규,-,,
86,서울특별시 송파구 방이동,Aug-41,41,8,잠실 벨솔레 오피스텔,월세,29.33,202212,28,"11,000",58,6,2020,올림픽로34길 5-13,202301~202401,신규,-,,
87,서울특별시 송파구 방이동,Jun-49,49,6,잠실 더클래스원,월세,24.14,202212,28,820,63,11,2021,오금로11길 61,202212~202412,신규,-,,
88,서울특별시 송파구 문정동,643-1,643,1,엠스테이트,월세,27.81,202212,27,"3,000",68,11,2016,법원로 114,202301~202401,신규,-,,
89,서울특별시 송파구 문정동,652-5,652,5,문정 아이파크,월세,25.77,202212,27,"1,000",82,7,2017,법원로4길 6,202302~202402,갱신,-,"1,000",78
90,서울특별시 송파구 문정동,652-4,652,4,힐스테이트에코문정,전세,20.79,202212,27,"19,500",0,10,2018,법원로4길 10,202303~202403,갱신,-,"18,522",0
91,서울특별시 송파구 문정동,652-5,652,5,문정 아이파크,월세,22.89,202212,27,"1,000",85,13,2017,법원로4길 6,202301~202401,신규,-,,
92,서울특별시 송파구 문정동,639-5,639,5,힐스테이트에코송파,월세,21.06,202212,27,"3,000",70,5,2017,정의로7길 13,202302~202402,갱신,-,"3,000",50
93,서울특별시 송파구 방이동,Jan-41,41,1,잠실파크웨이,월세,19.13,202212,27,100,100,14,2019,올림픽로34길 5-23,202301~202304,신규,-,,
94,서울특별시 송파구 방이동,Jun-49,49,6,잠실 더클래스원,월세,24.14,202212,27,"4,900",39,11,2021,오금로11길 61,202301~202501,신규,-,,
95,서울특별시 송파구 방이동,Jun-49,49,6,잠실 더클래스원,월세,24.14,202212,27,820,60,11,2021,오금로11길 61,-,-,-,,
96,서울특별시 송파구 방이동,Jun-49,49,6,잠실 더클래스원,월세,24.14,202212,27,820,56,7,2021,오금로11길 61,202302~202502,신규,-,,
97,서울특별시 송파구 방이동,Jun-49,49,6,잠실 더클래스원,월세,24.14,202212,27,820,61,9,2021,오금로11길 61,202301~202501,신규,-,,
98,서울특별시 송파구 방이동,Jun-49,49,6,잠실 더클래스원,월세,18.52,202212,27,624,45,10,2021,오금로11길 61,202301~202501,신규,-,,
99,서울특별시 송파구 방이동,Jun-49,49,6,잠실 더클래스원,월세,24.14,202212,27,820,61,17,2021,오금로11길 61,202301~202501,신규,-,,
100,서울특별시 송파구 방이동,Jun-49,49,6,잠실 더클래스원,월세,24.14,202212,27,820,61,17,2021,오금로11길 61,202302~202502,신규,-,,
101,서울특별시 송파구 방이동,49,49,0,오르본 인투파크 오피스텔,전세,29.62,202212,27,"23,153",0,7,2018,오금로11길 55-22,202212~202312,갱신,사용,"22,050",0
102,서울특별시 송파구 거여동,603-1,603,1,수아주 오피스텔,월세,18.58,202212,27,"12,000",40,15,2022,위례송파로5길 18,202302~202502,신규,-,,
103,서울특별시 송파구 문정동,652-2,652,2,문정 오벨리스크,전세,27.44,202212,27,"22,500",0,5,2018,송파대로 145,202301~202501,신규,-,,
104,서울특별시 송파구 문정동,620,620,0,송파푸르지오시티,월세,29.63,202212,27,"1,000",86,14,2013,새말로 62,-,-,-,,
105,서울특별시 송파구 잠실동,176,176,0,잠실 포레디움,월세,15.31,202212,27,"1,000",65,12,2019,올림픽로8길 4-11,202212~202312,갱신,-,"1,000",62
106,서울특별시 송파구 오금동,Apr-45,45,4,동인트루빌오피스텔,월세,36.15,202212,27,"4,000",70,4,2003,오금로35길 8,202301~202501,신규,-,,
107,서울특별시 송파구 문정동,643-1,643,1,엠스테이트,월세,26.15,202212,27,"1,000",85,8,2016,법원로 114,202212~202312,신규,-,,
108,서울특별시 송파구 문정동,624,624,0,송파 아이파크,월세,25.87,202212,27,500,76,4,2015,법원로 55,202212~202312,신규,-,,
109,서울특별시 송파구 문정동,652-2,652,2,문정 오벨리스크,월세,27.66,202212,26,"1,000",94,12,2018,송파대로 145,202303~202403,갱신,-,"1,000",90
110,서울특별시 송파구 방이동,02월 28일,28,2,엘루이시티,전세,17.45,202212,26,"19,000",0,7,2019, ,202301~202501,신규,-,,
111,서울특별시 송파구 문정동,652-5,652,5,문정 아이파크,월세,22.4,202212,26,"10,000",50,13,2017,법원로4길 6,202301~202401,신규,-,,
112,서울특별시 송파구 문정동,652,652,0,송파법조타운푸르지오시티,전세,20.45,202212,26,"20,000",0,11,2018,법원로4길 5,202301~202501,신규,-,,
113,서울특별시 송파구 방이동,49,49,0,오르본 인투파크 오피스텔,전세,29,202212,26,"28,000",0,17,2018,오금로11길 55-22,202301~202501,신규,-,,
114,서울특별시 송파구 방이동,Apr-35,35,4,I-SPACE 잠실2,월세,29.6,202212,26,"1,000",70,10,2003,올림픽로 354,202301~202501,신규,-,,
115,서울특별시 송파구 문정동,652-5,652,5,문정 아이파크,전세,25.77,202212,26,"19,800",0,9,2017,법원로4길 6,202301~202401,갱신,-,"17,600",0
116,서울특별시 송파구 문정동,643-1,643,1,엠스테이트,월세,32.43,202212,26,"1,000",93,8,2016,법원로 114,202301~202401,신규,-,,
117,서울특별시 송파구 문정동,620,620,0,송파푸르지오시티,전세,24.75,202212,26,"19,000",0,6,2013,새말로 62,202301~202501,신규,-,,
118,서울특별시 송파구 문정동,622,622,0,송파한화오벨리스크,전세,24.66,202212,26,"20,600",0,2,2013,충민로 5,202302~202502,신규,-,,
119,서울특별시 송파구 문정동,639-5,639,5,힐스테이트에코송파,월세,21.06,202212,26,300,59,4,2017,정의로7길 13,202301~202401,신규,-,,
120,서울특별시 송파구 문정동,639-5,639,5,힐스테이트에코송파,월세,21.06,202212,26,"3,000",59,4,2017,정의로7길 13,202301~202401,신규,-,,
121,서울특별시 송파구 문정동,652-2,652,2,문정 오벨리스크,전세,24.27,202212,26,"22,000",0,10,2018,송파대로 145,202301~202501,신규,-,,
122,서울특별시 송파구 잠실동,178-6,178,6,잠실 M타워,월세,17.17,202212,26,"10,000",22,7,2018,올림픽로8길 7,202302~202502,갱신,-,"14,500",0
123,서울특별시 송파구 문정동,622,622,0,송파한화오벨리스크,월세,29.99,202212,26,"15,000",45,13,2013,충민로 5,202301~202401,갱신,-,"15,000",40
124,서울특별시 송파구 문정동,618,618,0,파크하비오,전세,48.96,202212,26,"33,000",0,6,, ,202301~202501,신규,-,,
125,서울특별시 송파구 잠실동,250,250,0,뜨레피움2차,전세,22.93,202212,26,"25,000",0,7,2019,백제고분로19길 4,202301~202501,신규,-,,
126,서울특별시 송파구 잠실동,40,40,0,갤러리아팰리스,월세,43.84,202212,26,"1,000",140,11,2005,올림픽로 212,202301~202401,신규,-,,
127,서울특별시 송파구 문정동,622,622,0,송파한화오벨리스크,월세,29.99,202212,24,"6,000",55,4,2013,충민로 5,202302~202502,갱신,-,"6,000",55
128,서울특별시 송파구 거여동,605,605,0,휴먼빌 시티,전세,24.15,202212,24,"17,500",0,4,2020, ,202301~202501,신규,-,,
129,서울특별시 송파구 문정동,618,618,0,파크하비오,전세,48.96,202212,24,"36,000",0,10,, ,202301~202501,신규,-,,
130,서울특별시 송파구 문정동,652-4,652,4,힐스테이트에코문정,월세,20.79,202212,24,"5,000",68,9,2018,법원로4길 10,202212~202312,신규,-,,
131,서울특별시 송파구 문정동,652-4,652,4,힐스테이트에코문정,전세,20.79,202212,24,"21,000",0,8,2018,법원로4길 10,202301~202501,신규,-,,
132,서울특별시 송파구 문정동,643-1,643,1,엠스테이트,월세,26.15,202212,24,"1,000",73,4,2016,법원로 114,202301~202309,신규,-,,
133,서울특별시 송파구 문정동,620,620,0,송파푸르지오시티,전세,30,202212,24,"24,500",0,3,2013,새말로 62,202303~202403,갱신,사용,"23,500",0
134,서울특별시 송파구 문정동,622,622,0,송파한화오벨리스크,월세,29.68,202212,24,"10,000",57,2,2013,충민로 5,202212~202312,신규,-,,
135,서울특별시 송파구 잠실동,40,40,0,갤러리아팰리스,월세,43.84,202212,24,"22,000",67,9,2005,올림픽로 212,202212~202412,갱신,사용,"22,000",60
136,서울특별시 송파구 잠실동,178-6,178,6,잠실 M타워,전세,17.17,202212,24,"18,500",0,13,2018,올림픽로8길 7,202302~202502,신규,-,,
137,서울특별시 송파구 방이동,50,50,0,잠실엘퍼스트오피스텔,월세,18.07,202212,24,"10,000",55,18,2019,백제고분로51길 7,202302~202402,신규,-,,
138,서울특별시 송파구 방이동,Feb-43,43,2,잠실 트리움,월세,29.59,202212,24,"2,000",104,7,2019,오금로11길 43,202212~202312,신규,-,,
139,서울특별시 송파구 방이동,Apr-49,49,4,아주리센 센트럴파크,월세,28.88,202212,24,"10,000",73,9,2018,오금로11길 55-8,202301~202401,신규,-,,
140,서울특별시 송파구 방이동,49,49,0,오르본 인투파크 오피스텔,월세,29,202212,24,"1,000",95,2,2018,오금로11길 55-22,202302~202402,신규,-,,
141,서울특별시 송파구 방이동,Jan-41,41,1,잠실파크웨이,월세,19.13,202212,24,"1,000",80,16,2019,올림픽로34길 5-23,202301~202401,갱신,사용,"1,000",77
142,서울특별시 송파구 방이동,47,47,0,잠실헤리츠,월세,18.22,202212,24,"1,000",74,12,2017, ,202302~202402,갱신,사용,"1,000",70
143,서울특별시 송파구 가락동,Jan-78,78,1,한화오벨리스크,월세,30.34,202212,24,"1,000",70,10,2004,중대로 127,202301~202401,신규,-,,
144,서울특별시 송파구 문정동,624,624,0,송파 아이파크,전세,29.83,202212,23,"25,800",0,8,2015,법원로 55,202302~202502,신규,-,,
145,서울특별시 송파구 신천동,11월 04일,11,4,잠실 푸르지오 월드마크,월세,77.59,202212,23,"3,000",270,5,2013,올림픽로35가길 9,202212~202312,신규,-,,
146,서울특별시 송파구 문정동,622,622,0,송파한화오벨리스크,전세,29.99,202212,23,"21,500",0,12,2013,충민로 5,202301~202501,신규,-,,
147,서울특별시 송파구 문정동,622,622,0,송파한화오벨리스크,월세,25.88,202212,23,"1,000",84,15,2013,충민로 5,202301~202401,갱신,-,"1,000",80
148,서울특별시 송파구 문정동,624,624,0,송파 아이파크,전세,29.83,202212,23,"25,000",0,8,2015,법원로 55,202212~202302,갱신,-,"25,000",0
149,서울특별시 송파구 방이동,47,47,0,잠실헤리츠,월세,16.43,202212,23,"1,000",66,10,2017, ,202212~202312,신규,-,,
150,서울특별시 송파구 방이동,02월 28일,28,2,엘루이시티,월세,17.45,202212,23,"3,700",58,4,2019, ,202212~202312,신규,-,,
151,서울특별시 송파구 방이동,Jan-41,41,1,잠실파크웨이,월세,19.13,202212,23,"1,000",77,4,2019,올림픽로34길 5-23,202301~202401,신규,-,,
152,서울특별시 송파구 방이동,49,49,0,오르본 인투파크 오피스텔,전세,29.62,202212,23,"22,000",0,4,2018,오금로11길 55-22,-,-,-,,
153,서울특별시 송파구 문정동,643-1,643,1,엠스테이트,전세,26.15,202212,23,"22,000",0,10,2016,법원로 114,202301~202501,신규,-,,
154,서울특별시 송파구 송파동,06월 17일,17,6,(17-6),월세,29.48,202212,23,"2,000",62,2,2004,백제고분로41길 7-16,202212~202412,신규,-,,
155,서울특별시 송파구 방이동,Sep-49,49,9,(49-9),전세,16.01,202212,22,"20,000",0,12,2021, ,202302~202502,신규,-,,
156,서울특별시 송파구 문정동,639-5,639,5,힐스테이트에코송파,전세,34.97,202212,22,"34,100",0,11,2017,정의로7길 13,202302~202402,갱신,-,"34,100",0
157,서울특별시 송파구 방이동,43,43,0,대명벨리온,월세,17.32,202212,22,"1,000",75,10,2017, ,202212~202312,신규,-,,
158,서울특별시 송파구 방이동,Feb-46,46,2,사보이시티잠실,월세,23.3,202212,22,"1,000",93,13,2021,오금로11길 45,-,-,-,,
159,서울특별시 송파구 방이동,Feb-46,46,2,사보이시티잠실,전세,21.93,202212,22,"26,000",0,18,2021,오금로11길 45,202301~202501,신규,-,,
160,서울특별시 송파구 문정동,652-2,652,2,문정 오벨리스크,전세,24.05,202212,22,"22,000",0,12,2018,송파대로 145,202301~202501,신규,-,,
161,서울특별시 송파구 문정동,622,622,0,송파한화오벨리스크,월세,26.82,202212,22,"4,000",85,5,2013,충민로 5,202301~202401,신규,-,,
162,서울특별시 송파구 문정동,620,620,0,송파푸르지오시티,전세,30,202212,22,"23,100",0,14,2013,새말로 62,202301~202501,신규,-,,
163,서울특별시 송파구 문정동,643-1,643,1,엠스테이트,전세,29.79,202212,22,"26,500",0,10,2016,법원로 114,202302~202402,갱신,-,"5,000",64
164,서울특별시 송파구 문정동,624,624,0,송파 아이파크,월세,29.88,202212,22,500,100,5,2015,법원로 55,202302~202402,갱신,-,500,85
165,서울특별시 송파구 문정동,624,624,0,송파 아이파크,월세,25.87,202212,22,500,90,10,2015,법원로 55,202302~202402,갱신,-,500,77
166,서울특별시 송파구 문정동,624,624,0,송파 아이파크,월세,25.87,202212,22,500,90,4,2015,법원로 55,202212~202312,갱신,-,500,79
167,서울특별시 송파구 문정동,652-4,652,4,힐스테이트에코문정,전세,20.79,202212,22,"22,000",0,4,2018,법원로4길 10,202302~202502,신규,-,,
168,서울특별시 송파구 문정동,652,652,0,송파법조타운푸르지오시티,월세,17.47,202212,22,"1,000",85,5,2018,법원로4길 5,202212~202312,신규,-,,
169,서울특별시 송파구 문정동,652-5,652,5,문정 아이파크,월세,25.77,202212,22,"1,000",73,7,2017,법원로4길 6,202212~202312,신규,-,,
170,서울특별시 송파구 방이동,50,50,0,잠실엘퍼스트오피스텔,전세,18.07,202212,21,"18,300",0,15,2019,백제고분로51길 7,-,-,-,,
171,서울특별시 송파구 문정동,618,618,0,파크하비오,월세,23.66,202212,21,"1,000",80,13,, ,202301~202401,신규,-,,
172,서울특별시 송파구 문정동,639-5,639,5,힐스테이트에코송파,월세,21.06,202212,21,"1,000",67,10,2017,정의로7길 13,202301~202401,갱신,-,"1,000",60
173,서울특별시 송파구 문정동,652-5,652,5,문정 아이파크,월세,25.77,202212,21,"10,000",70,9,2017,법원로4길 6,202212~202312,신규,-,,
174,서울특별시 송파구 문정동,652-1,652,1,프라비다옥토,전세,19.74,202212,21,"18,900",0,8,2016,법원로4길 17,202302~202502,갱신,사용,"18,900",0
175,서울특별시 송파구 문정동,652,652,0,송파법조타운푸르지오시티,전세,20.45,202212,21,"22,000",0,6,2018,법원로4길 5,202301~202501,신규,-,,
