NO,시군구,번지,도로조건,계약면적(㎡),전월세구분,계약년월,계약일,보증금(만원),월세금(만원),건축년도,도로명,계약기간,계약구분,갱신요구권 사용,종전계약 보증금(만원),종전계약 월세(만원),주택유형
27,서울특별시 송파구 송파동,3*,8m미만,50.74,전세,202212,30,"21,000",0,1998,백제고분로45길,202302~202502,갱신,-,"18,900",0,단독다가구
28,서울특별시 송파구 마천동,1**,8m미만,23,월세,202212,29,300,27,1989,거마로22길,-,-,-,,,단독다가구
29,서울특별시 송파구 마천동,1**,8m미만,29.68,월세,202212,29,500,35,1988,거마로22길,202301~202501,신규,-,,,단독다가구
30,서울특별시 송파구 삼전동,7*,8m미만,23.1,월세,202212,29,500,10,2001,백제고분로32길,-,-,-,,,단독다가구
31,서울특별시 송파구 삼전동,3*,-,24.94,전세,202212,29,"5,000",0,1997,,-,-,-,,,단독다가구
32,서울특별시 송파구 방이동,6*,8m미만,37.2,월세,202212,29,"13,600",3,,올림픽로32길,202211~202411,갱신,사용,"13,600",0,단독다가구
33,서울특별시 송파구 방이동,7*,8m미만,23.1,월세,202212,29,"1,000",65,2010,올림픽로32길,202301~202501,신규,-,,,단독다가구
34,서울특별시 송파구 삼전동,1**,8m미만,60,월세,202212,29,"3,000",117,1997,백제고분로27길,202301~202501,신규,-,,,단독다가구
35,서울특별시 송파구 잠실동,2**,8m미만,62.71,월세,202212,29,"3,500",116,1977,석촌호수로12길,202301~202501,갱신,-,"2,500",110,단독다가구
36,서울특별시 송파구 석촌동,2**,-,27,월세,202212,28,"1,000",52,2004,,-,-,-,,,단독다가구
37,서울특별시 송파구 문정동,1**,-,33.86,월세,202212,28,"4,000",45,1997,,-,-,-,,,단독다가구
38,서울특별시 송파구 문정동,8*,12m미만,59,월세,202212,28,0,90,1990,새말로11길,202301~202304,갱신,-,0,90,단독다가구
39,서울특별시 송파구 오금동,4*,8m미만,29.55,전세,202212,28,"10,000",0,1992,마천로10길,-,-,-,,,단독다가구
40,서울특별시 송파구 마천동,4*,-,40.74,전세,202212,28,"10,000",0,1994,,-,-,-,,,단독다가구
41,서울특별시 송파구 오금동,4*,8m미만,29.55,전세,202212,28,"10,000",0,1992,마천로10길,202301~202501,신규,-,,,단독다가구
42,서울특별시 송파구 오금동,4*,-,29.55,전세,202212,28,"10,000",0,1992,,-,-,-,,,단독다가구
43,서울특별시 송파구 문정동,1**,12m미만,33.86,월세,202212,28,"4,000",45,1997,송이로31길,-,갱신,-,"4,000",35,단독다가구
44,서울특별시 송파구 석촌동,1**,8m미만,50,월세,202212,28,"1,000",73,1992,백제고분로37나길,202302~202502,갱신,사용,"1,000",70,단독다가구
45,서울특별시 송파구 송파동,9*,8m미만,27,월세,202212,28,"1,000",40,1985,송파대로38길,202302~202502,갱신,-,"1,000",35,단독다가구
46,서울특별시 송파구 방이동,1**,12m미만,39.5,월세,202212,28,"10,000",85,2022,오금로17길,202212~202412,신규,-,,,단독다가구
47,서울특별시 송파구 풍납동,1**,8m미만,38,전세,202212,28,"19,500",0,1989,바람드리16길,202212~202412,갱신,-,"17,000",0,단독다가구
48,서울특별시 송파구 풍납동,2**,8m미만,46.92,전세,202212,28,"13,000",0,1978,풍성로14길,202301~202501,신규,-,,,단독다가구
49,서울특별시 송파구 풍납동,2**,8m미만,30,월세,202212,28,"4,500",30,1995,풍성로24길,-,-,-,,,단독다가구
50,서울특별시 송파구 풍납동,4**,-,33.34,전세,202212,28,"15,000",0,1994,,-,-,-,,,단독다가구
51,서울특별시 송파구 풍납동,2**,8m미만,25,월세,202212,28,700,50,,토성로6길,202301~202401,신규,-,,,단독다가구
52,서울특별시 송파구 가락동,3*,8m미만,40.37,전세,202212,28,"13,000",0,1988,송이로21길,202302~202502,신규,-,,,단독다가구
53,서울특별시 송파구 가락동,1**,12m미만,20,월세,202212,28,500,30,1988,동남로9길,-,-,-,,,단독다가구
54,서울특별시 송파구 가락동,1**,8m미만,26.8,월세,202212,28,"1,000",45,1996,동남로13길,202301~202501,신규,-,,,단독다가구
55,서울특별시 송파구 삼전동,7*,8m미만,43,월세,202212,28,"1,000",75,1996,백제고분로32길,202301~202501,신규,-,,,단독다가구
56,서울특별시 송파구 삼전동,1**,8m미만,32.4,월세,202212,28,500,32,1996,삼전로10길,202301~202501,신규,-,,,단독다가구
57,서울특별시 송파구 문정동,2*,12m미만,41,월세,202212,28,"1,000",50,1988,동남로8길,202212~202412,신규,-,,,단독다가구
58,서울특별시 송파구 잠실동,3**,-,21,월세,202212,27,500,50,1996,,-,-,-,,,단독다가구
59,서울특별시 송파구 잠실동,3**,8m미만,21,월세,202212,27,500,50,1996,백제고분로14길,202301~202501,신규,-,,,단독다가구
60,서울특별시 송파구 문정동,1**,8m미만,16.5,월세,202212,27,"1,000",57,2018,송이로34길,202301~202501,신규,-,,,단독다가구
61,서울특별시 송파구 마천동,1**,8m미만,37.62,월세,202212,27,"1,000",50,1983,성내천로30길,202302~202502,신규,-,,,단독다가구
62,서울특별시 송파구 풍납동,3**,8m미만,40,월세,202212,27,"1,000",75,1995,강동대로,202212~202412,신규,-,,,단독다가구
63,서울특별시 송파구 풍납동,5**,12m미만,15,전세,202212,27,"6,000",0,1989,올림픽로51길,-,-,-,,,단독다가구
64,서울특별시 송파구 문정동,1**,8m미만,16.5,월세,202212,27,"1,000",57,2018,송이로34길,202301~202501,신규,-,,,단독다가구
65,서울특별시 송파구 오금동,4*,-,28.2,전세,202212,27,"10,500",0,1990,,-,-,-,,,단독다가구
66,서울특별시 송파구 문정동,9*,8m미만,49.58,전세,202212,27,"26,500",0,2017,송이로36길,202301~202501,갱신,-,"25,000",0,단독다가구
67,서울특별시 송파구 가락동,1**,-,42,월세,202212,27,"1,000",55,1990,,-,-,-,,,단독다가구
68,서울특별시 송파구 풍납동,3**,8m미만,40,월세,202212,27,"10,000",45,1996,강동대로5길,202301~202501,신규,-,,,단독다가구
69,서울특별시 송파구 잠실동,3**,-,21,월세,202212,27,500,50,1996,,-,-,-,,,단독다가구
70,서울특별시 송파구 잠실동,3**,8m미만,21,월세,202212,27,500,50,1996,백제고분로14길,202301~202501,신규,-,,,단독다가구
71,서울특별시 송파구 마천동,3**,25m미만,40,월세,202212,27,"1,000",60,1993,성내천로43마길,202301~202501,신규,-,,,단독다가구
72,서울특별시 송파구 삼전동,1**,8m미만,36.36,전세,202212,27,"18,000",0,1993,백제고분로32길,202301~202501,신규,-,,,단독다가구
73,서울특별시 송파구 방이동,1**,8m미만,39.6,전세,202212,27,"17,325",0,1997,백제고분로48가길,-,-,-,,,단독다가구
74,서울특별시 송파구 방이동,2**,25m미만,40,월세,202212,27,"1,000",70,1990,오금로31길,202212~202404,-,-,,,단독다가구
75,서울특별시 송파구 송파동,8*,-,24,월세,202212,26,"1,000",67,2008,,-,-,-,,,단독다가구
76,서울특별시 송파구 잠실동,2**,8m미만,49,전세,202212,26,"13,650",0,1994,백제고분로7길,202302~202502,신규,-,,,단독다가구
77,서울특별시 송파구 잠실동,2**,8m미만,38.42,월세,202212,26,"25,000",20,2002,삼전로13길,-,-,-,,,단독다가구
78,서울특별시 송파구 잠실동,2**,-,33.71,월세,202212,26,"13,000",20,1995,,-,-,-,,,단독다가구
79,서울특별시 송파구 잠실동,2**,8m미만,29.75,월세,202212,26,"3,000",47,1996,삼전로13길,202212~202412,갱신,-,"3,000",47,단독다가구
80,서울특별시 송파구 풍납동,8*,8m미만,20,월세,202212,26,300,25,1993,바람드리15길,-,-,-,,,단독다가구
81,서울특별시 송파구 풍납동,2**,8m미만,29,월세,202212,26,"2,000",50,1994,한가람로14길,-,-,-,,,단독다가구
82,서울특별시 송파구 방이동,1**,8m미만,13,월세,202212,26,"1,000",45,2006,가락로39길,202212~202412,신규,-,,,단독다가구
83,서울특별시 송파구 방이동,2**,8m미만,19.83,월세,202212,26,500,50,1990,오금로31길,-,신규,-,,,단독다가구
84,서울특별시 송파구 삼전동,1**,-,33,월세,202212,26,"10,000",30,1997,,-,-,-,,,단독다가구
85,서울특별시 송파구 석촌동,2**,8m미만,72.6,전세,202212,26,"10,000",0,2011,가락로2길,-,-,-,,,단독다가구
86,서울특별시 송파구 석촌동,2**,8m미만,39.6,월세,202212,26,"13,000",80,2015,가락로11길,202301~202501,신규,-,,,단독다가구
87,서울특별시 송파구 석촌동,1*,8m미만,43,월세,202212,26,"1,000",58,1997,삼학사로14길,202212~202412,신규,-,,,단독다가구
88,서울특별시 송파구 가락동,1**,-,48.72,월세,202212,26,"10,000",35,1989,,-,-,-,,,단독다가구
89,서울특별시 송파구 문정동,1**,12m미만,17.32,월세,202212,26,"5,000",60,2018,새말로15길,202301~202409,신규,-,,,단독다가구
90,서울특별시 송파구 문정동,1**,12m미만,40,월세,202212,26,"3,000",55,1990,새말로15길,202303~202503,신규,-,,,단독다가구
91,서울특별시 송파구 석촌동,2**,12m미만,32,전세,202212,26,"8,800",0,1997,가락로11길,202212~202412,갱신,사용,"8,400",0,단독다가구
92,서울특별시 송파구 오금동,6*,8m미만,18.57,월세,202212,26,"1,000",53,2018,성내천로8길,202212~202412,갱신,사용,"1,000",53,단독다가구
93,서울특별시 송파구 거여동,2**,-,43.2,전세,202212,26,"10,000",0,1986,,-,-,-,,,단독다가구
94,서울특별시 송파구 석촌동,2**,8m미만,72.6,월세,202212,26,"10,000",50,2011,가락로2길,202301~202501,신규,-,,,단독다가구
95,서울특별시 송파구 마천동,9*,8m미만,31.8,월세,202212,26,"1,000",35,1992,성내천로24길,202301~202501,신규,-,,,단독다가구
96,서울특별시 송파구 송파동,1**,-,27.67,월세,202212,26,"13,000",16,,,-,-,-,,,단독다가구
97,서울특별시 송파구 가락동,1**,12m미만,40,월세,202212,26,"2,000",50,1988,동남로9길,202302~202502,신규,-,,,단독다가구
98,서울특별시 송파구 가락동,1**,12m미만,50,월세,202212,26,"5,000",80,1989,동남로3길,202302~202502,신규,-,,,단독다가구
99,서울특별시 송파구 풍납동,3**,8m미만,50,월세,202212,26,"2,000",120,2015,올림픽로49길,202301~202501,신규,-,,,단독다가구
100,서울특별시 송파구 풍납동,3**,8m미만,50,월세,202212,26,"2,000",120,2015,올림픽로49길,202301~202501,신규,-,,,단독다가구
101,서울특별시 송파구 삼전동,1**,8m미만,43,월세,202212,24,"1,000",75,1997,백제고분로25길,202301~202501,신규,-,,,단독다가구
102,서울특별시 송파구 풍납동,4**,8m미만,30,전세,202212,24,"7,000",0,1988,바람드리24길,202301~202501,신규,-,,,단독다가구
103,서울특별시 송파구 삼전동,1**,8m미만,50.01,월세,202212,24,700,60,1996,삼전로10길,202212~202412,신규,-,,,단독다가구
104,서울특별시 송파구 풍납동,3**,8m미만,36,월세,202212,24,"7,000",15,1997,강동대로7길,202301~202501,신규,-,,,단독다가구
105,서울특별시 송파구 석촌동,1**,8m미만,41.86,월세,202212,24,"2,000",80,1997,송파대로45길,202301~202501,신규,-,,,단독다가구
106,서울특별시 송파구 송파동,3*,8m미만,45,월세,202212,24,"7,000",90,1995,백제고분로41길,202301~202501,갱신,사용,"31,000",0,단독다가구
107,서울특별시 송파구 문정동,6*,12m미만,41.24,전세,202212,24,"16,800",0,1994,문정로4길,202301~202501,갱신,사용,"16,800",0,단독다가구
108,서울특별시 송파구 거여동,5**,-,47.65,월세,202212,24,"12,500",20,1989,,-,-,-,,,단독다가구
109,서울특별시 송파구 잠실동,2**,-,19.82,전세,202212,24,"11,000",0,1997,,-,-,-,,,단독다가구
110,서울특별시 송파구 문정동,1**,12m미만,17,전세,202212,24,"13,000",0,2018,새말로15길,202302~202410,신규,-,,,단독다가구
111,서울특별시 송파구 잠실동,2**,8m미만,49,월세,202212,23,"3,000",60,1987,석촌호수로12길,202212~202412,갱신,-,"3,000",60,단독다가구
112,서울특별시 송파구 삼전동,1**,8m미만,19.8,월세,202212,23,500,35,2000,백제고분로32길,202301~202501,신규,-,,,단독다가구
113,서울특별시 송파구 거여동,6**,-,83.92,전세,202212,23,"70,000",0,2022,위례북로3길,202212~202612,신규,-,,,단독다가구
114,서울특별시 송파구 거여동,2**,8m미만,66.21,월세,202212,23,"1,000",50,1992,양산로8길,202212~202412,신규,-,,,단독다가구
115,서울특별시 송파구 풍납동,7*,-,47,월세,202212,23,"8,000",30,1996,,-,-,-,,,단독다가구
116,서울특별시 송파구 방이동,1**,12m미만,56.47,월세,202212,23,"12,000",135,2022,오금로17길,202301~202501,신규,-,,,단독다가구
117,서울특별시 송파구 잠실동,2**,8m미만,29,월세,202212,23,500,45,1996,백제고분로19길,202301~202501,신규,-,,,단독다가구
118,서울특별시 송파구 오금동,3*,12m미만,113.49,전세,202212,23,"32,000",0,1995,중대로33길,202301~202401,갱신,사용,"32,000",0,단독다가구
119,서울특별시 송파구 풍납동,4**,8m미만,26,월세,202212,23,300,25,1989,올림픽로57길,-,-,-,,,단독다가구
120,서울특별시 송파구 풍납동,8*,8m미만,56.02,월세,202212,23,"3,000",45,1997,바람드리9길,202212~202412,갱신,-,"3,000",40,단독다가구
121,서울특별시 송파구 문정동,4*,12m미만,36,월세,202212,23,"1,000",60,1990,문정로1길,202212~202412,신규,-,,,단독다가구
122,서울특별시 송파구 잠실동,3**,8m미만,33,월세,202212,23,"16,000",3,1997,백제고분로12길,202302~202501,신규,-,,,단독다가구
123,서울특별시 송파구 송파동,9*,-,58.14,전세,202212,22,"22,050",0,1992,,-,-,-,,,단독다가구
124,서울특별시 송파구 방이동,1**,8m미만,19,월세,202212,22,"3,000",45,2006,가락로39길,202212~202412,신규,-,,,단독다가구
125,서울특별시 송파구 잠실동,2**,8m미만,59,월세,202212,22,"3,000",150,1995,백제고분로11길,202301~202501,신규,-,,,단독다가구
126,서울특별시 송파구 삼전동,1**,8m미만,96.4,전세,202212,22,"27,563",0,1996,백제고분로32길,202212~202412,갱신,-,"26,250",0,단독다가구
127,서울특별시 송파구 문정동,2*,12m미만,35,월세,202212,22,"2,000",65,1988,동남로8길,202304~202503,갱신,-,"10,000",0,단독다가구
128,서울특별시 송파구 가락동,4*,25m미만,16,월세,202212,21,"1,000",65,2011,오금로36길,202301~202501,신규,-,,,단독다가구
129,서울특별시 송파구 오금동,1**,12m미만,44.35,월세,202212,21,"12,000",15,1990,동남로28길,-,신규,-,,,단독다가구
130,서울특별시 송파구 가락동,1**,12m미만,25,월세,202212,21,"2,000",55,1989,중대로12길,202301~202501,신규,-,,,단독다가구
131,서울특별시 송파구 송파동,2*,8m미만,42.97,전세,202212,21,"16,800",0,1994,백제고분로41길,202301~202501,갱신,-,"16,000",0,단독다가구
132,서울특별시 송파구 송파동,9*,8m미만,85,월세,202212,21,"22,500",13,2001,백제고분로42길,202301~202501,갱신,사용,"22,500",13,단독다가구
133,서울특별시 송파구 가락동,1*,25m미만,24,월세,202212,21,"5,000",50,2001,송이로17길,202301~202501,신규,-,,,단독다가구
134,서울특별시 송파구 석촌동,2**,12m미만,45,월세,202212,21,"2,000",80,1985,송파대로37길,202212~202412,신규,-,,,단독다가구
135,서울특별시 송파구 거여동,1*,8m미만,41,월세,202212,21,"1,000",50,1996,거마로9길,202212~202412,신규,-,,,단독다가구
136,서울특별시 송파구 가락동,1**,-,25,월세,202212,21,"2,000",55,1989,,-,-,-,,,단독다가구
137,서울특별시 송파구 풍납동,1**,8m미만,24,월세,202212,21,500,35,1991,바람드리14길,202212~202412,신규,-,,,단독다가구
138,서울특별시 송파구 풍납동,4**,8m미만,36.36,전세,202212,21,"8,400",0,1995,풍성로31길,202212~202412,갱신,사용,"8,000",0,단독다가구
139,서울특별시 송파구 풍납동,8*,8m미만,30,전세,202212,21,"12,000",0,1993,바람드리13길,202301~202501,신규,-,,,단독다가구
140,서울특별시 송파구 방이동,1**,8m미만,36.54,월세,202212,20,"6,000",43,1988,백제고분로48가길,202301~202401,신규,-,,,단독다가구
141,서울특별시 송파구 방이동,1**,8m미만,114.51,월세,202212,20,"8,000",13,1996,백제고분로50길,-,갱신,-,"8,000",11,단독다가구
142,서울특별시 송파구 잠실동,3**,8m미만,33,월세,202212,20,"1,000",65,1995,백제고분로14길,202301~202501,신규,-,,,단독다가구
143,서울특별시 송파구 거여동,3*,12m미만,40,전세,202212,20,"7,000",0,1988,오금로64길,202212~202412,-,-,,,단독다가구
144,서울특별시 송파구 풍납동,1**,8m미만,24,월세,202212,20,200,30,1992,바람드리20길,-,-,-,,,단독다가구
145,서울특별시 송파구 삼전동,3*,8m미만,43,월세,202212,20,"5,000",40,1996,백제고분로22길,202212~202412,갱신,사용,"5,000",40,단독다가구
146,서울특별시 송파구 송파동,4*,8m미만,36.22,월세,202212,20,"2,000",65,1997,백제고분로45길,202301~202501,신규,-,,,단독다가구
147,서울특별시 송파구 송파동,2*,8m미만,49.5,월세,202212,20,"1,000",68,1998,백제고분로41길,202212~202412,갱신,사용,"1,000",65,단독다가구
148,서울특별시 송파구 송파동,2*,8m미만,29.7,월세,202212,20,"5,000",35,1998,백제고분로41길,202301~202501,신규,-,,,단독다가구
149,서울특별시 송파구 풍납동,1**,8m미만,24,월세,202212,20,200,30,1992,바람드리20길,-,-,-,,,단독다가구
150,서울특별시 송파구 가락동,8*,12m미만,48.6,월세,202212,20,"13,000",20,1994,송파대로30길,202302~202502,신규,-,,,단독다가구
151,서울특별시 송파구 가락동,1**,12m미만,57.77,전세,202212,20,"50,000",0,,중대로16길,202301~202501,신규,-,,,단독다가구
152,서울특별시 송파구 거여동,2**,8m미만,33,월세,202212,20,"1,500",40,1993,오금로64마길,202301~202412,신규,-,,,단독다가구
153,서울특별시 송파구 풍납동,3**,12m미만,20,월세,202212,20,500,40,1994,강동대로,202212~202412,신규,-,,,단독다가구
154,서울특별시 송파구 가락동,1**,12m미만,19.8,전세,202212,19,"12,600",0,1996,오금로38가길,202212~202412,갱신,사용,"12,000",0,단독다가구
155,서울특별시 송파구 가락동,1**,8m미만,12.24,월세,202212,19,"1,000",40,1993,중대로12길,202212~202412,신규,-,,,단독다가구
156,서울특별시 송파구 송파동,2*,8m미만,36.36,월세,202212,19,"3,000",50,1987,백제고분로41길,202301~202501,신규,-,,,단독다가구
157,서울특별시 송파구 송파동,9*,8m미만,46,월세,202212,19,"3,000",90,2001,백제고분로42길,202301~202501,갱신,사용,"3,000",90,단독다가구
158,서울특별시 송파구 마천동,3**,8m미만,26.44,월세,202212,19,"2,000",10,1985,성내천로33가길,-,-,-,,,단독다가구
159,서울특별시 송파구 마천동,1**,-,40.51,전세,202212,19,"10,000",0,1984,,-,-,-,,,단독다가구
160,서울특별시 송파구 삼전동,6*,8m미만,40,월세,202212,19,"1,000",70,1997,백제고분로28길,202212~202412,신규,-,,,단독다가구
161,서울특별시 송파구 문정동,4*,12m미만,20,월세,202212,19,"2,000",45,,동남로2길,202212~202412,신규,-,,,단독다가구
162,서울특별시 송파구 마천동,3**,8m미만,26.44,월세,202212,19,"1,500",15,1985,성내천로33가길,-,-,-,,,단독다가구
163,서울특별시 송파구 석촌동,2**,-,20.33,전세,202212,19,"12,000",0,1997,,-,-,-,,,단독다가구
164,서울특별시 송파구 마천동,1**,8m미만,19.8,월세,202212,19,300,24,1985,성내천로33가길,-,-,-,,,단독다가구
165,서울특별시 송파구 방이동,1**,12m미만,60,월세,202212,19,"16,500",20,,양재대로71길,202212~202412,갱신,사용,"16,500",0,단독다가구
166,서울특별시 송파구 방이동,7*,8m미만,36.3,월세,202212,19,"3,000",70,1995,오금로13길,202212~202412,갱신,-,"3,000",55,단독다가구
167,서울특별시 송파구 방이동,6*,8m미만,37,전세,202212,19,"18,000",0,1996,올림픽로32길,-,-,-,,,단독다가구
168,서울특별시 송파구 방이동,6*,8m미만,37,전세,202212,19,"18,000",0,1996,올림픽로32길,202301~202501,신규,-,,,단독다가구
169,서울특별시 송파구 방이동,1**,8m미만,55.22,월세,202212,19,"12,000",60,1997,오금로19길,202301~202501,신규,-,,,단독다가구
170,서울특별시 송파구 방이동,5*,-,23,전세,202212,19,"12,000",0,2003,,-,-,-,,,단독다가구
171,서울특별시 송파구 방이동,6*,8m미만,23.61,월세,202212,19,"1,000",70,2019,오금로13길,202301~202501,신규,-,,,단독다가구
172,서울특별시 송파구 방이동,6*,-,35.01,월세,202212,19,"1,000",57,1996,,202212~202412,신규,-,,,단독다가구
173,서울특별시 송파구 잠실동,2**,-,25.68,월세,202212,19,"8,000",36,1996,,-,-,-,,,단독다가구
174,서울특별시 송파구 삼전동,3*,8m미만,42.9,월세,202212,19,"14,000",25,1995,백제고분로22길,202301~202501,신규,-,,,단독다가구
175,서울특별시 송파구 삼전동,3*,-,42.9,월세,202212,19,"14,000",25,1995,,-,-,-,,,단독다가구
176,서울특별시 송파구 문정동,1**,12m미만,27,월세,202212,18,0,50,1988,송이로37길,-,-,-,,,단독다가구
177,서울특별시 송파구 석촌동,1**,8m미만,40,월세,202212,18,"5,000",75,1997,송파대로45길,-,-,-,,,단독다가구
178,서울특별시 송파구 문정동,1**,12m미만,40,월세,202212,18,"4,000",50,1997,송이로31길,202302~202502,신규,-,,,단독다가구
179,서울특별시 송파구 석촌동,*,8m미만,38,월세,202212,17,"2,000",65,1995,백제고분로33길,202303~202503,-,-,,,단독다가구
180,서울특별시 송파구 잠실동,2**,8m미만,36.33,전세,202212,17,"13,000",0,1996,백제고분로19길,202301~202501,신규,-,,,단독다가구
181,서울특별시 송파구 잠실동,3**,-,21.48,전세,202212,17,"4,500",0,1996,,-,-,-,,,단독다가구
182,서울특별시 송파구 방이동,1**,8m미만,40,월세,202212,17,"1,000",60,1995,오금로17길,202212~202412,신규,-,,,단독다가구
183,서울특별시 송파구 삼전동,5*,8m미만,26.67,월세,202212,17,500,40,1995,삼학사로3길,202212~202412,신규,-,,,단독다가구
184,서울특별시 송파구 삼전동,6*,8m미만,29.75,월세,202212,17,"2,000",43,1996,백제고분로28길,202302~202502,신규,-,,,단독다가구
185,서울특별시 송파구 풍납동,3**,8m미만,26.4,월세,202212,17,"1,000",56,2012,올림픽로45길,202301~202501,신규,-,,,단독다가구
186,서울특별시 송파구 풍납동,5**,8m미만,36.5,월세,202212,17,"2,000",60,1996,올림픽로,202301~202501,신규,-,,,단독다가구
187,서울특별시 송파구 풍납동,4**,12m미만,48.2,월세,202212,17,"4,000",40,1996,풍성로25길,-,-,-,,,단독다가구
188,서울특별시 송파구 석촌동,1**,12m미만,46.28,월세,202212,17,"2,000",60,1986,석촌호수로18길,202212~202412,신규,-,,,단독다가구
189,서울특별시 송파구 석촌동,2**,8m미만,35.12,월세,202212,17,"11,505",20,,가락로11길,202212~202412,갱신,-,"10,000",20,단독다가구
190,서울특별시 송파구 가락동,1**,8m미만,39,월세,202212,17,500,30,1994,송이로23길,-,-,-,,,단독다가구
191,서울특별시 송파구 거여동,5**,-,44.41,전세,202212,16,"14,000",0,1995,,-,-,-,,,단독다가구
192,서울특별시 송파구 석촌동,2**,8m미만,48.85,월세,202212,16,"2,000",75,1993,백제고분로34길,202301~202501,신규,-,,,단독다가구
193,서울특별시 송파구 오금동,5*,8m미만,30,전세,202212,16,"12,000",0,2017,동남로23나길,202301~202401,갱신,-,"11,000",0,단독다가구
194,서울특별시 송파구 삼전동,4*,8m미만,35,월세,202212,16,500,50,1995,백제고분로22길,202301~202501,신규,-,,,단독다가구
195,서울특별시 송파구 가락동,1**,8m미만,17.47,월세,202212,16,"1,000",65,2021,동남로13길,202212~202412,신규,-,,,단독다가구
196,서울특별시 송파구 오금동,5*,-,30,전세,202212,16,"12,000",0,2017,,-,-,-,,,단독다가구
197,서울특별시 송파구 오금동,4*,8m미만,28.2,전세,202212,16,"10,500",0,1990,마천로8길,202301~202501,갱신,-,"10,000",0,단독다가구
198,서울특별시 송파구 잠실동,2**,8m미만,138.01,월세,202212,16,"2,000",82,2001,삼전로9길,202302~202503,갱신,사용,"2,000",80,단독다가구
199,서울특별시 송파구 잠실동,3**,8m미만,40,월세,202212,16,"10,000",28,1994,백제고분로20길,202303~202503,갱신,-,"10,000",25,단독다가구
200,서울특별시 송파구 방이동,1**,-,30,월세,202212,16,"5,000",12,1987,,-,-,-,,,단독다가구
